"_id","product_name","Linked_Account_Required","Max_Interest_Rate","Max_Monthly_Interest","Base_Interest_Rate","Base_Monthly_Interest","All_Benefits","No_Account_Keeping_Fee","Internet_Banking","Counter_Service","Phone_Banking","Atm","Required_Linked_Account","Account_Type","Min_Opening_Amount","Min_Balance","Monthly_Account_Fee","Interest_Calculation_Frequency","Interest_Payment_Frequency","Interest_Paid_In_Steps","ATM_Withdrawal_Fee","ATM_Balance_Fee","Daily_ATM_Withdrawal_Limit","EFTPOS_Fee","Debit_Card_Replacement_Fee","Service_Fee_Frequency","Fee_Rebate_Available","Balance_Required_for_Fee_Free","Phone_Transaction_Fee","Internet_Transaction_Fee","Free_Electronic_Trans_per_Month","Counter_Deposit_Fee","Counter_Withdrawal_Fee","Free_Counter_Trans_Per_Month","Cheque_Fee","Cheque_Dishonour_Fee","Debit_Item_Dishonour_Fee","Overseas_ATM_Facilities","Overseas_ATM_Balance_Fee","Overseas_ATM_Withdrawal_Fee","Overseas_EFTPOS_Fee","OS_Emergency_Card_Replacement","Foreign_Transaction_Fee","Bankwest_Smart_eSaver_Smart_Rate_if_no_withdrawals","USaver","Savings_Term_Deposits","Home_Loans"
"http://www.infochoice.com.au/banking/savings-account/illawarra-credit-union/everyday-lite/6149","Everyday Lite","","0.05%","$0.42","0.05%","$0.42","Available to all members of appropriate age group (12 – 18 years), and members up to 23 years of age or while studying at University / TAFE.","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$1.00","$0","Daily","Quarterly","No","$0","$0","$1,000.00","$0","$5.00","","No","$0","$0","$0","n/a","$0","$0","n/a","$0","$40.00","$40.00","-","$1.00","$2.00","$1.00","$50.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/intech-credit-union-limited/access-savings-account/6307","Access Savings Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","","No","$0","$0.50","$1,000.00","$0.60","$10.00","Monthly","Yes","$0","$0.30","$0","0","$0","$1.20","0","$1.20","$45.00","$20.00","-","$0","$3.00","$0","$150.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/mylife-myfinance/on-call-savings-account/6278","On Call Savings Account","","0.05%","$0.17","0.05%","$0.17","","Yes","Yes","Yes","Yes","No","No","Trans","$0","$0","$0","Monthly","Annually","No","$0","$0","$0","$0","$0","","No","$0","$0","$0","0","$0","$0","Unlimited","$0","$0","$0","-","$0","$0","$0","$0","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/police-bank/easy-access-account/6376","Easy Access Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","","Yes","$0","$0","$1,000.00","$0.55","$10.00","Monthly","No","$0","$0","$0","0","$0","$2.00","0","$3.00","$9.00","$9.00","-","$0","$3.80","$0","$195.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/rural-bank/everyday-community-account/6065","Everyday Community Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$1.00","$0","Daily","Monthly","No","$1.00","$0","$1,000.00","$1.00","$10.00","Monthly","No","$0","$0","$0","15","$0","$0","0","$1.00","$50.00","$50.00","-","$0","$4.00","$4.00","$150.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/rural-bank/everyday-account/6242","Everyday Account","","0.05%","$0.42","0.05%","$0.42","","No","Yes","Yes","Yes","Yes","No","Trans","$1.00","$1.00","$6.00","Daily","Monthly","No","$0","$0","$1,000.00","$0","$10.00","Monthly","No","$0","$0","$0","Unlimited","$0","$0","Unlimited","$0","$35.00","$50.00","-","$0","$4.00","$4.00","$150.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/scu/premier-business-account/32037","Premier Business Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$40.00","$0","$0","Daily","Quarterly","No","","","","","","Monthly","No","$0","","$0","","","","","","","","-","","","","","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/select-credit-union/select-transaction-account/6334","Select Transaction account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$1.00","$0","$0","Daily","","No","$2.00","$0","$1,000.00","$0.75","","Monthly","Yes","$0","$0","$0","6","$0","$0","0","$0","$20.00","$20.00","-","$0","$4.00","$0","","0.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/select-encompass-credit-union-limited/transaction-account/6310","Transaction Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Monthly","No","$1.50","$1.00","$1,000.00","$0.75","$10.00","Monthly","No","$0","$0","$0","0","$0","$0.75","0","$2.50","$48.50","$26.50","-","$1.50","$4.00","$1.50","$310.00","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/victoria-teachers-mutual-bank/s-everyday-account/6012","S1 Everyday Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","Yes","No","Trans","$0","$0","$0","Daily","Quarterly","No","$1.80","$0","$1,000.00","$0.50","$12.00","Monthly","No","$0","$0","$0","Unlimited","$0","$1.00","-","$2.00","$17.50","$17.50","VisaPlus","$0","$2.50","$0","$150.00","2.00%","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
"http://www.infochoice.com.au/banking/savings-account/victoria-teachers-mutual-bank/budget-savings-account/7363","Budget Savings Account","","0.05%","$0.42","0.05%","$0.42","","Yes","Yes","Yes","Yes","No","No","Trans","$0","$0","$0","Daily","Quarterly","No","$0","$0","$0","$0","$0","Monthly","No","$0","$0","$0","Unlimited","$0","$1.00","-","$0","$0","$17.50","-","$0","$0","$0","$0","","Earn the Smart Rate each month you make no withdrawals.
Earn the Smart Rate in months where you make no withdrawals.
No fees and no minimum deposit.","Awarded Most Popular Savings Account May 2010 – InfoChoice.com.au
Best Online Savings Account 2010 in Money magazine's 'Best of the Best' awards.
No bank fees, making it even easier to save.
Transfer money from any Australia bank account.
Use Goal Tracker to monitor your savings progress over time. Just enter your savings targets and you'll stay on track with updated savings charts and reminders of how well you are doing.
Funds can be deposited via; funds transfer from another bank, BPAY®, salary credit, periodical payment, Automatic Savings Plan or cheque.
Funds can be withdrawn via; funds transfer to any Australian bank account (no mandatory requirement for a linked account) and one off, future dated or periodic transfer to any Australian bank account.","Savings Calculator
Term Deposit
Budget Planner","Borrowing Power Calculator
Loan Repayment Calculator
Stamp Duty Calculator"
