category,product,description,group,brand,price,price_uom,price_per
A,2U2100,uvex X-Fit 200 Pairs of Disposable Foam Uncorded Ear Plugs SNR37,PP03,uvex,35.99,BOX,1
A,2U5000,Uvex X-Fit 300 pairs of Ear Plug Disp Refill,PP03,uvex,44.4,EA,1
A,2U4600,uvex X-Fit Detectable Disposable Foam Ear Plugs SNR37 2112-011,PP03,uvex,47.95,BOX,1
A,2U0006            ,uvex X-Fit Uncorded Ear Plugs 2112.013 50-pairs,PP03  ,uvex,6.37,PAK,1
A,2U0003            ,Uvex X-Cap Replacement Pods 5-pairs 2125-351,PP03  ,uvex,8.75,PAK,1
A,2U6100            ,Uvex X-Fit Ear Plug Dispenser 2112-000,PP03  ,uvex,31.06,EA,1
A,2U3100            ,Uvex Com4-Fit Ear Plugs Boxed 200-pairs 2112-004,PP03  ,uvex,35.95,BOX,1
A,2U2000            ,Uvex Hi-Com EarPlug Green Disp Refill 300-pairs,PP03  ,uvex,42.09,EA,1
A,3U1500,uvex Carbonvision Black/Grey Goggle Clear Lens 9307-375,PP04,uvex,11.08,PRS,1
A,3A3700,Uvex Clear Cleaning Tissues Pack of 450 9991-000,PP04,uvex,4.33,BOX,1
A,3A3800,uvex Clear Cleaning Towelettes Pack of 100 9963-000,PP04,uvex,10.87,BOX,1
A,3A3500,uvex Clear Lens Cleaning Station 9990 000,PP04,uvex,62.67,EA,1
A,3U0900,uvex i-vo Headstrap Safety Spectacles,PP04,uvex,9.06,PRS,1
A,3U0300,uvex i-vo Safety Spectacles Brown Sun Optidur 3000 Lens 9160-068,PP04,uvex,8.38,PRS,1
A,3U0100,uvex i-vo Safety Spectacles Clear Supravision Lens 9160-265,PP04,uvex,8.38,PRS,1
A,3U1800,"uvex Pheos Safety Spectacle Black/Lime Frame, Clear Lens 9192-225",PP04,uvex,4.5,PRS,1
A,371000,uvex Skybrite SX2 Eyeshield Blue Frame Clear Supravision Lens 9197-260,PP04,uvex,8.44,PRS,1
A,3U1200,uvex Skyguard NT Blue/Grey Frame Clear Lens 9175-260,PP04,uvex,9.21,PRS,1
A,348800,uvex Skyper Eyeshield Black Frame Clear Supravision Lens 9195-275,PP04,uvex,8.47,PRS,1
A,370600,uvex Skyper SX2 Spectacles Blue Frame Clear Optidur 2002 Lens 9197-065,PP04,uvex,8.54,EA,1
A,3U7800,uvex Super Fit Blue Frame Clear Lens 9178-365,PP04,uvex,7.6,PRS,1
A,3U0001,uvex Super G Eyeshield Blue Frame Clear Lens 9172-265,PP04,uvex,6.99,PRS,1
A,3U0005,uvex Super G Overspec Supravision Clear,PP04,uvex,7.85,PRS,1
A,321900,uvex Ultrasonic Goggle Orange Frame Clear Supravision Lens 9302-245,PP04,uvex,9.45,EA,1
A,349500,uvex Ultravision Goggle Trans Grey Frame with Foam Surround Clear Supravision Lens 9301-626,PP04,uvex,9.58,PRS,1
A,321400,uvex Ultravision Goggle Transparent Grey Frame Clear Supravision Lens 9301-105,PP04,uvex,8.75,PRS,1
A,3U0600,uvex Winner Eyeshield 4C Clear Lens 9159-105,PP04,uvex,7.5,PRS,1
A,3U4200,uvex X-Act Eyeshield Blue Frame Clear THS Lens 9176-140,PP04,uvex,4.33,PRS,1
A,3U3200,uvex X-Twin Eyeshield Ice Blue Frame Clear THS Lens 9171-160,PP04,uvex,4.4,PRS,1
A,377100            ,uvex Nylon Pouch with Belt Loops 9954 500,PP04  ,uvex,3.95,EA,1
A,336800            ,uvex Ultrashield Faceshield 9301-317,PP04  ,uvex,6.55,EA,1
A,3U2000            ,"uvex Pheos Safety Spectacle Grey Frame, Silver Mirror Lens 9192-881",PP04  ,uvex,6.59,PRS,1
A,3U2100            ,uvex Cybric Safety Spectacles Clear Optidur 4C Plus Lens 9188-175,PP04  ,uvex,7.89,PRS,1
A,3U2400            ,uvex Cybric Safety Spectacles Blue Mirror Optidur 3000 Lens 9188-881,PP04  ,uvex,8.66,PRS,1
A,321600            ,uvex Ultravision Welding Goggle Black Frame Green Shade 5 Lens 9301-245,PP04  ,uvex,9.95,PRS,1
A,4U6200            ,uvex Ultrashield 2 9301-318,PP04  ,uvex,13.21,EA,1
A,4U4100            ,Uvex Pheos Alpine Safety Helmet White,PP05  ,uvex,40.75,EA,1
A,56X2519,Vikan 5 ErgoClean Microfibre Cloth Blue691013,WP02,Vikan,14.82,PAK,1
A,56W6105,Vikan ErgoClean Aluminium Handle Blue 1.5m 29863,WP02,Vikan,4.24,EA,1
A,5684502,Kentucky Bucket on Wheels Red 23 Litre KMKB03R,WP02,Vikan,50.28,EA,1
A,5684602,Kentucky Wringer 12oz to 20oz Red KMKW03R,WP02,Vikan,59.26,EA,1
A,56V6505,Vikan Aluminium Handle Blue 1.3m Long 29583,WP02,Vikan,5.39,EA,1
A,56V7005,Vikan Deck Scrub Brush Stiff Blue 300mm 70603,WP02,Vikan,13.36,EA,1
A,56V0602,Vikan Dry Floor Broom Soft Red 400 mm x 60 mm 31784,WP02,Vikan,14.28,EA,1
A,56W0302,Vikan Ergonomic Aluminium Handle 130 cm Red 29354,WP02,Vikan,9.45,EA,1
A,56W1105,Vikan Ergonomic Handle Blue 1.675m to 2.78m 29753,WP02,Vikan,21.01,EA,1
A,56VA505,Vikan Fixed Neck Squeegee Blue 500mm 77533,WP02,Vikan,13.86,EA,1
A,56VA605,Vikan Fixed Neck Squeegee Blue 600mm 77543,WP02,Vikan,14.91,EA,1
A,56VA705,Vikan Fixed Neck Squeegee Blue 700mm 77553,WP02,Vikan,15.95,EA,1
A,56V0405,Vikan Floor Broom Dual Filament Blue 400mm 31743,WP02,Vikan,15.79,EA,1
A,56V0505,Vikan Floor Broom Dual Filament Blue 610mm 31943,WP02,Vikan,19.99,EA,1
A,56V0205,Vikan Floor Broom Soft Blue 300x69mm 70663,WP02,Vikan,13.58,EA,1
A,56W7805,Vikan Hand Brush Soft Blue 350x45mm 45873,WP02,Vikan,4.2,EA,1
A,56X1505,Vikan Hygiene Bucket with Stainless Steel Handle Blue 12 litre 56863,WP02,Vikan,12.15,EA,1
A,56W8202,Vikan Hygiene Socket Mop 200 gram Red SB514,WP02,Vikan,3.72,EA,1
A,56W8305,Vikan Hygiene Socket Mop Blue 250 Gram SB523,WP02,Vikan,4.13,EA,1
A,5686700,Vikan Hygiene Sponge Mop Blade 360 mm HD12C,WP02,Vikan,14.46,EA,1
A,56V9405,Vikan Hygienic Dustpan Blue 56603,WP02,Vikan,7.97,EA,1
A,5663305,Vikan Polypropylene Dustpan & Hand Brush Set Medium Blue MS60B,WP02,Vikan,9.03,EA,1
A,5500715,Vikan Short Handled Large Blade Shovel with D-Grip Blue 56233,WP02,Vikan,21.95,EA,1
A,5500615,Vikan Short Handled Standard Blade Shovel with D-Grip Blue 56253,WP02,Vikan,17.33,EA,1
A,56V9705,Vikan Ultra Hygiene Squeegee Blue 600mm 70723,WP02,Vikan,18.8,EA,1
A,56V9502,Vikan Ultra Hygiene Squeegee Red 400 mm 70704,WP02,Vikan,15.72,EA,1
A,56V9602,Vikan Ultra Hygiene Squeegee Red 500 mm 70714,WP02,Vikan,16.94,EA,1
A,56V9802,Vikan Ultra Hygiene Squeegee Red 700 mm 70734,WP02,Vikan,19.99,EA,1
A,5501415           ,Vikan Large Hand Scoop Blue 56703,WP02  ,Vikan,4.16,EA,1
A,56W8402           ,Vikan Super Hygiene Socket Mop 200g Red SB53R,WP02  ,Vikan,4.41,EA,1
A,56W8505           ,Vikan Super Hygiene Socket Mop 250g Blue SB543,WP02  ,Vikan,5.18,EA,1
A,56V2405           ,Vikan Short Handled Churn Brush Stiff Blue 245mm 41893,WP02  ,Vikan,5.96,EA,1
A,56V2205           ,Vikan Long Handled Churn Brush Stiff Blue 410mm x 43mm 41863,WP02  ,Vikan,6.05,EA,1
A,56X1005           ,Vikan ErgoClean Medium Broom Blue 400mm x 46mm 313313,WP02  ,Vikan,6.15,EA,1
A,56W8005           ,Vikan Hygiene Kentucky Mop 450g Blue SB36B,WP02  ,Vikan,6.86,EA,1
A,56VA002           ,Vikan Small Hand Shovel Red 56734,WP02  ,Vikan,8.06,EA,1
A,56X2105           ,Vikan Ultra Hygiene Hand Squeegee 270mm Blue 47693,WP02  ,Vikan,9.48,EA,1
A,56V3702           ,Vikan Table & Floor Scraper Red 29104,WP02  ,Vikan,10.67,EA,1
A,5686900           ,Vikan Hygiene Sponge Mop Blade 240mm HD10C,WP02  ,Vikan,10.88,EA,1
A,56V9905           ,Vikan Hygienic Wall Bracket Blue 238 wide 06153,WP02  ,Vikan,10.91,EA,1
A,56X2522           ,Vikan ErgoClean Damp 42 Mop Head 40cm 549540,WP02  ,Vikan,11.95,EA,1
A,56V0006           ,Vikan Wet Floor Broom Stiff 300mm x 69mm Black 29159,WP02  ,Vikan,12,EA,1
A,56VA402           ,Vikan Fixed Neck Squeegee Red 400mm 77524,WP02  ,Vikan,12.95,EA,1
A,56W2007           ,Vikan Cleaning Pad Hard Brown 125mm x 250mm 5523,WP02  ,Vikan,13,PAK,1
A,56W2009           ,Vikan Cleaning Pad Soft White 125mm x 250mm 5525,WP02  ,Vikan,13,PAK,1
A,56X2540           ,Vikan Long handled Dustpan & Brush 559518,WP02  ,Vikan,14.49,EA,1
A,56V0105           ,Vikan Wet Floor Broom Stiff 470mm x 69mm Blue 29203,WP02  ,Vikan,15.52,EA,1
A,56T0200           ,Vikan Waterfed Vehicle Cleaning Brush 280mm 475552,WP02  ,Vikan,15.55,EA,1
A,56V3502           ,Vikan Floor Pad Holder 230mm x 95mm Red 55004 55004,WP02  ,Vikan,15.65,EA,1
A,56V0702           ,Vikan Damp Floor Broom Soft Red 400mm x 55mm 31794,WP02  ,Vikan,15.79,EA,1
A,56V5105           ,Vikan Tank Cleaning Brush Stiff Blue 210mm x 135mm 70373,WP02  ,Vikan,15.85,EA,1
A,5501151           ,Vikan Tool Hanger 500mm VHA50,WP02  ,Vikan,16.37,EA,1
A,5501101           ,Vikan Tool Hanger Clip Pack-of-4,WP02  ,Vikan,16.9,EA,1
A,56V7202           ,Vikan Deck Scrub Brush Red 470mm x 70mm 70624,WP02  ,Vikan,21.75,EA,1
A,56T0627           ,Vikan Vehicle Cleaning Telescopic Handle 1.5M to 2.75M Long 297552,WP02  ,Vikan,24.15,EA,1
A,56T3200           ,Vikan High-Low Waterfed Vehicle Cleaning Brush 524752,WP02  ,Vikan,24.87,EA,1
A,5505504           ,Vikan Long Handled Lobby Pan TPP01,WP02  ,Vikan,25.03,EA,1
A,5501191           ,Vikan Tool Hanger 900mm VHA90,WP02  ,Vikan,31.78,EA,1
A,56V6952           ,Vikan Telescopic Waterfed Handle 1.5-2.7m Red 2973Q4,WP02  ,Vikan,36.95,EA,1
A,56VA000           ,Vikan Compact Trolley 580310,WP02  ,Vikan,364.39,EA,1
A,5502016,Vikan Short Handled Large Deep Blade Shovel with T-Grip Orange 56297,WP03,Vikan,21.69,EA,1
A,5502014,Vikan Short Handled Standard Blade Shovel with T-Grip Orange 56317,WP03,Vikan,17.89,EA,1
A,5505017,Vikan Snow Scoop SNOWSCOOP1,WP03,Vikan,16.22,EA,1
A,5689802,Vileda Super Mop Ag Head Red 9542 137905,WP02,Vileda,7,EA,1
A,383200,Visionaid 100 Lens Cleaning Towelettes,PP04,Visionaid,10.72,BOX,1
A,381700,Visionaid Pack of 500 Tissues,PP04,Visionaid,5.01,PAK,1
A,381400            ,Visionaid Standard Fluid 473 ml LCL211B,PP04  ,Visionaid,4.69,BOT,1
A,381500            ,Visionaid Heavy Duty Fluid 473 ml LCL211BHD,PP04  ,Visionaid,5.36,BOT,1
A,381000            ,Visionaid Disposable Dispenser with Standard Fluid Small LC382D,PP04  ,Visionaid,7.22,EA,1
A,381100            ,Visionaid Disposable Dispenser with Standard Fluid Large LC5000D,PP04  ,Visionaid,18.9,EA,1
A,381900            ,Visionaid Disposable Dispenser with Heavy Duty Fluid Large LC5000DHD,PP04  ,Visionaid,19.59,EA,1
A,4D9000,Vital ID Helmet Sticker with Window WSID-02,PP05,Vital ID,3.94,EA,1
A,4I0100,Vital ID Helmet Sticker WSID-01,PP05,Vital ID,2.95,EA,1
A,3440007,WD-40 Aerosol 400 ml,FE03,WD-40,3.85,EA,1
A,3440008           ,WD-40 Smart Straw 400 ml,FE03  ,WD-40,4.65,EA,1
A,3440005           ,WD-40 complete with Spray Applicator 5L,FE03  ,WD-40,24.46,EA,1
A,5505022,Winter Wizard 12kg Tub,WP03,Winter Wizard,20.13,EA,1
A,5505030,Winter Wizard Salt Sticks,WP03,Winter Wizard,6.35,EA,1
A,456500,Wolf ATEX 2 Cell T4 Right Angled Safety Torch,FE02,Wolf,24.49,EA,1
A,456400,Wolf ATEX 2 Cell T4 Safety Torch,FE02,Wolf,22.69,EA,1
A,456506,Wolf Zone 0 ATEX Headtorch HT-650,FE02,Wolf,69.95,EA,1
A,456505,Wolf Zone 1 ATEX Headtorch HT-400,FE02,Wolf,39.5,EA,1
A,456405            ,Wolf ATEX Mini 3 x LED Mini Torch M-40,FE02  ,Wolf,24.11,EA,1
A,456601            ,Wolf ATEX LED Torch TR40,FE02  ,Wolf,62.17,EA,1
A,456900            ,Wolflite ATEX H-251A Rechargeable Safety Handlamp Charger C251HV,FE02  ,Wolflite,132.36,EA,1
A,456800            ,Wolflite ATEX Rechargeable Safety Handlamp H251A,FE02  ,Wolflite,217,EA,1
A,2625900,Workforce Black Cotton Socks 2 Pairs,FW03,Workforce,7.86,PAK,1
A,2625300,Workforce STS Black Long Socks,FW03,Workforce,6.26,PRS,1
A,2625000,Workforce STS Black Short Socks,FW03,Workforce,5.76,PRS,1
A,585809,Hazmax Green Wellington Safety Boot B00853,FW01,Workmaster,95,PRS,1
A,586309            ,Workmaster Dielectric Yellow Safety Knee Boot,FW01  ,Workmaster,93.7,PRS,1
A,1052605           ,Xcelcius Men's Megatherm Underwear,CL05  ,Xcelcius Megatherm,34.11,PRS,1
A,55D4838,Xtend & Climb Pro Telescopic Ladder,WP06,Xtend & Climb,183.52,EA,1
B,4E6112,Active Quartz Halogen Spotlight 1m Candle Power,FE02,Active,17.85,EA,1
B,8A6060            ,Disley Oxford Long-Sleeved Shirt Royal,CL03  ,Disley,14.49,EA,1
B,7H7355            ,Disley Oxford Long-Sleeved Shirt Silver,CL03  ,Disley,15.35,EA,1
B,8A0665            ,Disley Heavy Short-Sleeved Shirt Petrol,CL03  ,Disley,16.79,EA,1
B,8A0360            ,Disley Heavy Long-Sleeved Shirt White,CL03  ,Disley,16.99,EA,1
B,7H7260            ,Disley Men's Long-Sleeved Classic-Collared Fashion Shirt Black,CL03  ,Disley,17.53,EA,1
B,7H8712            ,Disley LL114 Long-Sleeved Blouse White,CL03  ,Disley,23.91,EA,1
B,3123803           ,Eclipse Hacksaw Frame 300mm,FE01  ,Eclipse,12.56,EA,1
B,1480005,Fannin 200 Medical Grade Disposable Nitrile Gloves,GL01,Fannin,12.99,BOX,1
B,3172622           ,HOROBIN Pair-of-Manhole Lifting Keys 20 inch,FE01  ,Horobin,18.61,PRS,1
B,3172001           ,HOROBIN Drain Rodding Set in Case,FE01  ,Horobin,33.26,EA,1
B,5661003           ,JSP PVC Builders Bucket Black 3 Gallon,FE12  ,JSP,3.34,EA,1
B,5661317           ,JSP PVC Builders Bucket Yellow 3 gallon,FE12  ,JSP,4.46,EA,1
B,7H3712            ,N.M.Williams Women's Soft-Collared Short-Sleeved Blouse White,CL03  ,N.M.Williams,11.97,EA,1
B,8A3865            ,N.M.Williams Long-Sleeved Pilot Shirt White,CL03  ,N.M.Williams,17.01,EA,1
B,1946304           ,PAL Mesh Trilby Hat White,CL02  ,Pal,14.99,EA,1
B,2631500,Baseball Cap Brushed C6701 Navy,CL01  ,Proprietary,5.09,EA ,1
B,2630500,Baseball Cap C7002 Navy ,CL01  ,Proprietary,3.34,EA ,1
B,26F0105,Polo Shirt Fairtrade Men's Navy,CL01  ,Proprietary,13.26,EA ,1
B,2630900,Tactel Baseball Cap Navy,CL01  ,Proprietary,7.05,EA ,1
B,26F2105,T-Shirt Fairtrade Men's Navy,CL01  ,Proprietary,6.25,EA ,1
B,1922100,Apron Food Processing 48in x36in,CL02  ,Proprietary,6.73,EA ,1
B,1901100,Apron Heavyweight Rubber Red 42in x 36in,CL02  ,Proprietary,15.11,EA ,1
B,1901200,Apron Heavyweight Rubber Red 48in x 36in,CL02  ,Proprietary,17.83,EA ,1
B,1906200,Apron Heavyweight Supported PVC Brown 48in x36in,CL02  ,Proprietary,6.62,EA ,1
B,1909200,Apron Lightweight PVC Coated Nylon Green 48in x36in,CL02  ,Proprietary,6.35,EA ,1
B,1908100,Apron Lightweight PVC Coated Nylon White 42in x36in,CL02  ,Proprietary,6,EA ,1
B,1921100,Apron PU Nylon Butcher's Blue Striped 36in x 38in,CL02  ,Proprietary,7.57,EA ,1
B,1902300,Apron Standard Weight Rubber Red 42in x36in,CL02  ,Proprietary,10.77,EA ,1
B,1812800,Apron Chrome Leather 36 inch x 24 inch,CL05  ,Proprietary,19.43,EA ,1
B,1812900,Apron Chrome Leather 42 inch x 24 inch,CL05  ,Proprietary,22.03,EA ,1
B,1890805,Bodywarmer Hi-Vis Reversible Orange EN471 Class-2 GO/RT,CL05  ,Proprietary,30.05,EA ,1
B,1885344,Coverall Hi-Vis Launderable Polycotton Orange GO/RT,CL05  ,Proprietary,39.74,EA ,1
B,18T0605,Jacket Cold Store Navy/Yellow,CL05  ,Proprietary,73.49,EA ,1
B,1885205,Jacket Hi-Vis Launderable Polycotton GO/RT,CL05  ,Proprietary,28.56,EA ,1
B,18T0805,Salopettes Cold Store Navy,CL05  ,Proprietary,62.99,PRS,1
B,1885536,Trousers Hi-Vis Launderable Polycotton GO/RT EN471 Class-1,CL05  ,Proprietary,24.6,PRS,1
B,1885905,Waistcoat 1110FR Hi-Vis 2 Band & Brace Velcro with Flame Retardant Protection Yellow,CL05  ,Proprietary,19.7,EA ,1
B,18P0305,Waistcoat 1151 Hi Visibility Zip 2 Band & Brace Yellow EN471 Class-2,CL05  ,Proprietary,9.5,EA ,1
B,1885705,Waistcoat 1250FR Hi-Vis Long-sleeve EN471 Class-3,CL05  ,Proprietary,25.86,EA ,1
B,18K0006,Waistcoat Children's Hi-Vis Yellow EN1150,CL05  ,Proprietary,4.56,EA ,1
B,18G0100,Zero Hood Grey,CL05  ,Proprietary,14.52,EA ,1
B,1950100,Hairnet 6471 Coarse Knotted 100 Sky Blue,CL06  ,Proprietary,16.72,PAK,1
B,1950000,Hairnet 843K Fine Knotted 100 Sky Blue,CL06  ,Proprietary,21.35,PAK,1
B,1910900,Mob Caps Detectable 1000 Blue,CL06  ,Proprietary,34.98,PAK,1
B,3172108,Crowbar Chisel & Point 60 inch ,FE01  ,Proprietary,31.48,EA ,1
B,5517101,Knives Safety FISH-Series-200 Blue Pack-of-12 ,FE01  ,Proprietary,40.64,PAK,1
B,5517103,Knives Safety FISH-Series-600M Metal Detectable Pack-of-12,FE01  ,Proprietary,31.45,PAK,1
B,5517106,Knives Safety Penguin 900C Heavy-Duty Green Pack-of-12 ,FE01  ,Proprietary,34.3,PAK,1
B,5717305,Line Applicator 4 Wheel ,FE01  ,Proprietary,159.02,EA ,1
B,3133111,Measuring-Wheel Rotosure 1000 Deluxe Metric,FE01  ,Proprietary,118.9,EA ,1
B,3133110,Measuring-Wheel Rotosure 1000 Econo Metric,FE01  ,Proprietary,84.43,EA ,1
B,4621009,Mobile Trolley & Stand For Polypropylene Strapping (Heavy-Duty),FE01  ,Proprietary,94.08,EA ,1
B,3171851,Sandbag Hessian 30 inch x 13 inch,FE01  ,Proprietary,65.71,EA ,100
B,3171850,Sandbag Polypropylene 76x33cm,FE01  ,Proprietary,38.48,PAK,1
B,3156905,Sharps 2L Blade Disposal Bin Postback,FE01  ,Proprietary,28.04,EA ,1
B,3172121,Shovel Square Mouth MYD-Handle Contractors SP2SSEMY,FE01  ,Proprietary,14.24,EA ,1
B,3172902,Stacking Chair Polypropylene Black SCBSCLP,FE01  ,Proprietary,24.64,EA ,1
B,4621702,Strap Tensioner & Cutter Polyester 3021,FE01  ,Proprietary,63.08,EA ,1
B,3173002,Sugar Granulated 2 kg,FE01  ,Proprietary,4.88,EA ,1
B,3173011,Tetley Tea Bags 1 Cup Pack-of-1100 ,FE01  ,Proprietary,30.37,PAK,1
B,3173005,Tetley Tea Bags Pack-of-1540 ,FE01  ,Proprietary,42.15,EA ,1
B,3173007,Tetley Tea Bags Pack-of-440 ,FE01  ,Proprietary,14.98,EA ,1
B,5517108,The Reakta Safety Knife,FE01  ,Proprietary,11.5,EA ,1
B,3753009,Thermometer Maximum and Minimum Type ,FE01  ,Proprietary,12.49,EA ,1
B,3736205,Air Circulator 230V 450mm (18 inch),FE02  ,Proprietary,67.56,EA ,1
B,465600,Battery Block Heavy-Duty 6V PJ996,FE02  ,Proprietary,2.47,EA ,1
B,3717530,Cable Reel Contractor Anti-Twist 110V 25m,FE02  ,Proprietary,64.88,EA ,1
B,3717527,Cable-Reel Garant complete with Overload Protection 230V 25 M,FE02  ,Proprietary,55.15,EA ,1
B,3738320,Cable-Ties Black 200mm x 4.8mm Pack-of-100 ,FE02  ,Proprietary,2.64,PAK,1
B,3738329,Cable-Ties Black 295mm x 4.8mm Pack-of-100 ,FE02  ,Proprietary,4.38,PAK,1
B,3738337,Cable-Ties Black 370mm x 4.8mm Pack-of-100,FE02  ,Proprietary,6.44,PAK,1
B,3738338,Cable-Ties Black 370mm x 7.6mm Pack-of-100 ,FE02  ,Proprietary,9.64,PAK,1
B,3738220,Cable-Ties Natural 200mm x 4.8mm Pack-of-100 ,FE02  ,Proprietary,2.64,PAK,1
B,461150,ECO Torch Safety Station,FE02  ,Proprietary,39.51,EA ,1
B,3713525,Extension-Cable 2.5mm 110V 14 M E85121,FE02  ,Proprietary,20.9,EA ,1
B,3736257,Fan-Heater Commercial Electric 3kW,FE02  ,Proprietary,89,EA ,1
B,3736260,Fan-Heater Upright and Flat 2 kW ,FE02  ,Proprietary,26.46,EA ,1
B,3715114,"Floor-Light Mini-Pod , Cable & Plug 110V",FE02  ,Proprietary,14.88,EA ,1
B,3172904,Kettle Jug Electric Cordless 2.2 kW Auto  1.7L,FE02  ,Proprietary,16.98,EA ,1
B,3715527,Lamp Inspection Rechargeable 30 LED With Dynamo,FE02  ,Proprietary,29.87,EA ,1
B,3172906,Microwave Oven White 700 Watt 0.7 Cu.Ft,FE02  ,Proprietary,67.58,EA ,1
B,3718080,RCD Adaptor 30 mA,FE02  ,Proprietary,14.2,EA ,1
B,3713030,Transformer 230/110V 3.3 kVA,FE02  ,Proprietary,88,EA ,1
B,3172907,Undercounter Refrigerator With Chiller Cabinet,FE02  ,Proprietary,207.84,EA ,1
B,3433009,De-Icer Holts Aerosol 600 ml,FE03  ,Proprietary,3.32,EA ,1
B,3208009,Dust-Sheet Rayon 12 ft x 9 ft,FE04  ,Proprietary,8.59,EA ,1
B,3172630,Hessian-Roll 220 gsm 46M x 137cm,FE04  ,Proprietary,40.84,ROL,1
B,5508202,Netting Fine Debris Blue 2M x 50M,FE04  ,Proprietary,86.38,ROL,1
B,3207100,Polythene Sheet Roll Clear  65 micron 11 kg (50M x 4M),FE04  ,Proprietary,58.16,ROL,1
B,3207231,Polythene Sheet Roll Clear 32 micron 6 kg (50M x 4M),FE04  ,Proprietary,20.95,EA ,1
B,3207230,Polythene Sheet Roll Clear 70 micron 6 kg (25M x 4M),FE04  ,Proprietary,20.95,EA ,1
B,3201014,Tarpaulin Economy 7M x 11M,FE04  ,Proprietary,38.43,EA ,1
B,4416450,Duct-Tape Advance AT163 Thermosetting Sealing 50M x 50mm,FE07  ,Proprietary,13.8,ROL,1
B,4410048,Packaging-Tape Brown Polypropylene 48mm wide x 66 M (36 Rolls),FE07  ,Proprietary,51.03,BOX,1
B,5700651,Tape Hazard Warning Self Adhesive Black/Yellow 50mm x 33 M,FE07  ,Proprietary,9.99,ROL,1
B,4624650,Bubble-Film Protective (Large Bubble) 500mm x 50 M (3 roll pack),FE09  ,Proprietary,53.91,PAK,1
B,4624515,Bubble-Film Protective (Small Bubble) 1500mm x 100 M (1 roll),FE09  ,Proprietary,68.19,EA ,1
B,4624560,Bubble-Film Protective (Small Bubble) 600mm x 75 M (1 roll),FE09  ,Proprietary,19.71,EA ,1
B,4624575,Bubble-Film Protective (Small Bubble) 750mm x 75 M (1 roll),FE09  ,Proprietary,24.72,EA ,1
B,4621220,Hand-Strapping Polypropylene 1500M x 12mm Black (200 kg breaking strain),FE09  ,Proprietary,39.87,EA ,1
B,4621215,Hand-Strapping Polypropylene 2000M x 12mm White (150 kg breaking strain),FE09  ,Proprietary,54.91,EA ,1
B,4623000,Knife Fish Safety 12 600CT,FE09  ,Proprietary,24.74,PAK,1
B,5515920,Knives Safety Disposable Dispo-Lite with Red Handle Pack-of-25,FE09  ,Proprietary,43.73,PAK,1
B,4621914,Metal Buckles Heavy-Duty For Polyester Strapping 13mm (Box-of-1000),FE09  ,Proprietary,40.53,PAK,1
B,4410201,Packaging-Tape Applicator with Brake,FE09  ,Proprietary,5.7,EA ,1
B,4620700,Pallet Bands Dispenser 100mm (Box-of-100),FE09  ,Proprietary,30.68,EA ,1
B,5515922,Safety Knife Auto Safe with Red & Black Handle,FE09  ,Proprietary,8.48,EA ,1
B,4622521,Steel Strapping 334 Ms x 16mm x 0.5mm,FE09  ,Proprietary,59.59,EA ,1
B,4622522,Steel Strapping 335 Ms x 19mm x 0.5mm,FE09  ,Proprietary,70.7,EA ,1
B,4621102,Strap & Buckle Kit Polypropylene 12mm,FE09  ,Proprietary,29.79,EA ,1
B,4621106,Strapping Seals Polypropylene 12mm x 25mm 1000 ,FE09  ,Proprietary,10.74,PAK,1
B,4621813,Strapping Woven Polyester 410 kg Breaking Strain x 1000M x 13mm,FE09  ,Proprietary,73.85,EA ,1
B,4621816,Strapping Woven Polyester 480 kg Breaking Strain x 850M x 16mm,FE09  ,Proprietary,76,EA ,1
B,4621819,Strapping Woven Polyester 540 kg Breaking Strain x 600M x 19mm,FE09  ,Proprietary,69.92,EA ,1
B,4620412,Stretch Wrap Film 12 micron x 400mm x 300 M,FE09  ,Proprietary,6.97,EA ,1
B,4620314,Stretch Wrap Film 14 micron x 400mm x 300 M,FE09  ,Proprietary,9.12,EA ,1
B,4620317,Stretch Wrap Film 17 micron x 400mm x 300 M,FE09  ,Proprietary,12.47,EA ,1
B,4620324,Stretch Wrap Film 20 micron x 400mm x 300 M,FE09  ,Proprietary,13.48,EA ,1
B,4620325,Stretch Wrap Film 20 micron x 500mm x 300 M,FE09  ,Proprietary,14.28,EA ,1
B,4500701,Cabinet Double Fire Extinguisher 720 x 540 x 270mm JBDE72,FE11  ,Proprietary,114.03,EA ,1
B,4500906,Cabinet Fire-Extinguisher for 6 kg Extinguisher 700mm x 300mm x 253mm JBWE70,FE11  ,Proprietary,63.58,EA ,1
B,3178728,Stack-N-Store Box Blue 425 x 315 x 235mm 30L,FE11  ,Proprietary,3.77,EA ,1
B,3251401,Drum-Closure-Key - Steel DKS45,FE12  ,Proprietary,32,EA ,1
B,3250810,Drum-Tap Large Bore Plastic  2 inch  BTP2,FE12  ,Proprietary,19.14,EA ,1
B,4551220,Jerrican 20L Green Complete with locking Pins (for Flexispout),FE12  ,Proprietary,26.78,EA ,1
B,3222525,Jerrican Plastic 25L DIN 61 Cap,FE12  ,Proprietary,10.56,EA ,1
B,3222725,Jerrican Plastic 25L DIN 61 Cap and Tap,FE12  ,Proprietary,12.91,EA ,1
B,3223450,Measure Flexispout Plastic  5L,FE12  ,Proprietary,15.58,EA ,1
B,3250813,Measuring-Jugs Light Duty Graduated POMS7 Set-of-7,FE12  ,Proprietary,18.73,SET,1
