identifier,cost_price
3000010199,11.832
3000010198,11.7
ovo-f6,11.7
3000010203,11.7
3000010202,11.7
3000010201,11.832
ovo-f7,11.76
3000010206,11.76
3000010204,11.592
3000010205,11.7
ovo-f8,11.628
3000010208,11.628
3000010207,11.7
3000010211,11.832
ovo-f9,11.7
3000010210,11.7
ovo-k1,16.908
3000010220,16.908
3000010221,17.04
3000010219,16.908
ovo-k2,15.444
3000010224,15.444
3000010222,15.6
3000010223,15.6
ovo-k3,15.444
3000010227,15.444
3000010226,15.6
3000010225,15.564
ovo-k4,16.68
3000010228,16.68
3000010229,16.908
ovo-k5,15.432
3000010230,15.432
3000010232,15.6
3000010235,
OVO_S1,12.252
OVOS18539,12.252
OVOS18546,12.252
OVOS28522,13.02
3000010239,8.544
ovo-t2,8.46
3000010242,8.46
3000010241,8.364
3000010240,8.448
ovo-w1,5.448
3000010244,5.448
3000010245,5.448
3000010243,5.508
ovo-w2,6.672
3000010248,6.672
3000010247,6.744
3000010246,6.672
SE-1576,5.328
SE-1576-15-3,5.328
SE-1576-10-3,5.328
SE-1576-05-3,5.328
SE-1575,5.172
SE-1575-15-3,5.172
SE-1575-10-3,5.412
SE-1575-05-3,5.172
NSN-0602,4.032
NSN-0602-17,4.032
NSN-0602-11,4.032
30529,3.732
30528,15.192
30534,3.42
30532,3.42
30533,5.7
30628,17.604
30530,6
PD3544-00,5.808
R1207X1,2.052
R0302X1,
R1208X1,2.052
R1492SX1,
R1490X1,
R1472PX1,
R1470X1,
R1412PX1,
R1410X1,0.576
R1482PX1,
R1480X1,
R1710X1,
R0316X1,
2K590BLK-BCD,1.908
112-TMS-2470,4.632
112-TMS-2451-28,4.656
112-TMS-2451-30,4.692
112-TMS-2451-30x,4.692
1091002,383.928
1091003,383.928
1091001,402.948
FD86,
1002497,72.612
2V3708-2,3.432
SN-07Cx,24.24
SN-06B,24.24
SN-07B,24.24
SN-06C,24.192
SN-07C,24.264
PF-CA-P,4.488
CA-12B,4.488
CA-12C,4.44
CA-13B,4.5
CA-13C,4.956
PF-CA-T,
CA-16,8.232
CA-16B,8.232
CA-16C,8.748
CA-09B,4.428
CA-09C,4.428
CA-10B,4.824
CA-10C,5.016
CA-05B,4.524
CA-05C,4.572
CA-06B,4.32
CA-06C,2.892
CA-04B,4.092
PF-CA-U,4.092
CA-04C,4.308
BS-30,5.748
BS-30B,5.748
BS-30C,5.748
CA-02B,8.664
CA-02C,8.448
CA-02,8.448
 PF-CA,5.88
CA-01B,5.88
CA-01C,6.084
CA-01R,5.736
CA-03B,6.264
CA-03C,6.264
HP-08,7.212
HP-08B,7.212
HP-08C,9.012
HP-08R,7.524
HP-07,7.068
HP-07B,7.068
HP-07C,6.708
HP-07R,6.288
HP-09,9.528
HP-09B,9.528
HP-09C,9.612
HP-09R,9.78
ER-20,0.012
ER-25,0.012
ER-03,5.676
ER-30,0.012
ER-10,0.012
ER-02,4.512
CS-03B,6.516
CS-03C,6.204
CS-01,9.288
CS-01B,9.288
CS-01C,9.396
CS-02,8.484
CS-02B,8.484
CS-02C,7.452
CS-03,6.204
CS-05,5.316
CS-05B,5.316
CS-05C,4.62
HG-01,8.796
HG-01B,8.796
HG-01C,9.564
HG-02,10.572
HG-02B,10.572
HG-02C,10.944
CR-60,1.752
OR-01,9.756
OR-01B,9.756
OR-01C,8.88
BS-20C,4.752
CR-20C,4.5
CS-04,10.44
CS-04B,10.44
CS-04C,9.96
CR-30,2.736
CR-30B,2.736
CR-30C,2.604
PF-BS-SS,4.68
BS-10B,4.68
BS-10C,4.656
CR-11,5.844
CR-11B,5.844
CR-11C,5.472
CR-10,4.884
CR-10B,4.884
CR-10C,4.752
CR-23,3.168
CR-24,2.112
CR-21,3.012
CR-22,1.968
SS-01,2.592
SS-01B,2.592
SS-01P,2.64
SS-01R,2.484
HP-15,0.012
HP-14,4.272
HP-13,4.62
ST-01,5.688
HP-10,6.192
HP-10B,6.192
HP-10C,6.192
CR-41,4.752
CR-40B,3.132
HP-03,6.456
HP-03B,6.456
HP-03C,6.936
HP-03R,6.528
HP-02,5.52
HP-02B,5.52
HP-02C,5.256
HP-02R,5.352
HP-04,7.512
HP-04B,7.512
HP-04C,7.752
HP-04R,6.864
11-04CPR-BCD,8.328
SE-2133-30-3,2.448
6918,24.288
6925,16.164
6963,14.016
2327,1.548
FRP33,2.04
FRP17,1.68
ICP33,2.508
ICP17,2.004
PKP17,3.468
PUP33,3.12
PV2,2.064
PVL,1.656
112-TMS-2384,2.988
112-TMS-2387-A,5.412
RD231,4.152
RD222,6.36
RD238-03,1.068
RD227,4.668
RD212,4.476
RD175,94.224
RD180,162.696
RD174,111.192
RD175-23,99.624
RD174-23,1.2
RD178,92.772
RD179-01,71.796
RD179-02,73.212
RD181,71.1
RD177,
RD182-ALL,86.052
RD182-23,86.052
RD182,84.528
RD224,3.276
RD214,4.392
RD239,4.26
RD204,26.772
RD215,4.512
5210-1,3.024
F06W1F006-B4,2.688
F10B3F010-B3,1.44
V03B1X001-P9,5.544
B02W1F016-B1,4.056
C03W1X006-R2,8.784
H7825,
134-KIO-0048,6.984
1074886,186.516
20K39-BX,2.952
589-15,8.628
5010-01,1.332
5010WEB,1.2
5025-01,1.344
Power Bullet Panty Vibrator & Lace Boyshorts ,5.544
52816,5.544
52715,5.544
52935,5.544
5210-8,3.504
376911,3.468
376915,3.108
38811,3.876
38815,3.24
39811,3.78
F067TRF067B1,4.416
SE-1055-25-2,2.82
SC05-251SMK-BCD,0.948
FPBB009A00-026,7.884
FPBB009A00-307,7.884
PD3273-00,12.984
PD4951-11,7.428
PD4971-11,11.136
PD4954-23,7.428
PD4964-23,10.344
PD4974-23,11.136
PD4952-12,7.668
PD4962-12,10.344
PD4972-12,11.136
PD4953-14,7.428
PD4963-14,10.02
PD4973-14,11.136
PD4956-27,7.668
PD4961-11,10.344
PD4955-26,7.428
PD4965-26,10.344
PD4975-26,
PD4966-27,10.344
PD4976-27,11.136
SC06-218-E6-BCD,1.56
2VS1090-2,2.64
2V9503-2,3.588
134-KIO-0047,6.828
2330,6.204
2VS3427-5,2.604
BMS-RB,3.852
5214-3,3.852
5228-3,3.852
5216-3,3.672
5215-3,3.852
5225-3,3.888
SB103,3.792
RX122LSM-51,6.216
RW03B1F115B1,7.812
RW05U005T2T2,5.94
T-520,5.052
NSN-1101-13,11.04
NSN-1115-11,3.348
NSN-1104-33,4.416
NSN-1104-43,6.504
NSN-1104-53,9.588
NSN-1102-23,9.324
NSN-1102-13,11.904
NSN-1110-13,3.72
HP44200,4.116
HP44202,3.168
DJ0661-05-BX,0.012
EA3050-2,12.972
PD9800-00,1.392
FKG004A000BOX,1.716
FKG005A000BOX,1.716
RRJ001,1.056
RRJ003,1.98
F0093B10PTCS,0.816
K0011B10PTCS,1.5
K0012B10PTCS,1.896
F0094B10PTCS,0.804
F0095B10PTCS,0.924
B0022B1RPTCS,4.584
RRJ004,1.824
RRJ006,2.28
F0096B10PTCS,1.08
K0010B10PTCS,1.896
F0098B10PTCS,1.188
RRJ008,0.96
RRJ007,1.284
RRJ002,1.728
B0023B1RPTCS,3
RRJ009,1.824
RRJ005,1.368
RRJ010,2.964
RRJ011,1.368
B0024B1RPTCS,3.552
RB52943,45.192
RBFIN,10.524
RB53551,10.524
RB51899,10.512
SE-1825-10-3,5.148
4USUV,8.796
RO-120-10S,12.636
10RO120PP,12.636
10RO120WD,12.636
RO120,8.796
10RO150,8.796
RO-160-10S,14.844
10RO160HR,14.844
10RO160LM,14.844
10RO160LEO,10.992
RO-80-7S,7.14
7RO80DP,7.14
7RO80FF,7.14
7RO80LEO,5.28
7RO80PYTH,5.28
7RO80ORG,5.28
7RO80GLOW,5.28
RO80,2.364
PANTY-PIN,4.392
RO-LUX,7.464
RO-MONA,6.6
RXPP,8.784
BI014100,18.108
RMT-018C,12.624
RMT-023C,12.696
RMT-033C,14.364
RMT-030C,10.968
RMT-038C,9.384
RMT-027C,13.5
2D3562,1.584
112-TMS-2510-51x,8.856
112-TMS-2510-33,8.856
112-TMS-2510-39,9.516
112-TMS-2510-45,11.496
112-TMS-2510-51,12.12
6508L,15
6340ML,12.816
6340SM,
6340,9.408
6340LXL,9.408
6506XL,12.552
6506L,12.552
6506,
1484537,
RUBBA-S,2.4
5112770000,1.176
5134580000,1.212
5134660000,1.212
OBSS,1.212
RXF8-819-51,4.176
112-TMS-2389,2.976
FPBB007A00-010,5.304
CCSCAMGGIA,4.8
CCSCBANG,7.86
SCBO,4.62
CCSCBOG,5.736
CCSCBO2,7.86
CCSCBLINGO,4.392
SCBONG,6.084
CCSCDBL06,5.592
CCSCDBL08,6
SCFNGO-N,4.356
FingO,4.356
SCFINGO-W,4.368
SCKISSO,
CCSCKISCIN,0.012
CCSCKISPEP,0.012
SCLINGO,2.532
CCSCMRNG,13.992
CCSCMROW,0.012
CCSCMRPANT,15.6
CCMustachiO,3.996
CCSCMSTBL,3.996
CCSCMSTPK,3.996
SCOGEE,13.992
CCSCOMN-ARS,5.988
CCSCOMN-CHG,5.988
CCSCOMN-SPK,6.792
CCSCOMN,4.476
CCSCOH,2.16
CCSCOJOY,2.532
CCSCPACTAC,3.6
CCSCOP,2.292
CCSCPRM-APXBL,6.396
CCSCPRM-TUXBL,6.396
CCSCOPROP,9.648
CCSCRNGO-3P,2.388
SCRINGO,0.216
CCSCRRCB110,0.996
CCSCRROUT110,0.996
CCSCRRSP110,0.996
CCSCTYCLN,2.796
CCSCOTP,2.688
SCTRIO,6.6
SCTWOO,3.048
SCOWH,5.736
CCSCOW,0.012
SCOTH,5.748
CCSCODW,9.528
10-4007X,10.032
10-4007LXL,10.032
10-4007SM,9.264
Oct-07,8.688
10-2007LXL,8.688
10-2007SM,8.712
13-3007X,3.516
13-3007LXL,3.516
13-3007SM,3.372
5-2007X,4.62
5-2007LXL,4.62
5-2007SM,4.368
15-3007X,2.508
15-3007LXL,2.508
15-3007SM,2.412
17-4007X,5.46
17-4007LXL,5.46
17-4007SM,5.184
5-3007X,2.52
5-3007LXL,2.52
5-3007SM,2.412
17-3007X,6.24
17-3007XL,6.24
17-3007SM,5.928
10-3007X,10.956
10-3007LXL,10.956
10-3007SM,10.356
4-1007X,4.068
4-1007LXL,4.068
4-1007SM,3.84
5-1007X,3.588
5-1007LXL,3.588
5-1007SM,3.384
16-1007X,6.9
16-1007LXL,6.9
16-1007SM,6.432
SM1299,2.088
1299S-BX,2.088
1299-BX,1.38
VL490,2.928
VL493,2.892
VL-TRS,2.892
VL495,2.892
BL45900,17.076
BL45901,13.596
11-23LBLU-HBLU-BCD,8.472
FNF046A,1.284
FNF046A000-010,1.284
FNF046A00-022,1.284
FNF046A000-008,1.284
FNF050A,2.172
FNF050A000-010,2.172
FNF050A000-022,2.172
FNG012A,3.252
FNG012A000-010,3.252
FNG012A000-022,3.168
1035529,2.532
1035539,2.532
4-2002K,4.068
10-5502K,8.496
16-7602K,6.684
5-2602K,4.104
9508S-BX,8.148
9508M-BX,7.944
9508L-BX,7.956
9508-BX,2.46
9514S-BX,2.46
9514M-BX,2.58
9514L-BX,2.58
9514-BX,5.58
95152M-BX,5.58
95152L-BX,5.688
95152-BX,5.688
9516S-BX,3.384
9516M-BX,3.492
9516L-BX,3.312
9516-BX,3.312
9565L-BX,6.456
9503S-BX,11.64
9503M-BX,11.676
9503L-BX,11.664
9503-BX,11.664
9501L-BX,9.924
9501M-BX,9.648
9501S-BX,9.888
9501-BX,9.888
9510L-BX,4.908
9510M-BX,4.74
9510S-BX,4.68
9510-BX,4.68
9504S-BX,9.132
9504M-BX,8.472
9504L-BX,8.376
9504-BX,8.376
97000-BCD,1.128
9618-BX,7.284
9617-BX,9.144
RX200SM-51,5.7
2N3141-4,5.976
SHT050PUR,4.596
SHT067PNK,10.968
SHT039PUR,2.328
SHT041BLK,4.86
SHT040BLK,
SHT040PUR,2.82
SHT092BLK,
SHT091BLK,
SHT090BLK,
SHT089BLK,
SHT010PUR,6.144
SLI001,3.852
SHT083BLK,7.212
SHT086BLK,7.728
134-KIO-0024,5.136
2K234PK-BCD,1.992
XA9518,3.516
A004P9F028P9,8.028
SC-SC-WCSV7,3.3
V010B1X035B1,3.3
V010W1X035Y4,3.42
V010B1X035P9,3.444
V010W1X034Y4,3.444
V010B1X034B1,3.372
V010B1X034P9,3.444
SC-SC-WV6,3.444
V010W1X033Y4,3.444
V010B1X033B1,3.324
V010B1X033P9,3.444
SC-SC-WVS7,3.444
PD9706-00,3.048
SE-0577-04-3,3.804
PD1750-00,8.136
XA9628,0.768
XA9501,3.72
XA9517,3.312
XA9625,4.464
XA9551,4.056
XA9508,3.6
XA9511,4.032
XA9513,3.744
XA9603,4.32
XA7825,3.216
2K86-BX,1.536
ZXD117,1.02
ZXB101,3.072
ZXB149,4.896
ZXB148,4.896
ZXB142,4.836
ZXB141,3.96
ZXG103,7.164
ZXD103,14.328
ZXI101,30.696
ZXE101,5.112
ZXE102,5.112
ZXC146,7.728
ZXC114,3.072
ZXC143,5.028
ZXC136,3.936
ZXB157,4.896
ZXB134,2.484
ZXH113,18.42
ZXB108,3.072
ZXC103,6.144
ZXA114,6.852
ZXA113,8.604
ZXA110,8.616
ZXA104,11.532
ZXA101,7.716
ZXA127,13.8
ZXA117,6.948
SP-SK-PWC,8.184
zxc102,8.184
ZXC101,8.184
ZXC162,6.144
CHARITYCAL2014,2.4
SIMPHERSMASS,2.964
SIMPHISMASS,2.964
SIMPLUSTMASS,
SPMINIFOOTBALLX1,3.3
SIMPPASSMASS,2.964
SIMPTINGMASS,2.964
SIMPHEATMASS,2.964
SPWATERBASED,0.936
SP003,3.564
SP006,3.564
SP008,2.052
SP007,2.892
SP004,6.288
SP005,4.032
SP-RAB-SIL1,
86001SP,4.344
112-KIO-2407-4,1.848
112-KIO-2407-5,1.932
112-KIO-2407-6,2.052
112-KIO-2407-4x,2.052
SKAS12GS,3.252
SKAS4GS,1.392
SKDR12GS,3.252
SKDR4GS,1.392
SKN4GS,1.392
SKN12GS,3.252
SKUT12GS,3.252
SKUT4GS,1.392
134-KIO-0081,4.512
134-KIO-0082,4.524
18-14CPU-ABX,1.164
FPBF302A00-022,3.54
FPBF329A00-022,3.54
sc06-175-BX,6.3
134-KIO-0061,12.204
SFLY,1.176
112-TBJ-2068-28,3
112-TBJ-2068-30,3.12
112-TBJ-2068-28x,3.12
E-237,38.412
E23748,38.412
E23747,38.412
7007S-BCD,1.572
LW-SQ-2,
35447,12
35446,12
LW-SQ-Go,11.796
46091,11.796
46092,8.832
42220,12
1312-02-BX,2.628
310-BCD,2.112
5163330000,3.336
FNA056A000-010,1.836
SE-1625-00-2,2.136
DS6000,1.788
SS100,1.008
SS250,1.728
2000006,9.72
PD9822-00,2.328
134-KIO-0055,9.864
SJ-VLT-12,
SJ40361,3.348
SJ40362,5.076
SJ40375,1.86
SJ30186,5.712
SJ40358,3.912
SJ-VLT-6,
SJ40357,3.456
SJ40373,1.488
SJ-VLT-9,
SJ40359,3.576
SJ40360,4.692
SJ40374,1.644
SJ30502,7.212
SJ-H2o-A-C,
SJ40211,2.484
SJ40210,2.004
SJ-H2o-A-W,
SJ40110,2.412
SJ40109,2.076
SJ-H20-A,
SJ40107,1.68
SJ40108,2.772
SJ40111,1.284
SJ-SIL-A-C,
SJ40209,4.872
SJ40208,3.768
SJ-SIL-A,
SJ40103,4.668
SJ40104,9.564
SJ40102,3.18
SJ-SIL-A-W,
SJ40106,4.488
SJ40105,2.664
SJ-TC,
SJ40200,1.956
SJ40376,1.092
SJ40466,7.488
SJ40461,27.444
SJ40450,13.788
SJ-CLI,3.636
SJ40179,3.636
SJ40029,2.604
SJ40123,2.856
SJ40124,2.928
SJ40465,7.488
SJ40439,1.188
SJ-GS,2.808
SJ40214,2.796
SJ40215,2.808
SJ-H2o-C,
SJ40207,2.532
SJ10232,1.188
SJ40206,2.052
SJ30501,1.692
SJ-H2o-FLV-150,2.964
SJ-H2o-FLV-30,1.104
SJ40385,2.616
SJ10385,0.9
SJ40173,2.724
SJ10123,1.08
SJ40160,2.952
SJ40116,2.724
SJ10116,0.96
SJ40174,2.304
SJ10124,0.924
SJ40120,2.664
SJ10120,1.104
SJ40383,2.964
SJ10383,1.104
SJ40176,2.652
SJ10126,1.032
SJ40172,2.652
SJ10122,1.128
SJ40175,2.616
SJ10125,1.08
SJ40117,2.7
SJ10117,0.84
SJ40161,2.94
SJ40118,2.376
SJ10118,0.624
SJ40122,2.616
SJ10129,1.056
SJ40121,2.952
SJ10121,0.84
SJ40384,2.448
SJ10384,0.888
SJ40119,2.544
SJ10119,0.396
SJ-H20-W,
SJ40079,2.4
SJ40080,1.656
SJ-H20,
SJ40035,1.452
SJ40036,2.724
SJ10128,0.9
SJ40037,4.944
SJ40034,1.32
SJ40186,3.12
SJ-HY,
SJ40202,3.684
SJ10178,1.14
SJ40201,2.712
SJ30386,21.744
SJ40381,2.22
SJ40379,2.376
SJ40377,1.872
SJ40226,0.036
SJ40378,4.62
SJ40382,4.68
SJ40380,5.016
SJ-SC-M,1.812
SJ40177,1.824
SJ40178,1.824
SJ40180,1.812
SJ40449,3.804
SJ40388,2.748
SJ40389,3.06
SJ-OD,2.196
SJ40483,2.136
SJ40482,2.196
SJ40481,1.98
SJ40480,2.076
SJ40349,2.004
SJ40350,4.404
SJ10348,1.152
SJ40348,1.704
SJ-ORG,
SJ40222,7.86
SJ40184,8.316
SJ40185,8.376
SJ40221,7.824
SJ40224,2.028
SJ40213,2.352
SJ40212,2.22
SJ40223,2.292
SJ40464,9.564
SJ-SIL-C,
SJ40205,4.536
SJ10231,1.224
SJ40189,3.18
SJ-SIL,
SJ40005,4.056
SJ40004,8.256
SJ10127,1.872
SJ40031,12.876
SJ40006,2.664
SJ-SIL-W,
SJ40076,5.28
SJ40075,8.928
SJ40077,3.528
SJ40463,15.552
SJ40225,2.88
SJ40216,2.616
SJ40228,2.4
SJ-MAS-120,4.176
SJ-MAS-30,1.152
SJ40025,4.524
SJ10147,1.056
SJ40255,4.224
SJ10229,1.2
SJ40256,3.576
SJ10230,0.972
SJ40024,4.104
SJ10146,1.044
SJ40438,4.56
SJ10438,1.152
SJ40023,4.176
SJ10145,1.152
SJ40062,3.552
SJ10151,1.644
SJ10148,1.128
SJ40462,27.456
SJ-NC,
SJ40555,2.892
SJ30555,1.452
SJ-NW,
SJ40560,2.892
SJ30556,1.38
SJ-NO,
SJ40656,2.688
SJ30554,1.284
SJ40448,4.956
SJ40451,3.48
SJ40460,27.444
SJ-W-S-C,
SJ40356,3.66
SJ40355,2.388
SJ-W-S-W,
SJ40073,3.732
SJ40072,2.412
SJ-W-S,
SJ40070,3.612
SJ10179,1.128
SJ40071,2.136
SJ40387,2.292
SJ-W-FEM,
SJ40220,2.808
SJ40219,1.956
SJ-W-H2o-C,
SJ40354,3.276
SJ40353,2.172
SJ-W-H2o-W,
SJ40060,2.988
SJ40061,2.148
SJ-W-H2o,
SJ40067,3.144
SJ40068,1.92
SJ40227,0.036
SJ40363,4.992
SJ-W-SIL-C,
SJ40352,5.16
SJ40351,3.684
SJ-W-SIL,
SJ40064,4.992
SJ40065,3.576
SJ-W-SIL-W,
SJ40057,4.788
SJ40058,3.768
SJ-SC-W,
SJ40183,1.992
SJ40181,1.992
SJ40182,1.752
tease,7.956
14-122-E13-ABX,3.636
TNH-002,11.748
TNH-005,11.82
TNH-004,11.664
TNH-3D,9.168
TNH-001,9.168
TNH-003,10.992
TNG-ATH,6.564
ATH-001W,6.564
ATH-001R,5.028
ATH-001B,4.62
THF-002,23.112
TOC-101C,2.976
TOC-102C,2.892
EGG-002C,1.968
EGG-010C,1.74
EGG-008C,1.788
TNG-EGG-HRD,1.752
EGG-009M,1.752
EGG-011S,1.8
EGG-012S,1.428
EGG-007T,1.812
KHE-002,1.812
KHE-003,1.788
KHE-001,1.824
EGGL-001,1.728
EGG-001L-P,1.368
TNG-EGG-S2,1.512
EGG-006S,1.512
EGG-003S,1.824
EGG-005S,1.788
EGG-004T,1.788
EGG-VP61,3.288
EGG-001W,3.528
TNG-HF,24.828
THF-004,24.828
THF-003,24.78
THF-001,20.736
TNG-LH,3.948
TLH-001,3.948
TLH-002,4.5
TLH-004,2.736
TLH-003,5.712
KHC-101,2.904
khc-102,2.844
HW-002,1.584
TNG-PGL,3.636
TPG-003,3.636
TPG-002,3.612
TPG-001,3.624
POT-003,0.936
POT-002,0.936
POT-001,0.936
TNG-POT,3.984
TOC-105,3.984
TOC-101,2.556
TOC-104,4.512
TOC-103,3.324
TOC-102,2.928
TOC-001US,5.244
TOC-004US,4.548
TNG-US,4.272
TOC-002US,4.272
TVC-001,25.932
2D-1624,4.38
testprod,
136TB-BCD,0.54
21-46RD-BCD,0.744
1101-04-CD,23.712
3-20616,23.172
3-21216,28.62
CS-10B,7.764
97019-BX,4.824
3-21116,24.6
3-58916,13.704
3-20916,27.216
3-21316,29.628
3-21416,28.548
3-20116,22.5
3-20516,28.212
3-21016,28.776
3-20716,20.952
STONE-D,3.312
DJ0684-20-BX,6.048
3-50016,0.012
3-20316,23.46
3-20416,24.396
2R-1813-2,0.708
3-20016,23.256
3-20816,25.296
CCS08-1,14.796
3-20216,24.708
112-TMS-2471,5.832
FPBG014A00-010,4.296
FPBG012A00-010,4.236
FVSF020A00-010,4.176
FVSF016A00-010,5.316
2P3507-10,7.272
TIETEASE,7.956
FDDG006SFA-001,5.064
3610-01-CD,8.628
TD1155,10.476
TD1308,9.516
TD1311,10.992
TD1313,11.748
TD1309,10.152
TD1306,11.148
TD1302,8.1
TD1303,9.864
TD1304,11.244
TD1305,10.584
TD1307,9.984
TD1310,11.748
TD1312,9.708
3006009577,4.308
2P-1635B-2,9.12
1013,7.632
VL552,3.456
SB105,4.104
2V3885,7.176
SC06-235JBLU-BCD,10.56
2PB3431,4.152
112-TMS-2319-M,13.296
XB143,4.728
RXM644V,9.612
SILK-6,2.292
CWU,9.936
RW04U004B4B4,7.284
14-118CLV-BCD,3.864
0374-20-2,
FL810476016562,17.316
V-PRO,
VIAPRO10,9.132
VIAPRO2,1.824
2K1540-1,3.552
PG361-BX,3.852
N2-9407,4.488
TVB-002,4.824
TVB-001,4.728
TVB-003,4.476
TVB-005,7.812
TVB-004,7.812
VIAFEM - 10,9.12
VIAFEM - 2,1.824
V009P9X041P9,6.54
B002W1X028B4,4.188
C02P2S023-P2,14.448
V04B4S027-B4,5.136
F04B4F004-B4,7.128
D008A1D008R4,5.208
V04R4S028-R4,4.992
V01A1S008-P2,9.972
C02B5S024-B5,15.972
F01R4F001-R4,3.648
V002A1X037R4,5.76
V02A1S016-P2,8.484
C01B5S005-B5,15.9
RW03U007R4R4,6.732
V02A1S015-B4,8.16
V008B4X024B4,3.12
V006P9X052P9,6.06
C02B1S025-B1,15.492
V01A1S009-B4,10.896
C0001P2VPGBX,13.104
V01A1S007-B5,9.552
V05B1X004-R2,9.384
V009B4X032B4,10.188
C01B4S004-B4,15.876
B002P9F117P9,5.7
2K996CLV-BCD,3.552
32006PU,1.092
903-00100TBK1-CS,
2K130-BX,2.076
915-00100TBK1-CS,1.548
3000008594,6.6
1701-BX,2.172
SE-1629-01-3,4.476
15542,0.888
7214-BX,2.796
PD2709-23,5.532
2K761-BX,0.78
915-00500TPU1-CS,3.288
903-03700SFL1-CS,5.748
903-03600SFL1-CS,7.584
20K32,29.58
FDDA001RHA-001,49.836
VL518,3.912
133839,39.288
0032-14-3,6.936
SE-0032,
0032-04-3,6.936
SP-WB-2,
30058,1.632
30063,1.656
30059,1.608
30057,1.632
30062,1.776
30064,1.728
30065,1.512
30060,1.62
30066,1.704
30061,1.716
SC05-229ARPU-BX,6.168
WeVibe3,34.068
WV3P,34.068
We-Vibe3,43.488
WV3T,38.136
WV4APP,30.708
WV4plus,46.128
WV4PLUSPNK,46.128
WV4PLUSPUR,44.052
WV4PLUSSLT,44.784
WV-4,39.552
WV4PNK,39.552
WV4PUR,40.308
WVCLASSIC,37.08
WV12810,3.444
WV2PLUS,7.824
We-Vibe2,23.064
WV12800,3.804
WVCHARGER,0.012
WVPP,51.84
SALSAWHITE,14.544
SALSABLK,0.3
TANGO2,20.256
TANGOBLU,20.256
TANGOPNK,20.076
TANGO,15.336
TSTCHARGER,
TANGOPMC,33.348
THRILL,37.56
TOUCH,19.572
TOUCH2,23.988
PD2023-00,10.032
20371,2.304
20373,4.524
20348,4.56
WET-PLAT,5.664
20701,5.664
20700,2.784
20601,2.604
SE-0044-04-2,2.688
DJ1015-09-BX,10.152
DJ1015-21-BX,11.172
DJ1015-06-BX,3.72
DJ1015-12-BX,10.044
DJ1050-03-BX,17.772
DJ1015-22-BX,11.4
DJ1050-18-BX,19.764
DJ1015-04-BX,4.608
134-KIO-0012,15.924
134-KIO-0015,15.888
134-KIO-0010,13.32
134-KIO-0013,13.188
134-KIO-0011,15.336
134-KIO-0014,15.108
G-3002K,2.88
11-4602K,5.604
VL202-ALL,7.2
VL203,7.2
VL204,7.2
VL200,4.416
VL202,7.2
2K220-3-BX,6.324
2K193-BX,2.904
134-KIO-0043,10.704
2K329LV-BCD,3.84
ZECR3078-2,5.544
33-3042Z,4.932
23-3042Z,3.636
23-3072Z,3.408
24-4052Z,3.36
33-5602Z,4.488
26-5602Z,6.384
24-5602Z,3.36
33-4502Z,5.388
33-6402Z,5.388
24-5502Z,3.36
33-1072Z,3.3
24-1052Z,2.7
24-1042Z,1.104
33-1082K,3.912
26-1002Z,3.804
33-8032Z,2.664
23-1032Z,4.032
23-1502Z,3.216
24-3202Z,2.448
24-2002Z,3.12
24-4802Z,2.448
24-2502Z,3.048
ZOLOBD,3.06
ZOLO-C,3.216
ZOLODT,3.216
ZOLOF,3.204
ZOLOGL,3.168
ZOLOO,2.82
ZOLOPT,3.072
ZOLO-B,11.832
ZOLOPP6P,11.832
ZOLOPPCP,2.016
ZOLOPP8B,1.992
ZOLOPPRE,1.992
ZOLOPPSTS,2.136
ZOLOPPSS,2.136
ZOLOPPSC,1.764
ZOLOGF,3.204
