Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price DKK,RRP price SEK
70170,70170,UltraCopter vs. AntiMatter,,,Agents,Agents,,799
70220,70220,Strainor's Saber Cycle,,,Chima,Chima,,169
70221,70221,Flinx's Ultimate Phoenix,,,Chima,Chima,,199
70222,70222,Tormak's Shadow Blazer,,,Chima,Chima,,399
70223,70223,Icebite's Claw Driller,,,Chima,Chima,,599
70224,70224,Tiger's Mobile Command,,,Chima,Chima,,799
70225,70225,Bladvic's Rumble Bear,,,Chima,Chima,,449
70226,70226,Mammoth's Frozen Stronghold,,,Chima,Chima,,749
70227,70227,King Crominus' Rescue,,,Chima,Chima,,899
70228,70228,Vultrix's Sky Scavenger,,,Chima,Chima,,449
70229,70229,Lion Tribe Pack,,,Chima,Chima,,99
70230,70230,Ice Bear Tribe Pack,,,Chima,Chima,,99
70231,70231,Crocodile Tribe Pack,,,Chima,Chima,,99
70232,70232,Saber-tooth Tiger Tribe Pack,,,Chima,Chima,,99
71008,71008,"LEGO® Minifigures, Series 13",,,LEGO Minifigures,LEGO Minifigures,,29
71009,71009,"LEGO® Minifigures, The Simpsons? Series",,,LEGO Minifigures,LEGO Minifigures,,29
71010,71010,"LEGO® Minifigures, Series 14: Monsters",,,LEGO Minifigures,LEGO Minifigures,,29
70730,70730,Chain Cycle Ambush,,,Ninjago,Ninjago,,349
70731,70731,Jay Walker One,,,Ninjago,Ninjago,,449
70732,70732,City of Stiix,,,Ninjago,Ninjago,,1099
70733,70733,Blaster Bike,,,Ninjago,Ninjago,,199
70734,70734,Master Wu Dragon,,,Ninjago,Ninjago,,549
70735,70735,Ronin R.E.X.,,,Ninjago,Ninjago,,549
70736,70736,Attack of the Morro Dragon,,,Ninjago,Ninjago,,799
70737,70737,Titan Mech Battle,,,Ninjago,Ninjago,,599
70738,70738,Final Flight of Destiny's Bounty,,,Ninjago,Ninjago,,1299
70739,70739,Airjitzu Kai Flyer,,,Ninjago,Ninjago,,99
70740,70740,Airjitzu Jay Flyer,,,Ninjago,Ninjago,,99
70741,70741,Airjitzu Cole Flyer,,,Ninjago,Ninjago,,99
70742,70742,Airjitzu Zane Flyer,,,Ninjago,Ninjago,,99
70743,70743,Airjitzu Morro Flyer,,,Ninjago,Ninjago,,99
70744,70744,Airjitzu Wrayth Flyer,,,Ninjago,Ninjago,,99
70745,70745,Anacondrai Crusher,,,Ninjago,Ninjago,,199
70746,70746,Condrai Copter Attack,,,Ninjago,Ninjago,,349
70747,70747,Boulder Blaster,,,Ninjago,Ninjago,,349
70748,70748,Titanium Dragon,,,Ninjago,Ninjago,,449
70749,70749,Enter the Serpent,,,Ninjago,Ninjago,,549
70750,70750,Ninja DB X,,,Ninjago,Ninjago,,899
70751,70751,Temple of Airjitzu,,,Ninjago,Ninjago,,2199
70752,70752,Jungle Trap,,,Ninjago,Ninjago,,79
70753,70753,Lava Falls,,,Ninjago,Ninjago,,89
70754,70754,ElectroMech,,,Ninjago,Ninjago,,169
70755,70755,Jungle Raider,,,Ninjago,Ninjago,,199
70756,70756,Dojo Showdown,,,Ninjago,Ninjago,,249
70409,70409,Shipwreck Defense,,,Pirates,Pirates,,99
70410,70410,Soldiers Outpost,,,Pirates,Pirates,,249
70411,70411,Treasure Island,,,Pirates,Pirates,,249
70412,70412,Soldiers Fort,,,Pirates,Pirates,,399
70413,70413,The Brick Bounty,,,Pirates,Pirates,,1099
75915,75915,Pteranodon Capture,,,Jurassic World,Jurassic World,,299
75916,75916,Dilophosaurus Ambush,,,Jurassic World,Jurassic World,,449
75917,75917,Raptor Rampage,,,Jurassic World,Jurassic World,,649
75918,75918,T. rex Tracker,,,Jurassic World,Jurassic World,,899
75919,75919,Indominus rex? Breakout,,,Jurassic World,Jurassic World,,1299
75920,75920,Raptor Escape,,,Jurassic World,Jurassic World,,549
70817,70817,Batman? & Super Angry Kitty Attack,,,LEGO Movie,LEGO Movie,,149
70818,70818,Double-Decker Couch,,,LEGO Movie,LEGO Movie,,199
70819,70819,Bad Cop Car Chase,,,LEGO Movie,LEGO Movie,,299
75900,75900,Mummy Museum Mystery,,,Scooby-Doo,Scooby-Doo,,169
75901,75901,Mystery Plane Adventures,,,Scooby-Doo,Scooby-Doo,,299
75902,75902,The Mystery Machine,,,Scooby-Doo,Scooby-Doo,,399
75903,75903,Haunted Lighthouse,,,Scooby-Doo,Scooby-Doo,,599
75904,75904,Mystery Mansion,,,Scooby-Doo,Scooby-Doo,,949
71016,71016,The Kwik-E-Mart,,,Simpsons,Simpsons,,2199
75899,75899,LaFerrari,,,Speed Champions,Speed Champions,,149
75908,75908,458 Italia GT2,,,Speed Champions,Speed Champions,,149
75909,75909,McLaren P1?,,,Speed Champions,Speed Champions,,149
75910,75910,Porsche 918 Spyder,,,Speed Champions,Speed Champions,,149
75911,75911,McLaren Mercedes Pit Stop,,,Speed Champions,Speed Champions,,399
75912,75912,Porsche 911 GT Finish Line,,,Speed Champions,Speed Champions,,549
75913,75913,F14 T & Scuderia Ferrari Truck,,,Speed Champions,Speed Champions,,1099
75060,75060,Slave I?,,,Star Wars TM,Star Wars TM,,2199
75072,75072,ARC-170 Starfighter?,,,Star Wars TM,Star Wars TM,,99
75073,75073,Vulture Droid?,,,Star Wars TM,Star Wars TM,,99
75074,75074,Snowspeeder?,,,Star Wars TM,Star Wars TM,,99
75075,75075,AT-AT?,,,Star Wars TM,Star Wars TM,,99
75076,75076,Republic Gunship?,,,Star Wars TM,Star Wars TM,,99
75077,75077,Homing Spider Droid?,,,Star Wars TM,Star Wars TM,,99
75078,75078,Imperial Troop Transport,,,Star Wars TM,Star Wars TM,,149
75079,75079,Shadow Troopers,,,Star Wars TM,Star Wars TM,,149
75080,75080,AAT?,,,Star Wars TM,Star Wars TM,,349
75081,75081,T-16 Skyhopper?,,,Star Wars TM,Star Wars TM,,349
75082,75082,TIE Advanced Prototype?,,,Star Wars TM,Star Wars TM,,549
75083,75083,AT-DP?,,,Star Wars TM,Star Wars TM,,649
75084,75084,Wookiee? Gunship,,,Star Wars TM,Star Wars TM,,799
75085,75085,Hailfire Droid?,,,Star Wars TM,Star Wars TM,,299
75086,75086,Battle Droid? Troop Carrier,,,Star Wars TM,Star Wars TM,,599
75087,75087,Anakin's Custom Jedi Starfighter?,,,Star Wars TM,Star Wars TM,,599
75088,75088,Senate Commando Troopers?,,,Star Wars TM,Star Wars TM,,149
75089,75089,Geonosis Troopers?,,,Star Wars TM,Star Wars TM,,149
75090,75090,Ezra's Speeder Bike?,,,Star Wars TM,Star Wars TM,,299
75091,75091,Flash Speeder?,,,Star Wars TM,Star Wars TM,,449
75092,75092,Naboo Starfighter?,,,Star Wars TM,Star Wars TM,,699
75093,75093,Death Star? Final Duel,,,Star Wars TM,Star Wars TM,,999
75094,75094,Imperial Shuttle Tydirium?,,,Star Wars TM,Star Wars TM,,1099
75095,75095,TIE Fighter?,,,Star Wars TM,Star Wars TM,,2199
75096,75096,Sith Infiltrator?,,,Star Wars TM,Star Wars TM,,1099
75097,75097,LEGO® Star Wars? Advent Calendar,,,Star Wars TM,Star Wars TM,,349
75098,75098,Star Wars Direct Confidential,,,Star Wars TM,Star Wars TM,,2799
75099,75099,Star Wars Wolf 1,,,Star Wars TM,Star Wars TM,,299
75100,75100,Star Wars Wolf 2,,,Star Wars TM,Star Wars TM,,549
75101,75101,Star Wars Wolf 3,,,Star Wars TM,Star Wars TM,,799
75102,75102,Star Wars Wolf 4,,,Star Wars TM,Star Wars TM,,999
75103,75103,Star Wars Wolf 5,,,Star Wars TM,Star Wars TM,,1099
75104,75104,Star Wars Wolf 6,,,Star Wars TM,Star Wars TM,,1299
75105,75105,Star Wars Wolf 7,,,Star Wars TM,Star Wars TM,,1699
75106,75106,Imperial Assault Carrier?,,,Star Wars TM,Star Wars TM,,1399
76025,76025,Green Lantern vs. Sinestro,,,Super Heroes,Super Heroes,,299
76026,76026,Gorilla Grodd goes Bananas,,,Super Heroes,Super Heroes,,699
76027,76027,Black Manta Deep Sea Strike,,,Super Heroes,Super Heroes,,599
76028,76028,Darkseid Invasion,,,Super Heroes,Super Heroes,,799
76029,76029,Iron Man vs. Ultron,,,Super Heroes,Super Heroes,,149
76030,76030,Avengers Hydra Showdown,,,Super Heroes,Super Heroes,,299
76031,76031,The Hulk Buster Smash,,,Super Heroes,Super Heroes,,399
76032,76032,The Avengers Quinjet City Chase,,,Super Heroes,Super Heroes,,899
76034,76034,The Batboat Harbor Pursuit,,,Super Heroes,Super Heroes,,449
76035,76035,Jokerland,,,Super Heroes,Super Heroes,,1099
76036,76036,Carnage's SHIELD Sky Attack,,,Super Heroes,Super Heroes,,149
76037,76037,Rhino and Sandman Super Villain Team-up,,,Super Heroes,Super Heroes,,599
76038,76038,Attack on Avengers Tower,,,Super Heroes,Super Heroes,,799
76039,76039,Ant-Man Final Battle,,,Super Heroes,Super Heroes,,299
76040,76040,Brainiac Attack,,,Super Heroes,Super Heroes,,349
76041,76041,The Hydra Fortress Smash,,,Super Heroes,Super Heroes,,699
76042,76042,The SHIELD Helicarrier,,,Super Heroes,Super Heroes,,3499
10600,10600,Disney Pixar Cars? Classic Race,,,DUPLO Cars TM,DUPLO Cars TM,,299
10597,10597,Mickey & Minnie Birthday Parade,,,DUPLO Disney TM,DUPLO Disney TM,,299
10605,10605,Doc McStuffins Rosie the Ambulance,,,DUPLO Doc McStuffins,DUPLO Doc McStuffins,,249
10606,10606,Doc McStuffins Backyard Clinic,,,DUPLO Doc McStuffins,DUPLO Doc McStuffins,,349
10604,10604,Jake and the Never Land Pirates Treasure,,,DUPLO Jake,DUPLO Jake,,249
10603,10603,My First Bus,,,DUPLO My First,DUPLO My First,,169
10615,10615,My First Tractor,,,DUPLO My First,DUPLO My First,,169
10616,10616,My First Playhouse,,,DUPLO My First,DUPLO My First,,199
10617,10617,My First Farm,,,DUPLO My First,DUPLO My First,,199
10618,10618,LEGO® DUPLO® Creative Building Box,,,DUPLO My First,DUPLO My First,,299
10622,10622,LEGO® DUPLO® Large Creative Box,,,DUPLO My First,DUPLO My First,,699
10596,10596,Disney Princess? Collection,,,DUPLO Princess TM,DUPLO Princess TM,,449
10594,10594,Sofia the First Royal Stable,,,DUPLO Sofia the First,DUPLO Sofia the First,,299
10595,10595,Sofia the First Royal Castle,,,DUPLO Sofia the First,DUPLO Sofia the First,,549
10599,10599,Batman Adventure,,,DUPLO Super Heroes,DUPLO Super Heroes,,449
10607,10607,Spider-Man Web-Bike Workshop,,,DUPLO Super Heroes,DUPLO Super Heroes,,169
10608,10608,Spider-Man Spider Truck Adventure,,,DUPLO Super Heroes,DUPLO Super Heroes,,349
10581,10581,Forest: Ducks,,,DUPLO Town,DUPLO Town,,129
10582,10582,Forest: Animals,,,DUPLO Town,DUPLO Town,,249
10583,10583,Forest: Fishing Trip,,,DUPLO Town,DUPLO Town,,299
10584,10584,Forest: Park,,,DUPLO Town,DUPLO Town,,649
10585,10585,Mom and Baby,,,DUPLO Town,DUPLO Town,,129
10586,10586,Ice Cream Truck,,,DUPLO Town,DUPLO Town,,169
10587,10587,Café,,,DUPLO Town,DUPLO Town,,249
10589,10589,Rally Car,,,DUPLO Town,DUPLO Town,,169
10590,10590,Airport,,,DUPLO Town,DUPLO Town,,249
10591,10591,Fire Boat,,,DUPLO Town,DUPLO Town,,169
10592,10592,Fire Truck,,,DUPLO Town,DUPLO Town,,299
10593,10593,Fire Station,,,DUPLO Town,DUPLO Town,,649
10601,10601,LEGO® DUPLO® Truck,,,DUPLO Town,DUPLO Town,,199
10602,10602,Camping Adventure,,,DUPLO Town,DUPLO Town,,349
66524,66524,DUPLO Cargo Transport Value Pack,,,DUPLO Town,DUPLO Town,,1499
66525,66525,DUPLO Farm Value Pack,,,DUPLO Town,DUPLO Town,,749
42031,42031,Cherry Picker,,,Technic,Technic,,129
42032,42032,Compact Tracked Loader,,,Technic,Technic,,169
42033,42033,Record Breaker,,,Technic,Technic,,249
42034,42034,Quad Bike,,,Technic,Technic,,249
42035,42035,Mining Truck,,,Technic,Technic,,299
42036,42036,Street Motorcycle,,,Technic,Technic,,399
42037,42037,Formula Off-Roader,,,Technic,Technic,,549
42038,42038,Arctic Truck,,,Technic,Technic,,899
42039,42039,24 Hours Race Car,,,Technic,Technic,,1099
42040,42040,Fire Plane,,,Technic,Technic,,549
42041,42041,Race Truck,,,Technic,Technic,,649
42042,42042,Crawler Crane,,,Technic,Technic,,1299
42043,42043,Mercedes-Benz Arocs 3245,,,Technic,Technic,,2199
30202,30202,Smoothie Stand,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30203,30203,Mini golf,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30204,30204,Wish Fountain,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30205,30205,Pop Star Red Carpet,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30217,30217,LEGO® DUPLO® Forest,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30218,30218,LEGO® DUPLO® Snail,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30256,30256,Ice Bear Mech,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30259,30259,Azari's Magic Fire,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30272,30272,A-Wing Starfighter?,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30274,30274,AT-DP?,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30275,30275,TIE Advanced Prototype?,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30276,30276,SW2,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30283,30283,Off-Road,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30284,30284,Tractor,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30285,30285,Tiger,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30286,30286,Christmas Tree,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30291,30291,Anacondrai Battle Mech,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30292,30292,Jay NanoMech,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30293,30293,Kai Drifter,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30294,30294,The Cowler Dragon,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30303,30303,The Joker Bumper Car,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30304,30304,Avengers #8,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30305,30305,Spider-Man Super Jumper,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30311,30311,Swamp Police Helicopter,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30312,30312,Demolition Driller,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30313,30313,Garbage Truck,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30314,30314,Go-Kart Racer,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30315,30315,Space Vehicle,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
30320,30320,PT IP B 2015 co pro,,,Brick Based Promotions Themed,Brick Based Promotions Themed,,39
21022,21022,Lincoln Memorial,,,LEGO Architecture,LEGO Architecture,,349
21023,21023,Flatiron Building,,,LEGO Architecture,LEGO Architecture,,449
21024,21024,Louvre,,,LEGO Architecture,LEGO Architecture,,699
21301,21301,Birds,,,LEGO Ideas,LEGO Ideas,,499
21302,21302,The Big Bang Theory,,,LEGO Ideas,LEGO Ideas,,649
21303,21303,Wall-E,,,LEGO Ideas,LEGO Ideas,,549
21304,21304,Doctor Who,,,LEGO Ideas,LEGO Ideas,,649
21119,21119,The Dungeon,,,Minecraft,Minecraft,,249
21120,21120,The Snow Hideout,,,Minecraft,Minecraft,,449
21121,21121,The Desert Outpost,,,Minecraft,Minecraft,,749
21122,21122,The Nether Fortress,,,Minecraft,Minecraft,,999
