chain,name,country,area,rooms,price,street
,Villa Nautilus Tamarindo,Costa Rica,Tamarindo,,142USD,100 Metros Del Instituto Espanol Wayra Calle Este
,Surf Bikini Retreat,Costa Rica,Nosara,,95USD,Del Mar Academy
,Dreamsea Surf Camp Costa Rica,Costa Rica,Tamarindo,,66USD,Finca Los Jobos
,Hotel Mauna Loa,Costa Rica,Tamarindo,,101USD,Calle principal Avellanas
,Hotel Ambassador San Jose,Costa Rica,San Jose,,61USD,"26Th & 28Th St., Paseo Colon"
,Hotel Cacts,Costa Rica,San Jose,,65USD,Calles 28-30 Ave 3 Bis o 300 Norte Pizza Hut Paseo Colon
,Hotel High Dreams,Costa Rica,El Rosario de Naranjo,,200USD,Frente a Escuela Santa Margarita Rosario
,Bosque Verde Lodge,Costa Rica,Monteverde,,77USD,3 Km De Santa Elena
,Naxos Complex,Costa Rica,Playa Langosta,,205USD,Langosta Beach Main street Opp Cala Luna Hotel Langosta Beach
,Vista Arenal,Costa Rica,La Fortuna,,70USD,"10 km del centro de la Fortuna en San Carlos, carretera a la catarata la Fortuna"
,Inn on the Park Hotel,Costa Rica,Manuel Antonio,,93USD,"Manuel Antonio, Quepos "
,Rainforest Adventure Lodge,Costa Rica,Guacimo,,152USD,"Route 32, KM 76 San Jose-Limon"
,KC San Jose Colaye San Jose,Costa Rica,San Jose,,64USD,"100m w., 100m s. from La Contraloria"
,Sky Penthouses at Oceano,Costa Rica,Jaco,,255USD,500 Metros Este De La Pops
,Aroma de Campo,Costa Rica,Liberia,,72USD,Curubande
,Hotel El Maranon,Costa Rica,Colon,,50USD,"Contiguo a la Iglesia de Barrio Trinidad, Ciudad Colon"
,Hotel La Villa Ciudad Quesada,Costa Rica,Ciudad Quesada,,28USD,Entrada a Cedral 300 mts Norte
,Villa Lapas,Costa Rica,Jaco,,99USD,"5 Km.Este Del Pte De Cocodrilos, Sob.R.Tarcoles"
,Costa Rica Yoga Spa,Costa Rica,Nosara,,364USD,300m sur del Rio Nosara
,Pachamama Tropical Garden Lodge,Costa Rica,Malpais,,96USD,Mal Pais 50 meters from Beach Playa Mar Azul
,Hotel Tortuguero Beach,Costa Rica,Tortuguero,,16USD,Pueblo de Tortuguero Del Ice de Tortuguero 50 metros al Norte
,Hotel Valle Verde Confort Spa,Costa Rica,Santa Maria,,48USD, 200 Meters East Of The Sports Court
,Cabinas Corozalito,Costa Rica,Punta Islita,,56USD,"6km del Hotel Punta Islita, Frente al plaza de futbol de Corozalito"
,Playa Negra Guesthouse,Costa Rica,Cahuita,,66USD,Playa Negra
,Macaws Ocean Club,Costa Rica,Jaco,,248USD,500mts Sur Municipalidad
,Portal De La Montana San Ignacio,Costa Rica,San Ignacio,,74USD,Camino a Parrita Sabinillas de Acosta
,Ailanto Mountain Reserve,Costa Rica,Fortuna,,45USD,Calle Las Hornillas
,La Tigra Rainforest Lodge,Costa Rica,San Ramon,,56USD,Contiguo a Escuela de San Jorge Los Criques de los Angeles
,Hotel Villa Verde Monteverde,Costa Rica,Monteverde,,49USD,"800 yards before, the cloud forrest, Santa Elena"
,Hotel D'LucAa,Costa Rica,Tarcoles,,79USD,300 N De Entrada Principal A Punta Leona Quebrada Ganado
,Costa Rica Guesthouse San Jose,Costa Rica,San Jose,,29USD,Avenida 6 Calle 21-25
,Lost Iguana Resort and Spa,Costa Rica,La Fortuna,,157USD,1.5 km northwest from Arenal Dam
,Zephyr Palace,Costa Rica,Playa Herradura,,350USD,3KM from Punta Leona Resort
,Hotel Emanuel,Costa Rica,Aguabeuna,,18USD,50 Mts Norte De La Entrada Del Colegio Bilingue
,Apartotel Girasol,Costa Rica,Jaco,,138USD,Calle Los Almendros
,Arenal Palace,Costa Rica,La Fortuna,,76USD, De La Iglesia Catolica De Fortuna 9 Km Al Oeste
,La Fortuna Hostel Resort,Costa Rica,La Fortuna,,16USD,"800 mts South from La Fortuna, bus station"
,Hotel Iguana Verde,Costa Rica,San Mateo,,63USD,200 M Oeste Del Parque De Orotina
,Hotel Finca Valverde,Costa Rica,Siquirres,,144USD,250 Mts.Sureste Del Bco.Nacional
,Los Suenos Rentals,Costa Rica,Playa Herradura,,260USD,50 MTS before Los Suenos Resort main entrance
,Los Altos de Eros,Costa Rica,Tamarindo,,191USD,"2 km sur del hotel el Sabanero Eco Lodge, Canafistula, Santa Cruz, Gte"
,Club del Sol,Costa Rica,Jaco,,296USD,De La Bomba Arroyo Doblar A Ply 50 Mtrs
,Condominios REHL,Costa Rica,Jaco,,318USD,Contiguo a Bar & Restaurante Claritas Edificio BahAa Encantada
,Cabinas Casa Miriam Drake Bay,Costa Rica,Drake Bay,,49USD,Main Street
,Costa Del Sol Tarcoles,Costa Rica,Tarcoles,,103USD,Mata De LimA3n 100m N de la entrada Playa Manta
,Hotel Ritmo Tropical,Costa Rica,Malpais,,61USD,100 metros sur del cruce entre Mal Pais y Santa teresa
,Hotel Aeromundo,Costa Rica,Grecia,,49USD,75 Mts Este De Iglesia De Las Mercedez Grecia Centro
,Hotel Luna de Mata de Limon,Costa Rica,El Roble,,66USD,300 Mts Este De La Escuela De Mata De Limon
,GetAways at Pueblo Real,Costa Rica,Quepos,,142USD,Pueblo Real Frente Isla Damas
,CabaA+-as Monteverde Villa Lodge,Costa Rica,Monteverde,,78USD,Santa Elena
,La Selva Biological Station,Costa Rica,La Virgen,,53USD,De Rancho Robertos 28 km carretera
,Villas Del Caribe,Costa Rica,Puerto Viejo de Talamanca,,77USD,5 Km Sur Del Centro De Puerto Viejo De Talamanca Carretera A Manzanillo
,Santa Juana Lodge,Costa Rica,Quepos,,217USD,Santa Juana de Terrazu
,Hotel Las Colinas La Fortuna,Costa Rica,La Fortuna,,54USD,La Fortuna Centro - Arenal
,Poas Volcano Lodge La Fortuna,Costa Rica,La Fortuna,,92USD,A 45 Minutos Del Apto Internaconal Juan Santamari - Arenal
,Hotel Royal Corin Cano Negro,Costa Rica,Nuevo Arenal,,287USD,4.2 km West of Catholic Church
,The Palms by Lost Beach Vacations,Costa Rica,Jaco,,276USD,Calle Pochote Grande
,Lucky's Hotel y Casino,Costa Rica,San Isidro de El General,,42USD,50 Oeste De Musoc Pz
,Golden Palms Papagayo,Costa Rica,Puerto Carrillo,,172USD,Playa Chorotega
,Kalia Luxury Homes Rentals,Costa Rica,Playa Azul,,"2,018USD",150 Meters South From Azul Ocean Club
,Reserva Conchal Beach Resort Go,Costa Rica,Cabo Velas,,218USD,Cabo Velas - Playa Conchal
,Las Catalinas Costa Rica,Costa Rica,Potrero,,159USD,Playa Danta
,Hotel Punta Islita Autograph Collection,Costa Rica,Samara,,360USD,400 metros Oeste de la Plaza de deportes de Islita
,Villa Blanca Cloud Forest Hotel & Nature Reserve,Costa Rica,San Ramon,,197USD,9 Km Este De Los Angeles Norte De San Ramon
,Lomas del Volcan,Costa Rica,La Fortuna,,82USD,4 km northwest from La Fortuna
,Bahia Azul by Lost Beach Vacations,Costa Rica,Jaco,,212USD,Calle Ancha Plaza Boulevard
,Kalapiti,Costa Rica,Montezuma,,249USD,300 Metros Al Oeste De La Plaza De Faotbol Las Delicias
,Hotel Makanas,Costa Rica,Santa Teresa,,135USD,A 100 Metros Norte Pasado Flor Blanca
,Olas Verdes Hotel,Costa Rica,Nosara,,173USD,200 Meters South Of Harbor Reef Hotel
,Rancho Humo Estancia,Costa Rica,Bagaces,,337USD,Rio Tempisque Nicoya
,Cahuita Inn,Costa Rica,Cahuita,,90USD,50 Metros Este De La Policia
,CaA+-o Negro Natural Lodge,Costa Rica,Cano Negro,,139USD,CaA±o Negro Los Chiles
,Arenal Country Inn Canas,Costa Rica,Fortuna,,77USD,1 Km Sur De La Iglesia Catolica De La Fortuna
,Club del Mar,Costa Rica,Jaco,,141USD,De La Estacion Gasolinera El Arroyo 300 Mtr
,Blue Osa Yoga Retreat & Spa,Costa Rica,Puerto Jimenez,,337USD,Playa Tamales Highway 245
,Las Palmas Cocos Sunset Condominiun,Costa Rica,Playas del Coco,,371USD,Las Palmas
,Villas Tekoa,Costa Rica,Dominical,,289USD,Playa Dominicalito 400 meters after the sign Km 147 Dominical Costa Rica
,Buena Vista Lodge Liberia,Costa Rica,Canas Dulces,,42USD,Canas Dulces
,The Retreat at Altos del Monte,Costa Rica,Atenas,,305USD,Barrio Jesus de Atenas
,RAo Macho Lodge,Costa Rica,Orosi,,24USD,1 5 Kila3metros De La Planta Del Ice Rao Macho
,Bosque del Cabo Rain Forest Lodge,Costa Rica,Carate,,320USD,Cabo Matapalo
,Hotel Martino Spa and Resort,Costa Rica,Alajuela,,93USD,150 Mts E From Zoo Ave
,Shana Hotel & Spa,Costa Rica,Manuel Antonio,,119USD,Carretera A Punta Quepos
,Hospedaje don Chon Ballena,Costa Rica,Uvita,,112USD,"Del Banco Nacional, 800 m al sur"
,Hotel The Place,Costa Rica,Malpais,,102USD,400 M south of hotel Frank's Place
,Villas Bungalows Ballena,Costa Rica,Uvita,,124USD,300 M North From Marino Ballena National Park
,Hotel Cielo Azul Resort,Costa Rica,Tilaran,,49USD,400 North - West from the main road
,El Sabanero Beach Hotel,Costa Rica,Playa Flamingo,,76USD,Flamingo Beach 
,Tango Mar Beach,Costa Rica,Playa Cabuya,,180USD,"Quizales Beach, Road To Cobano Penninsula 1-1260 Escazu"
,Los Jardines Hotel Monteverde,Costa Rica,Siquirres,,90USD,350 Metros Suroeste De La Escuela De Cero Plano Cerro Plano Monteverde Costa Rica
,Montana de Fuego Hotel & Spa,Costa Rica,Alajuela,,106USD,8 km from La Fortuna de San Carlos towards to Arenal Lake
,Arenal Bromelias,Costa Rica,La Fortuna,,62USD,"Centro De La Fortuna, Costado Oeste Del Parque"
,La Hornillas Hotel,Costa Rica,Fortuna,,109USD,Ubicado en Conservacion Miravalles
,Tilajari Resort,Costa Rica,Muelle de San Carlos,,85USD,"Muelle San Carlos , Alajuela, Costa Rica,"
,Barracuda Apartments,Costa Rica,Samara,,74USD,"Route 150, first right on entrance to Samara"
,La Fortuna,Costa Rica,La Fortuna,,51USD,100 Metros Sur De La Gasolinera La Fortuna
,Lost Iguana Resort & Spa,Costa Rica,La Fortuna,,153USD,Arenal
,Cabinas Sunset Tortuguero,Costa Rica,Tortuguero,,33USD,Pueblo de Tortuguero
,Savegre Hotel Natural Reserve & Spa San Gerardo de Dota,Costa Rica,San Gerardo de Dota,,69USD,Calle San Gerardo
,Punta Leona Hotel,Costa Rica,Tarcoles,,113USD,Quebrada Ganado
,El Rodeo Estancia Boutique Hotel and Steakhouse,Costa Rica,Belen,,63USD,West Side Panasonic Company
,Ronny's Hotel,Costa Rica,Santa Teresa,,33USD,700m de Playa Santa Teresa Mal Pais Peninsula de Nicoya
,Playa Cativo,Costa Rica,Golfito,,"1,105USD","Golfo Dulce, "
,Green Village B&B Spa,Costa Rica,Naranjos Agrios,,90USD,6 km de Tilaran camino a Arenal
,Hotel Amapola,Costa Rica,Jaco,,120USD,Playa
,El Remanso Lodge,Costa Rica,Carate,,299USD,near Corcovado National Park
,Palma Real Hotel and Casino San Jose,Costa Rica,San Jose,,64USD,Northern Sabana
,La Carreta - Hostel,Costa Rica,San Ramon,,15USD,12 Km Al Sur Del Centro De La Fortuna Sobre Ruta 702
,Backpackers Tierra del Fuego,Costa Rica,La Fortuna,,18USD,2 Kms West Of Downtown Route 142 Next To Magic Mountain Hotel
,Hotel Vista Verde,Costa Rica,La Fortuna,,84USD,La Palma
,Condominios REHL El Coco,Costa Rica,Playas del Coco,,187USD,Del Bar Lizard 200mts este y 100mts sur Edificio de 3 pisos color verde
,Hostel Villa Verde,Costa Rica,Monteverde,,50USD,1 km antes de la entrada a la Reserva Bosque Nuboso de Monteverde
,Hotel 1492 San Jose,Costa Rica,San Jose,,44USD,Pan American Highway
,Vista Las Islas Hotel Spa and Eco Reserva,Costa Rica,Paquera,,138USD,Playa Organos
,Hotel Aurora Montezuma,Costa Rica,Montezuma,,28USD,"Hotel Aurora, 100 metros norte de la Playa Montezuma"
,Villa San Ignacio Alajuela,Costa Rica,Alajuela,,88USD,"Cruce Poas & Grecia , Tambor"
,Hotel Santamaria Alajuela,Costa Rica,Alajuela,,44USD,"Calle 2, Avenida 4"
,Cabinas Arcoiris,Costa Rica,Liberia,,36USD,De Los Semaforos Principales De Liberia Donde Esta Macdonalds 400 Metros Norte Y 400 Metros Oeste Frente Al Liceo Laboratorio Dentro Del Residencial Del Rio
,Oasis Mal Pais,Costa Rica,Malpais,,118USD,300 meters south Of playa Carmen interseccion
,Swiss Hotel Miramontes,Costa Rica,Monteverde,,45USD,1 km Noroeste de la Escuela Publica de Santa Elena
,1915 Hotel,Costa Rica,Alajuela,,73USD,75 norte del Parque Central. 275 meters north from the central plaza
,Hotel La Flor de Itabo Resort & Casino,Costa Rica,Playas del Coco,,43USD,Playas del Coco
,Hotel Arenal Rabfer,Costa Rica,La Fortuna,,89USD,150 Metros Norte Del Banco Nacional
,Hotel Cibeles Resort,Costa Rica,San Rafael,,51USD,De la Universidad Nacional 1 km sobre carretera a San Rafael
,Hotel Interamericano Turrialba,Costa Rica,Turrialba,,16USD,Avenida 1 Turrialba contiguo al La Clinica de Especialidades Medicas Francis
,Nina's Place B&B,Costa Rica,Monteverde,,8USD,Entrada principal a Santa Elena
,Hotel Praiamar Puntarenas,Costa Rica,Puntarenas,,80USD,Costado este de plaza de futbol del Cocal
,Drake Bay Paradise Lodge,Costa Rica,Drake Bay,,67USD,300 South Of Jade Mar Restaurant
,Hotel El Teca,Costa Rica,Palmar Norte,,27USD,25mts Oeste De La Cruz Roja
,Bamboo Aparthotel,Costa Rica,Alajuela,,69USD,Ave 1 Calles 9-11
,Ciudad Perdida Ecolodge,Costa Rica,Cahuita,,106USD,Carretera A Puerto Viejo 500 M Sur Y 300 M Este
,Maris Bed and Breakfast,Costa Rica,Monteverde,,20USD,100 M Este De La Oficina De Correos Santa Elena
,In the Wind Hostel & Guesthouse,Costa Rica,San Pedro,,10USD,100 Oeste De Escuela Franklin Roosevelt
,Hotel Playa Samara,Costa Rica,Samara,,34USD,West side of the soccer field
,Dreams Lodge Monteverde,Costa Rica,Monteverde,,35USD,400m South West Cerro Plano
,In the Shade,Costa Rica,Tamarindo,,44USD,Calle Corona Between Ret La Baula and Dragonfly
,Monteverde Ecolodge,Costa Rica,Monteverde,,50USD,Monteverde
,Hotel Sura B&B,Costa Rica,San Jose,,34USD,500 Norte Del Hospital De Nia+-Os Calle 20 Avenida 7
,Cariari Garden Boutique Hotel,Costa Rica,Belen,,53USD,Residencial Bosques DoA+-a Rosa Lote 37J La AsunciA3n
,Santa Fe Lodge - Hostel,Costa Rica,Monteverde,,43USD,1 Kilometro Del Centro De Santa Elena
,La Posada Jungle Bungalows,Costa Rica,Manuel Antonio,,105USD,Contiguo a la entrada del parque nacional
,Hotel Don Taco Monteverde,Costa Rica,Monteverde,,54USD,Santa Elena
,Hostel La Suerte,Costa Rica,Monteverde,,15USD,Costado oeste de ferreterAa Agrososi
,Hotel Los Angeles San Jose,Costa Rica,San Jose,,56USD,Calle 8 Y 10 Avenida 16 827
,Hotel Playa Bejuco Esterillos,Costa Rica,Bejuco,,71USD,143 East Esterillos Beach
,The Springs Resort & Spa,Costa Rica,Monterrey,,292USD,9 Km Oeste Y 3.5 Norte Del Centro De La Fortuna
,Hotel Central Loft,Costa Rica,La Fortuna,,74USD,La Fortuna De
,Cabinas Marielos,Costa Rica,Tamarindo,,33USD,Tamarindo
,Hotel Lookout,Costa Rica,Ojochal,,76USD,300 m east of Ferreteria Ventanas
,Mi Casa Tica Hostel,Costa Rica,Monteverde,,9USD,Santa Elena
,Hotel Primavera Liberia,Costa Rica,Liberia,,24USD,Costado sur del parque central contiguo a AlmacA c n El Verdugo
,Hotel Corcovado Beach Lodge,Costa Rica,Puerto Jimenez,,11USD,100 M Se Del Restaurante Los Delfines
,Celeste Mountain Lodge Nuevo Arenal,Costa Rica,Nuevo Arenal,,200USD,"Volcan Tenorio, Bijagua de Upala , RIO CELESTE, COSTA RICA,"
,Hostel Samara,Costa Rica,Samara,,18USD,Playa Samara
,La Gamba Rainforest Lodge,Costa Rica,Golfito,,95USD,Parque Nacional Piedras Blancas La Gamba de Golfito
,Hacienda Guachipelin Hotel & Hot Springs,Costa Rica,Aguas Claras,,68USD,Liberia; Guanacaste Parque Nacional Volcan Rincon De La Vieja
,Pozo Azul Tent Suites,Costa Rica,La Virgen,,85USD,"La Irgen De Sarapiqui, 200M Sur Y 50M Este De La"
,Ca Eon de la Vieja Lodge,Costa Rica,Liberia,,106USD,8 Km Del Aeropuerto Internacional De Liberia / Guanacaste
,Villas Palmas del Mar,Costa Rica,Chacarita,,111USD,500m Oeste Del Hospital Monsea+-Or Sanabria
,La Perla Negra,Costa Rica,Puerto Limon,,47USD,Limon; Puerto Viejo de Talamanca
,Hotel Villa Caletas,Costa Rica,Playa Herradura,,200USD,"Central Pacific 5 miles before Jaco, Herradura, Costa Rica"
,Martino Resort & Spa,Costa Rica,Alajuela,,97USD,"In front of ZooAve La Garita, Alajuela, P.O.BOX 2203-4050 Costa Rica
 "
,Rio Perlas Spa & Resort,Costa Rica,Orosi,,103USD,"A Orosi, 2km Y Medio Del Pte.Rio Negro Dcha , Orosi, Costa Rica,"
,Barcelo Playa Langosta,Costa Rica,Playa Langosta,,270USD,Langosta Beach - P.O Box 258-1150
,Villas Lirio,Costa Rica,Puntarenas,,114USD,"Contiguo a la Escuela de Manuel Antonio, Quepos"
,Heliconia Island Lodge,Costa Rica,Horquetas,,78USD,Puerto Viejo De Sarapiqui -
,Marriott,Costa Rica,Alajuela,,187USD,Rivera De Belen - san jose
,Arenal Kioro Suites & Spa,Costa Rica,La Fortuna,,212USD,11 km North from the Catholic Church
,Arenal Paraiso Resort & Spa,Costa Rica,Alajuela,,103USD,"La Fortuna, Arenal , Alajuela, Costa Rica,"
,Ramada Plaza Herradura San Jose,Costa Rica,San Jose,,87USD,5 Km South From International Airport
,Apartotel Tairona,Costa Rica,San Pedro,,70USD,75 Metros Oeste De Taco Bell Barrio Dent
,Terraza Del Pacifico,Costa Rica,Playa Hermosa,,124USD,Playa Hermosa Po Box 168 Jaco Provincia Puntarenas
,Orosi Lodge,Costa Rica,Orosi,,62USD,25 m east of the Thermal Pools Orosi
,Hotel el Velero,Costa Rica,Playa Hermosa,,89USD,Playa Hermosa GTE
,Sea Tower Hotel,Costa Rica,Puerto Viejo de Talamanca,,45USD,"Avenida 67, Calle 217. Puerto Viejo de Limon Centro."
,Hotel M&M Playas del Coco,Costa Rica,Playas del Coco,,47USD,"150M Oeste de la Estacion de policia , Playa del Coco"
,Hotel Amor de Mar,Costa Rica,Montezuma,,78USD,In front of the entrance to the Montezuma waterfall
,La Ballena Roja Beach Bungalows,Costa Rica,Uvita,,32USD,Road to Playa Chaman-Playa Colonia and the South entrance to Marino Ballena National Park
,Hotel Suizo Loco Lodge & Resort,Costa Rica,Cahuita,,89USD,Entrada Plaza Viquez
,Hotel Cabinas Mar Y Cielo,Costa Rica,Montezuma,,34USD,Montezuma Downtown 60111 Montezuma Costa Rica
,Lizard King Hotel & Resort,Costa Rica,Puerto Viejo de Talamanca,,66USD,"Avenida 71, 100 meters south from the Puerto Viejo center"
,Playa Cielo,Costa Rica,Santa Teresa,,233USD,Santa Teresa
,Merlin,Costa Rica,Puerto Viejo de Talamanca,,67USD,"Playa Chiquita, contiguo al ex-hotel Punta Cocles, Puerto Viejo, Talamanca, Limon"
,Hotel Luz de Luna Santa Teresa,Costa Rica,Santa Teresa,,50USD,500 mts al norte de la Escuela de Santa Teresa
,Hotel Caribbean Coconut,Costa Rica,Cahuita,,92USD,Playa Grande
,Hotel Puntarenas Beach,Costa Rica,Puntarenas,,66USD,Calle 7 Av 4 Leon Cortes Castro
,Villas Acacia Beach & Garden Hotel,Costa Rica,Playa Hermosa,,84USD,Segunda entrada 250 metros Oeste
,Hotel Canto de Ballenas,Costa Rica,Uvita,,50USD,800 metros Suroeste del rio Uvita.
,La Kukula Lodge Puerto Viejo de Talamanca,Costa Rica,Puerto Viejo de Talamanca,,148USD,Playa Chiquita - Mista French Road
,Hotel la Siesta Liberia,Costa Rica,Liberia,,45USD,De la Farmacia Lux 250M Sur
,Mamma Rosa Resort,Costa Rica,Nosara,,101USD,Playa Guiones
,Hotel El Bramadero,Costa Rica,Liberia,,56USD,50 metros Norte de los semaforos entrada principal Liberia
,La Marejada,Costa Rica,Playa Grande,,84USD,200 Metros Sur Del Menae
,Hotel El Sueno Monteverde,Costa Rica,Monteverde,,12USD,100 Mts East from Banco Nacional Santa Elena
,Hotel Vista al Tortuguero,Costa Rica,Cariari,,35USD,"Cariari, Pococi, Limon, Costa Rica."
,Cabinas Balcon del Mar Tortuguero,Costa Rica,Tortuguero,,33USD,Tortuguero Limon 100 metros Norte del tanque del agua
,Samoa del Sur,Costa Rica,Golfito,,50USD,Km1 frente a carretera principal 300 metros al norte despues de la bomba de gasolina
,Hotel Bell Bird,Costa Rica,Monteverde,,22USD,"Monteverde, 300m Al Oeste De Gasolinera En Monteverde"
,Hotel Three Monkeys,Costa Rica,Montezuma,,59USD,500 meters north of Montezuma
,Pacheco Cabins,Costa Rica,Drake Bay,,45USD,25 meters west from Cabinas Murillo
,Hotel Esperanza Carrillo,Costa Rica,Puerto Carrillo,,118USD,50 meters East Guanamar Hotel APDO 65-5235
,Sugar's Monkey,Costa Rica,Playa Grande,,56USD,Playa Grande
,Vista Verde Puerto Viejo de Sarapiqui,Costa Rica,Puerto Viejo de Talamanca,,36USD,40 metros sur del restaurante Elena Brown
,Hacienda La Isla Lodge,Costa Rica,Horquetas,,81USD,"Horquetas de Sarapiqui, Barrio La Isla de Israel, 200 metros Sur del Restaurante El Valle"
,Indigo Yoga Surf Resort,Costa Rica,Malpais,,67USD,2 Km Sur De El Cruze De Playa Caarmen
,Hotel Meli Melo,Costa Rica,Santa Teresa,,47USD, 500 Metros Norte De La Plaza De Futbol
,Kinawe Cabinas,Costa Rica,Puerto Viejo de Talamanca,,62USD,3 km Before down town Puerto Viejo 5min ride to Playa Negra
,Cabinas Las Olas,Costa Rica,Tamarindo,,90USD,Playa Avellanas
,Cafe de Playa Boutique Hotel,Costa Rica,Playa Hermosa,,114USD,"900 mts este desde bar Lizard, calle de la chorrera"
,Maria's House San Jose,Costa Rica,Sabanilla,,16USD,"Vargas Araya, San Pedro de Montes de Oca"
,Nosara Suite,Costa Rica,Nosara,,900USD,"Playa Guiones Nosara, Proyecto Americano Cafe de Paris"
,Casa Paraiso Veggie Restaurant AhoraSI,Costa Rica,Samara,,11USD,diagonal Casa Esmeralda
,El Crucero Lodge,Costa Rica,Jaco,,39USD,Calle Lapa Verde Contiguo Ferreteria El Lagar
,Cabinas Tropicales Puerto Jimenez,Costa Rica,Puerto Jimenez,,45USD,Calle al Manglar 50m north of the airport
,Aldea Casa de los Mariscos,Costa Rica,Puntarenas,,24USD,Paseo de los Turistas Puntarenas Costa Rica
,KayaSol Surf Hotel,Costa Rica,Nosara,,111USD,100 M Sur Mini Super Delicias Del Mundo
,Belen Suites Heredia,Costa Rica,Heredia,,54USD,100 m West and 75 m South from Cementary
,Hotel Zabamar,Costa Rica,Jaco,,46USD,Calle Cocal frente oficnas ICE
,Thermomania,Costa Rica,Fortuna,,42USD,Contiguo a la escuela Union Ferrer fortuna de Bagaces
,La Cacatua Lodge,Costa Rica,Uvita,,77USD,2km El Este Y 500m Al Norte De Cabinas Gato
,Rancho La Botija,Costa Rica,Herradura,,40USD,A 6km de San Isidro en Perez Zeledon carretera a Rivas
,Cabinas LaliMar,Costa Rica,Puerto Coyote,,49USD,400 metro oeste Escuela San Jorge
,Hotel Las Brumas,Costa Rica,Cartago,,62USD,San Rafael de Oreamuno Cartago Costa Rica 2 Km al este del puente Beily carretera principal hacia el Parque Nacional Volcan Irazu
,Hotel Rehl,Costa Rica,San Ramon,,69USD,Bajo RodrAguez 4km camino a Santa Clara
,Hotel Rosa De Sharon,Costa Rica,Marsella,,22USD,"50m Norte Iglesia Catolica Venecia, San Carlos"
,Hotel Bar y Restaurante La Hacienda,Costa Rica,Muelle de San Carlos,,55USD,35 Costa Rica
,Hotel y Cabinas el Eden del Este,Costa Rica,Cariari,,29USD,"Cariari, Pococi, Limon, Costa Rica, Campo 3, 1 KM de la entrada"
,Hotel Villas Posada del Sol,Costa Rica,Caldera,,49USD,900 Mts Este De La Iglesia Catolica De Esparza
,Hotel Alkamar,Costa Rica,Tambor,,65USD,250 Este De La Plaza De Deportes
,Hotel Grosseto Palma Real,Costa Rica,Bejuco,,56USD,Lomas de Parrita
,Hotel Villas Colibri,Costa Rica,Alajuela,,45USD,200 Mts Sur Y 200 Mts Este Escuela Pacto Del Jocote - Urb Los Jardines
,Valley View Lodge - Finca Huetares,Costa Rica,Atenas,,43USD,Los Angeles de Atenas
,Gosen B&B,Costa Rica,Barva,,53USD,"Buena Vista de San Jose Montana, Barva"
,Hotel Mar Y Sol Tambor,Costa Rica,Tambor,,75USD,100 meters north of Costa Coral
,Tres Amigos Beach Villas,Costa Rica,Parrita,,282USD,Isla de Palo Seco
,Guacima Country Inn,Costa Rica,Alajuela,,95USD,Calle Rancho Espanol Guacima 4005
,Cabinas Esmo Frente Playa,Costa Rica,Uvita,,107USD,Bahia Ballena Sector playa Colonia
,Ola Bonita,Costa Rica,Playa Hermosa,,101USD,"De la cancha de futbol, 300 mts al sur, Playa Hermosa"
,Hotel Villa Toscana Atenas,Costa Rica,Atenas,,126USD,Del nuevo Maxipali de Atenas Sobre ruta 3 50 al este y 75 al norte
,Apartamentos El Castillo,Costa Rica,San Pedro,,77USD,50 Norte Del Banco Popular De San Pedro
,Congo Bongo Boutique Guest Houses,Costa Rica,Manzanillo,,131USD,1 Km Before Manzanillo Town
,Flor y Bambu Hotel Glamping,Costa Rica,Playa Grande,,84USD,At Cafe Del Pueblo Turn Right 300 Meters On The Left
,Hotel Los RAos,Costa Rica,Guacimo,,86USD,100 Meters East Of The Entrance To Gua Cimo Route 32
,Kakaos Lodge,Costa Rica,Potrero,,82USD,Guanacaste Santa Cruz Playa Potrero 50 metros despues segundo puente mano derecha
,Tuanis Aparthotel,Costa Rica,Jaco,,66USD,Calle Sol de Oro
,Lajuela Hostel,Costa Rica,Alajuela,,35USD,200 Norte Y 100 Este De La Mucap De La Tropicana
,AG Rooms Hotel By Alamar,Costa Rica,Puntarenas,,76USD,225 Meters West From Miguel Angel Lito Perez Stadium
,Hotel el Tropico,Costa Rica,Cariari,,40USD,"Cariari, Pococi"
,Hotel Mar y Mar Puntarenas,Costa Rica,Puntarenas,,41USD,150mt Plaza De Futbol Frente Al Mar
,Jungle Villa,Costa Rica,Manuel Antonio,,156USD,"Pacific Canyon Drive 1, Manuel Antonio"
,Hotel Alamar,Costa Rica,Puntarenas,,128USD,Final del Paseo de los Turistas frente al mar Calle 31 y Ave 4 Leon Cortes Castro
,El Mono Loco Hotel,Costa Rica,Tamarindo,,45USD,400m South Of Pacifico Condominiums
,Hotel El Atardecer,Costa Rica,Monteverde,,44USD,Monteverde
,Hotel River View Tortuguero,Costa Rica,Tortuguero,,22USD,Tortuguero Diagonal al Supermercado Las Tortugas
,Hotel Maritza Puerto Viejo de Talamanca,Costa Rica,Puerto Viejo de Talamanca,,67USD,"70 mts este de la terminal de buses, Hotel Maritza, Puerto Viejo de Limon, Talamanca"
,La Princesa Hotel San Isidro de El General,Costa Rica,San Isidro de El General,,50USD,SanRafael Norte SanIsidro Perez Zeledon contiguo a la escuela Melice Salazar
,Hotel Los Mangos,Costa Rica,Montezuma,,58USD,300 Metros Del Centro De Montezuma Carretara A Cabuya
,Hotel Maguey,Costa Rica,La Virgen,,39USD,300 Metros De La Escuela De Chilamate De Sarapiqui
