country,rooms,area,street,price,chain,name
Indonesia,,Payangan,"Br. Tebe Kauh, Melinggih Kelod, Payangan",0,,Melinggih Guesthouse
Indonesia,,Kuta,Jalan Kubu Anyar Gang Kingkong 1 No.8B,0,,Pondok Lestari
Indonesia,,Nusa Lembongan,Mushroom Bay,0,,Lembongan Island Villas
Indonesia,,Dencarik,Jl. Lotus No. 8 ,0,,Villa Hikume Bali
Indonesia,,Candi Dasa,"Mendira Beach, Sengkidu, Karangasem",0,,Pondok Wisata Dwi Amerta
Indonesia,,Canggu,Different locations in Canggu,0,,Sakova Villas Canggu Tegal Sari
Indonesia,,Legian,Jalan Melasti Gang Lebak Bena Legian Kelod Kuta,0,,Lolo House Homestay
Indonesia,,Saba Bai,"Jl. Alas Arum No. 48, Sukawati ",0,,Villa Pekandelan
Indonesia,,Seminyak,"Jl. Drupadi 99X, Petitenget",0,,Villa Mata Hari
Indonesia,,Ubud,"Jl. Suweta, Br. Samban",0,,Pondok Balok
Indonesia,,Tua,"Jl. Dalem Tarukan No. 7, Taman Mumbul P.O. Box 133, Nusa Dua 80363 Bali - Indonesia",0,,Goodway Hotels And Resort
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Villa Yumi
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Villa Tamika
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Villa Paradise Seminyak
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Dayana Villa Canggu
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Villas De Kampoeng
Indonesia,,Kerobokan,Jalan Dukuh Indah No. 24 B,0,,Villa Kupu Kupu Kerobokan
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Balinese House Package @ Klungkung
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Villa Reflections
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Villa Pondok Dewik
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Pondok Lembah Dukuh Homestay
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Padoba Mimpi Homestay
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Villa Segu
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Villa Homestay Sanur
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Hotel Ida Candidasa
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Melinggih Guesthouse
Indonesia,,Gianyar,Dusun Kawan Desa Timuhun Klungkung - Bali,0,,Pondok Lestari
Indonesia,,Nusa Lembongan,Mushroom Bay,0,,Lembongan Island Villas
Indonesia,,Dencarik,Jl. Lotus No. 8 ,0,,Villa Hikume Bali
Indonesia,,Candi Dasa,"Mendira Beach, Sengkidu, Karangasem",0,,Pondok Wisata Dwi Amerta
Indonesia,,Canggu,Different locations in Canggu,0,,Sakova Villas Canggu Tegal Sari
Indonesia,,Legian,Jalan Melasti Gang Lebak Bena Legian Kelod Kuta,0,,Lolo House Homestay
Indonesia,,Saba Bai,"Jl. Alas Arum No. 48, Sukawati ",0,,Villa Pekandelan
Indonesia,,Seminyak,"Jl. Drupadi 99X, Petitenget",0,,Villa Mata Hari
Indonesia,,Ubud,"Jl. Suweta, Br. Samban",0,,Pondok Balok
Indonesia,,Tua,"Jl. Dalem Tarukan No. 7, Taman Mumbul P.O. Box 133, Nusa Dua 80363 Bali - Indonesia",0,,Goodway Hotels And Resort
Indonesia,,Kerobokan,Jl. Umalas Klecung Gg. Badung Kerobokan,0,,Villa Yumi
Indonesia,,Denpasar,Jalan Tukad Punggawa 1 No.49,0,,Villa Tamika
Indonesia,,Seminyak,Jalan Mertanadi No. 42,0,,Villa Paradise Seminyak
Indonesia,,Canggu,Jalan Raya Semat . Gang Jatayu No.3 Berawa,0,,Dayana Villa Canggu
Indonesia,,Kerobokan,"Jalan Gunung Salak Utara No.25, Padang Sambian - Kerobokan",0,,Villas De Kampoeng
Indonesia,,Kerobokan,Jalan Dukuh Indah No. 24 B,0,,Villa Kupu Kupu Kerobokan
Indonesia,,Seminyak,"Jalan Seminyak, Gang Bima no 7",0,,Villa Reflections
Indonesia,,Seminyak,Jalan Drupadi No. 11 Gang Jayatu,0,,Villa Pondok Dewik
Indonesia,,Ababi,"Tirtagangga, Karangasem",0,,Pondok Lembah Dukuh Homestay
Indonesia,,Ababi,"Tanah Lengis, Ababi",0,,Padoba Mimpi Homestay
Indonesia,,Denpasar,"Jalan Mahendradata, Pura Banyu Kuning No. A3 ",0,,Villa Segu
Indonesia,,Sanur,Jalan Bet Ngandang 1/6c,0,,Villa Homestay Sanur
Indonesia,,Seminyak,"Jalan Dewi Saraswati 2, Seminyak, Kuta",0,,La Chloe Magic Villa
Indonesia,,Antasari,"Jalan Pedungan, Banjar Bonian, Antap-Selemandeg",0,,Villa Bonian
Indonesia,,Seminyak,Different locations in Seminyak,0,,Sakova Villas Laksmana Complex
Indonesia,,Payangan,Desa Singaprang,0,,Sharing Bali
Indonesia,,Jimbaran,Different locations in Jimbaran,0,,Villa Monkey and Villa Maldino
Indonesia,,Seminyak,Jl. Mertanadi Gg. Bidadari IIF,0,,Villa Shiva Reva
Indonesia,,Seminyak,"Jalan Bidadari, Gang. Priuk",0,,Tri Villa 2
Indonesia,,Seminyak,"Jalan. Sari Dewi No. 12, Basangkasa",0,,Seminyak Suites Resort
Indonesia,,Baha,"Jl. Teleng , Desa Baha Mengwi - Badung ",0,,The Cengkoks Resort And Villas Badung
Indonesia,,Sanur,Jalan Pungutan No. 3,0,,Villa Karo Sanur
Indonesia,,Ubud,"Jl. Tirta Tawar, Br. Junjungan Ubud",0,,Deta Uma Pacung Junjungan House
Indonesia,,Ubud,"Raya Melayang, Laplapan",0,,Villa Rumah Capung Ubud
Indonesia,,Nusa Dua,Jalan Pulasari Gang Leci No 342,0,,Villa Evania
Indonesia,,Dencarik,Jalan Lotus M3,0,,Villa Rigpa
Indonesia,,Canggu,Jl. Pantai Batu Bolong - Canggu,0,,Pande Soul Canggu
Indonesia,,Bebetin,"Menyali Village, Sawan District, Buleleng Regency",0,,Bali Nature Explorer
Indonesia,,Kerobokan,"Jalan Merta Sari, Perum. Puri Priskila 46C",0,,Villa Belin
Indonesia,,Seminyak,"Jalan Bali Deli, Gang Bali Santi No 19 ",0,,Villa Santi Seminyak
Indonesia,,Seminyak,Sunset Road 105 ,0,,Shanti Villa Seminyak
Indonesia,,Seminyak,Jalan Telaga Waja No 10,0,,Villa Victoria Jalan Telaga
Indonesia,,Sanur,"Jl. Belanjong, No. 22A - B",0,,Rumah Colonial Blanjong
Indonesia,,Jimbaran,Jl. Bantas Kangin 9B Kedonganan,0,,Mirah Homestay
Indonesia,,Canggu,Jalan Pipitan Sari ,0,,Villa Joglo Alam
Indonesia,,Seminyak,Jl. Braban,0,,Sally's Bungalows
Indonesia,,Canggu,Jalan Pura Kayu Putih No. 90 A,0,,Villa Baraka
Indonesia,,Kuta,Jl. Kediri 20,0,,Mutiara Homestay
Indonesia,,Seminyak,"Jl. Yudistira, Puring alley No 8 ",0,,The Lontar Hotel
Indonesia,,Seminyak,"Jalan Raya Seminyak, Gang Bima 2X & 3X ",0,,Villa E2
Indonesia,,Kerobokan,Jalan Bumbak 126,0,,Bouganville
Indonesia,,Nusa Dua,"Jl. Taman Sari, Taman Yasa 1",0,,Villa Francesca Nusa Dua
Indonesia,,Nusa Penida,Jalan Pantai Kutampi,0,,Pemda Bungalow
Indonesia,,Lovina,Jalan Damai Kalibukbuk,0,,Resident Lovina
Indonesia,,Denpasar,Jln Raya Puputan II Blok B3 Renon - Denpasar - Bali,0,,Udayana Lodge Denpasar
Indonesia,,Jimbaran,"Pasraman Universitas Udayana, Jl RS Udayana, Blok A6 ",0,,Place For Pleasure
Indonesia,,Seminyak,Jl. Dyhana Pura,0,,Villa by Da Beach
Indonesia,,Gianyar,Jl Ib Mantra Km 198,0,,Nirwana Beach Club & Spa
Indonesia,,Nusa Lembongan,"Jungut Batu, Lembongan",0,,Jani Homestay
Indonesia,,Seminyak,Jl.Raya Seminyak Gg.Keraton No.13,0,,Acacias Villa
Indonesia,,Seminyak,Different locations in Seminyak,0,,Sakova Villas Sunset Road
Indonesia,,Lovina,"Jl. Pemaron Lovina, Singaraja",0,,Villa Pemaron
Indonesia,,Seminyak,Jl. Kayu Cendana No. 2A Oberoi,0,,Williams Studio Room
Indonesia,,Jimbaran,"Jalan Raya Uluwatu, Gg. Gigit Sari Jimbaran",0,,Moments Jimbaran
Indonesia,,Kerobokan,Jl. Raya Umalas ,0,,Villa Bali Bali Two
Indonesia,,Seminyak,Jl. Bidadari ,0,,Villa Kalini
Indonesia,,Tuban,Jl. Taman Sari 11 A ,0,,Chloe Cottage
Indonesia,,Ubud,Jalan Kelaban Moding,0,,Komala 2
Indonesia,,Ubud,Jalan Tirta Tarwar,0,,Pondok
Indonesia,,Legian,"Jalan Dewi Sri IV, No. 69",0,,Villa Colourful
Indonesia,,Ungasan,"Jl. Toyaning II Banjar Wanagiri, Gang Ganesha, Ungasan ",0,,Villa Orchidee Bali
Indonesia,,Tabanan,Jl. Teleng No. 59 X Br. Cengkok Desa Baha,0,,The Cengkok's Resort and Villas
Indonesia,,Kerobokan,Jl. Bumbak Dauh,0,,Villa Kraal
Indonesia,,Ubud,Jl. Sriwedari No. 45,0,,Tjeku House
Indonesia,,Kerobokan,Jl.Pengubengan Kauh No.14,0,,Villa Jasmine Kerobokan
Indonesia,,Kerobokan,Jl.Tegal Cupek Gang Barata No 2,0,,Cozy Umalas Bali Guest house
Indonesia,,Ababi,Jalan Desa Temega Kelurahan Padangkerta,0,,Mega View
Indonesia,,Jimbaran,"Jl. Batur Raya No. 50 Taman Griya, Jimbaran",0,,Cozy House
Indonesia,,Jimbaran,"Jalan. Uluwatu
Gang Gigit Sari ",0,,Villa Kalyana
Indonesia,,Canggu,"Jalan Pantai Berawa No 37, Tegalsari",0,,Villa Cocoon Bali
Indonesia,,Tigawasa,"Jalan Cempaga / Jalan Air Singsing ,Bali",0,,Hamsa Resort
Indonesia,,Ubud,Jalan Sriwedari No 78,0,,Yogalaya Ubud Resort
Indonesia,,Seminyak,Jl. Camplung Tanduk Gang Melon ,0,,Lataliana I Villa
Indonesia,,Kubu,"Kubu ,Bali",0,,Resort Relax Bali
Indonesia,,Ubud,"Jalan raya bunutan, batukurung II no 2",0,,Honeymoon Green Villa
Indonesia,,Amed,Jalan Raya Bunutan - Amed,0,,Om Shanti Cottages
Indonesia,,Pemuteran,Jalan Singaraja Gilimanuk,0,,Kuda Laut Bungalows & Diving
Indonesia,,Kubupenlokan,"Jalan Raya Penelokan, ,Bali 80652",0,,Volcania Guest House
Indonesia,,Kuta,"Jalan Legian Gang Mangga No. 5, Kuta",0,,Mangga Lima Inn
Indonesia,,Seminyak,Jalan Mertanadi Gg. Kubu Carik No.1,0,,Bliss Villa Bali
Indonesia,,Seminyak,Jalan Drupadi,0,,Villa Sanook
Indonesia,,Seminyak,Jalan Mertanadi no 56,0,,Villa Bali Cocoon
Indonesia,,Tanjung Benoa,"Jalan Pratama, Tanjung Benoa Nusa Dua, Denpasar",0,,Pondok Agung Home Stay
Indonesia,,Canggu,"Jl. Pantai Berawa, Canggu",0,,Surfer Village
Indonesia,,Sanur,Jl. Danau Tamblingan Gang Penjor 7B Sanur,0,,Pondok Satria
Indonesia,,Sanur,Jl Bumi Ayu Gang Jasmine No 1,0,,G Saskara Homestay
Indonesia,,Seminyak,Jalan. Drupadi II,0,,Jero 1b Hotel
Indonesia,,Seminyak,"Jl. Nakula, Gg. Baik Baik, Gg. Gita Ayu Seminyak",0,,VILLA NANI Seminyak
Indonesia,,Canggu,Jalan Pantai Batu Mejan,0,,Ketapang Guest House
Indonesia,,Canggu,Jalan Raya Semat,0,,Taman Perancak
Indonesia,,Ungasan,Jalan Pura Masuka 12,0,,Rumah Orchid Ungasan
Indonesia,,Ungasan,Jalan Songnipi No 8,0,,WG Hotel Jimbaran
Indonesia,,Ubud,Jalan Sriwedari,0,,Legon
Indonesia,,Ubud,Jalan Monkey Forest,0,,Kubu Saren
Indonesia,,Seminyak,Jl.Bidadari III No.3,0,,Island C Villa
Indonesia,,Canggu,Jalan Pantai Brawa,0,,Villa Batu Sari
Indonesia,,Seminyak,Jalan Dyana Pura Gang Melon No 4,0,,Villa Baby Melon
Indonesia,,Canggu,"Jl. Tegal Sari No. 29, Br. Tegal Gundul",0,,Ayu Guest House Canggu
Indonesia,,Sanur,"Jalan Bumi Ayu, Gang 1 No. 2",0,,Villa Lotus Sanur Bali
Indonesia,,Canggu,"Jalan Subak Sari No 30, Banjar Tegal Gundul,",0,,Sakova Villas Canggu Subak Sari
Indonesia,,Legian,Jl. Pantai Kuta,0,,Komala Indah 2 Sunset
Indonesia,,Jimbaran,Jl. Kutilang no. 9 Perum Puri Gading,0,,Bali Kaffirlime Inn
Indonesia,,Seminyak,Jl. Raya Seminyak,0,,Pondok Pisang Seminyak
Indonesia,,Seminyak,"Jl. Petitenget, Gg. Telaga Waja No. 18A",0,,Villa Koyama
Indonesia,,Seminyak,Jl. Laksmana 12 x,0,,Mahalini Bungalow 3
Indonesia,,Ubud,Jl Umalas Ii No 53,0,,Pelangi Estate Ubud
Indonesia,,Amed,Jl. Raya Bunutan,0,,Ganeshamed Villa
Indonesia,,Ubud,Different locations in Ubud,0,,Villa Ubud
Indonesia,,Canggu,"Pantai Batu Bolong Street, Bali",0,,Soul Villa
Indonesia,,Ubud,"Jalan Jembawan No.29, Padang Tegal, Bali",0,,Hutama Accomodation
Indonesia,,Denpasar,Jl. Tukad Yeh Ho II No.5 Renon,0,,Pemondokan Putra's Siman
Indonesia,,Canggu,Jl. Babakan Kubu No.1 Br. Babakan Kuta Utara,0,,Villa Marsuka
Indonesia,,Kubutambahan,Jl. Raya Air Sanih Yeh Buah,0,,Villa Sisi Pantai
Indonesia,,Seminyak,Jalan Merta Sari No. 2,0,,Dayana Villa
Indonesia,,Seminyak,"Jalan Petitenget Gang Telaga Waja, Villa No 5, North Kuta, Badung, Indonesia",0,,Villa Telaga
Indonesia,,Canggu,Jalan Pantai Nelayan No 75,0,,Villa Wiljoba
Indonesia,,Seminyak,Jl. Abimanyu 66,0,,Contiki Resort Bali
Indonesia,,Seminyak,Jalan Kayu Aya 99C Seminyak,0,,The Joglo Residence
Indonesia,,Ubud,Jalan Suweta Lorong Mawar,0,,Anita's Ubud Villa
Indonesia,,Jimbaran,"Jl. Blong Keker, Jimbaran",0,,Ombak Project
Indonesia,,Nusa Lembongan,Jungut Batu - Lembongan ,0,,Villa Wayan J&S Jungle
Indonesia,,Canggu,Jalan Tegal Sari Gang Jepun 13,0,,Villa Aad Kevala
Indonesia,,Canggu,"Jalan Pura Blulang Yeh, Ds. Padang Linjong",0,,Tara Villa Canggu
Indonesia,,Jimbaran,Jlpalapa Xi Perum Palapa Kencana B45,0,,Dedari Villa
Indonesia,,Seminyak,Different locations in Seminyak,0,,VillaRu
Indonesia,,Saba Bai,Jl. By Pass Prof Dr Ida Bagus Mantra Pantai Saba 80581 Gianyar - Bali - Indonesia,0,,Villa Kishi_kishi
Indonesia,,Seminyak,"Jl. Tangkuban Perahu, Gg. Tunjung 2, No. 9 Br. Pengipian Kerobokan",0,,Bali Bliss Residence
Indonesia,,Seminyak,Jalan Kerta Rahayu A33suwung Kangin,0,,Villa Surga Seminyak
Indonesia,,Jimbaran,Jalan Karang Mas Sejahtera No 100X Bali,0,,Chedi Club Jimbaran
Indonesia,,Canggu,"Jl. Pemelisan Agung, Gang Kembali, Brawa ",0,,Villa Cicak
Indonesia,,Nusa Dua,Jalan Dharmawangsa,0,,Payung Garden Villa
Indonesia,,Kerobokan,Jl. Bumbak Gang Pulau Buru ,0,,Bali Asih Villa Three
Indonesia,,Seminyak,Jl. Petitenget Gg. Villa Kendal,0,,Villa Moon 1
Indonesia,,Celukan Bawang,Jl. Ayodya Pura,0,,Villa Brongbong Rimba
Indonesia,,Kuta,Jalan Pararaton Raya No 9A Kuta 80361 Bali Indonesia,0,,RedDoorz @ Dewi Sri 2
Indonesia,,Nusa Dua,Po Box 6,0,,Baulu Village
Indonesia,,Uluwatu,Jalan Pantai Suluban,0,,Uluwatu Surf House
Indonesia,,Canggu,"Jl.Pantai Berawa, Br.Berawa, Desa Tibubeneng, Kecamatan Kuta Utara, Kabupaten Badung, BALI",0,,Widi Homestay
Indonesia,,Ubud,061-,0,,Silintong
Indonesia,,Jimbaran,"Jl. Danau Tamblingan II No. 12, Taman Griya ",0,,The Buga Guest House
Indonesia,,Kuta,Jl.,0,,Holiday Bali Resort
Indonesia,,Kerobokan,Jalan Kuwum II,0,,Elok Villa
Indonesia,,Kerobokan,Jl. Gunung Salak Gang Palma,0,,Mahagauri Villa Bali
Indonesia,,Kerobokan,Jl. Pekandelan 28C,0,,Villaveeta
Indonesia,,Seminyak,"Jalan Baik Baik, Gang Taman Sari No. 7",0,,The Wood Double Six Villa Bali
Indonesia,,Dawan Klod,J1 Raya Nusa Dua Selatan P O Box 76 Nusa Dua 80363 Bali - Indonesia,0,,The Bale Private Villa and Spa
Indonesia,,Legian,"Jln Raya Sebali , Payogan , Ubud Bali - Denpasar",0,,Villa Prana Shanti Legian
Indonesia,,Dalang,Nyuhkuning Ubud,0,,Alam Shanti
Indonesia,,Seminyak,"Jalan Arjuna, Gang Raja",0,,Villa Lily Seminyak
Indonesia,,Gianyar,"Desa Saba Kecamatan Belah Batuh Kabupaten Gianyar, P.O. Box 150, Saba Bai, Bali, 80500, Indonesia",0,,Lor In Hotel Saba Bai
Indonesia,,Seminyak,"Jalan Sari Temuku 8b, Seminyak, Bali",0,,Villa Manik Seminyak
Indonesia,,Lovina,Laviana Street,0,,Banyualit Spa And Resort
Indonesia,,Bunutan,"Jl. Raya Bunutan, Br. Dinas Bunutan, Desa Bunutan, Karangasem ,Bali 80852",0,,Double Villas Ii
Indonesia,,Sanda,"Sanda Village ,Bali 82163",0,,Sanda Boutique Villas
Indonesia,,Kuta,Jl Bakung Sari No 81 Kuta 80361 Bali Indonesia,0,,Kuta Beach Club Hotel & Spa
Indonesia,,Legian,Jl Nakula No 9 Legian Bali Indonesia,0,,Sara Residence Hotel Bali
Indonesia,,Tanjung Benoa,"P.O Box 24, Pratama Street, Nusa Dua 80361, Bali, Indonesia",0,,Kind Villa Bintang Resort Tanjung Benoa
Indonesia,,Jatiluwih,Jl H O S Cokroaminoto 23 - 25 Denpasar Bali,0,,POP Hotel Cokroaminoto Bali
Indonesia,,Payangan,Jl Raya Klusa Desa Klusa Ubud - Bali,0,,Jiwaklusa Boutique Villa Bali
Indonesia,,Seminyak,Jalan Raya Seminyak Gang Bima 2X-3X,0,,Bima Boutique Resort
Indonesia,,Seminyak,"Jalan Villa Lalu, Nomor 5",0,,Villa Ziwa Seminyak
Indonesia,,Kuta,Jl By Pass Ngurah Rai no 38 Kuta Bali,0,,Q Hotel Kuta
Indonesia,,Denpasar,"Jl. Gunung Mas Gg. Dieng VI Ndeg13, Kerobokan, Br Tegal Buah Padang Sambian Kelod",0,,The Rouxel Villa
Indonesia,,Seminyak,Jalan Nakula Barat Gang Baik-baik 1 80361 Seminyak Indonesia,0,,Vidya Bali Villa by Nagisa Bali
Indonesia,,Jimbaran,Jalan Pantai Balangan 80361 Jimbaran Indonesia,0,,4 Bedrooms Luxury Casa De Balangan
Indonesia,,Seminyak,Jl. Bidadari II No. 2,0,,Kalini Villas
Indonesia,,Kerobokan,"Jalan Umalas Lestari Gg. Darma No. 555, Umalas",0,,Sakova Villa Umalas Lestari
Indonesia,,Kuta,Jalan Mataram No.18E,0,,Pink Bali Hotel
Indonesia,,Ubud,"Jalan Katik, Penestanan",0,,Hanoman's House
Indonesia,,Manggis,"Jalan Raya Candidasa, Buitan, Manggis - Karangasem",0,,Beachfront Villas Lucia Stella
Indonesia,,Seminyak,"Jl. Pura Telaga Waja, Petitenget, Bali",0,,Eminyak
Indonesia,,Jimbaran,Park View Height Jl. Baru no.22 Kampial Nusa Dua,0,,Villa Rock Bali Nusa Dua
Indonesia,,Nusa Dua,Po Box 77 80363 Nusa Dua,0,,The Laguna A Luxury Collection Resort & Spa Nusa Dua Bali
Indonesia,,Seminyak,"Jl. Lebak Sari, Gang Star No. 3",0,,Darma House Villa Petitenget
Indonesia,,Ungasan,Jalan Karang Putih Kutuh Beach 80361 Nusa Dua Indonesia,0,,Villa Karang Dua by Nagisa Bali
Indonesia,,Jimbaran,"Jalan Uluwatu, Politeknik Negeri Bali",0,,The Wing Ed Hotel Bali
Indonesia,,Jimbaran,Jalan bukit Damai No 2,0,,Villa Two Jimbaran
Indonesia,,Kerobokan,"Jl. Bumbak, Gg. P. Bintan",0,,Villa Sunia Kund Bali
Indonesia,,Nusa Dua,JL Terompong 8,0,,House Terompong
Indonesia,,Seminyak,Jalan Kunti I no 98 Seminyak,0,,Mahalini 4
Indonesia,,Ungasan,Jalan Melasti Ungasan Jimbaran Bali 80361 Uluwatu Indonesia,0,,Casablanca Villa by Nagisa Bali
Indonesia,,Canggu,Jalan Raya Canggu Kuta Utara Kabupaten Badung Bali 80361 Indonesia,0,,Humawake Villa Canggu
Indonesia,,Amed,Amed Beach Tukadze,0,,Rasta Bar & Bungalows
Indonesia,,Kerobokan,Jl. Bumbak Dauh Gang P. Buton,0,,Zuma Villa Umalas
Indonesia,,Ubud,Jalan Tirta Tawar,0,,Beji Sari
Indonesia,,Ubud,Jl Sawah Indah Raya Teges Peliatan Ubud,0,,Villa Pancawara
Indonesia,,Kerobokan,80361 Jl Tegal Cupek Banjar Anyar Kelod Kerobokan Umalas Seminyak Kuta Bali - Indonesia,0,,D bulakan Villa & Spa Umalas Ex Y Villa
Indonesia,,Ubud,Jl Laksamana Seminyak Peti Tenget,0,,The Samaya Bali
Indonesia,,Ubud,Jalan Nyuh Kuning Pengosekan Ubud,0,,The Ubud Village Resort Bali
Indonesia,,Pecatu,"Jl. Raya, Gg. Merpati No. 3, Pecatu ",0,,Villa Di Kebun
Indonesia,,Kuta,Jl.Benesari,0,,Bw
Indonesia,,Jimbaran,Jalan Segara Madu No 101 Kelan,0,,Surya Madu Residence
Indonesia,,Seminyak,Jl. Petitenget Gang Kubu Anyar,0,,Nyaman Villa Petitenget
Indonesia,,Seminyak,"Jalan Batu Belig, Gang Daksina",0,,Villa Pondok Sugi
Indonesia,,Seminyak,Jalan Gunung Athena 1 No 19,0,,Villa Emma Seminyak
Indonesia,,Ubud,Jalan Pandu,0,,Serene Teak House
Indonesia,,Legian,"Jalan Sriwijaya, Gang Pisang 2 Nomor 1, Kuta",0,,Apartment Ziwa Kuta
Indonesia,,Amed,Jalan Raya Bunutan,0,,Villa Tymore
Indonesia,,Legian,"Jl. Sri Rama Gang Puri Agung, Villa no.1 Nakula",0,,Villa Alannah
Indonesia,,Nusa Lembongan,Jungut Batu - Lembongan,0,,Kubu Sari Guesthouse Lembongan
Indonesia,,Seminyak,Jalan Beji Ayu,0,,Villa Shanti Seminyak
Indonesia,,Denpasar,Jalan Raya Singapadu Gang Saraswati Gianyar Bali,0,,Ubud Saraswati Residence
Indonesia,,Ubud,Jl Sriwedari 100 Br Taman Kaja Ubud,0,,Pondok Loris Guest House
Indonesia,,Kerobokan,Jl. Umalas Klecung No. 5A,0,,Villa Membuka
Indonesia,,Ungasan,Jalan Pura Masuka,0,,Villas Kencana
Indonesia,,Jimbaran,"Jalan Batur Raya Taman Griya, Perumahan Pranagraha No. 88",0,,Villa Dilla
Indonesia,,Seminyak,Jl Raya Kerobokan 111b,0,,Villa Mamasan
Indonesia,,Canggu,Jalan Tegal Sari No. 37,0,,Bali Coconut Living Villa Madu
Indonesia,,Kerobokan,"Jl. Umalas II, No. 87",0,,L'onda Villa
Indonesia,,Celukan Bawang,"Jalan Raya Gilimanuk, Gang Labuan Muding, Desa Brongbong",0,,Villa Yudhistira
Indonesia,,Sanur,80228 Jalan Karang Sari No 5 Sanur Bali Indonesia,0,,Bali Luxury Villa Rentals
Indonesia,,Seminyak,"Jalan Arjuna, Gang Eddi Cottages No.9",0,,Balipop
Indonesia,,Jimbaran,Jalan Nyuh Bojog Banjar Nyuh Kuning Ubud,0,,Mawa House Jimbaran
Indonesia,,Jimbaran,Jl Nusa Indah N0 88 Br Manyar Ketewel,0,,Suarti Resort Villas & Gallery Jimbaran
Indonesia,,Kuta,Jl Legian Poppies Lane Ii,0,,Barong Bali Hotel
Indonesia,,Nusa Lembongan,Jalan Jungut Batu - Lembongan,0,,My Home Stay Nusa Lembongan
Indonesia,,Seminyak,Jl. Dewi Saraswati 4,0,,D-Asih Villa
Indonesia,,Ubud,"Br. Pengosekan, Mas",0,,Bali Dream House Oka's Bungalow
Indonesia,,Seminyak,Jl. Mertanadi Gang Kubu Alit No. 3,0,,Villa Singken
Indonesia,,Buwit,Buwit Village KM 8,0,,El Bari Villa
Indonesia,,Legian,Jl Melasti No 1 Legian Kuta Bali 14450 Indonesia,0,,Oranjje Hotel Kuta
Indonesia,,Sanur,Jalan Hang Tuah 46 Sanur 80228 Bali Indonesia,0,,Sanur Paradise Hotel And Suites
Indonesia,,Antasari,"Jalan Pedungan, Banjar Bonian, Antap-Selemandeg",0,,Villa Belanda
Indonesia,,Rejasa,Jl Bypass Ngurah Rai No 188 X,0,,POP Hotel Nusa Dua Bali
Indonesia,,Legian,Jl. Sri Kresna No. 81X,0,,Villa Joglo Kuta
Indonesia,,Sanur,Jalan Sudamala I no.12,0,,Apartment Gopa Dream
Indonesia,,Legian,Jalan Dewi Sri 1,0,,Naga Villa
Indonesia,,Nusa Dua,Ubud 80571 Sayan Bali Indonesia,0,,Kayu Manis Villa Nusa Dua
Indonesia,,Pecatu,80364 Kawasan Pecatu Indha Resort Jl New Kuta Condotel Kuta Selatan Bali,0,,Lexington New Kuta Condotel
Indonesia,,Nusa Dua,Jl Gunung Payung Sawangan Nusa Dua Bali,0,,Nirwana Kita Villa
Indonesia,,Kuta,"Jalan Jenggala No. 31, South",0,,Shri Aryma Beach Resort
Indonesia,,Ubud,0,0,,De Munut
Indonesia,,Seminyak,0,0,,Villa Aya Seminyak
Indonesia,,Candi Dasa,0,0,,Ashyana Candidasa Resort
Indonesia,,Ubud,"Penestanan, Ubud, Bali, Indsia",0,,Dewa Bharata Ubud
Indonesia,,Seminyak,"Laksmana Street, Gang Putu ,Bali 80361",0,,Villa Nougat Seminyak
Indonesia,,Antasari,"Tangguntiti Village, East Selemadeg, Tabanan ,Bali 82162",0,,Villa Tangguntiti Antasari
Indonesia,,Ubud,"Jalan Raya Sanggingan ,Bali",0,,Lumbung Beji
Indonesia,,Nusa Lembongan,Jungut Batu,0,,Mango Tree Bungalow in the Jungle
Indonesia,,Batunya,"Jl. Raya Luwus, Bedugul - Tabanan",0,,Mawar Lestari Homestay
Indonesia,,Seminyak,"Jalan Kayu Aya, Gang Villa Bugis",0,,Villa Mareva
Indonesia,,Seminyak,"Jalan Batu Belig, Gang Daksina 16, Kerobokan, Bali",0,,Umah Di Desa
Indonesia,,Lovina,Jl. Pemaron Lovina Singaraja,0,,Villa Romantika Lovina
Indonesia,,Kerobokan,Jl Umalas Tunon Gg Madeline No 2,0,,Villa Kalih
Indonesia,,Kerobokan,Jalan Umalas Klecung Gang Badung No. 1,0,,Villa Dora Kerobokan
