,Brand,,,Model Number,Cost Price,Discontinued,NEW,All Best-seller,Ray-Ban Best-seller
,Ray-Ban Junior,,,RJ9537S 212/6G 40,28.22,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 249/4V 50,28.22,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 212/6G 50,28.22,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9506S 250/30 50,28.22,NO,YES,NO,NO
,Guess,,,GU6389 59E 13,28.75,NO,YES,NO,NO
,Guess,,,GU7459 57F 52,30,NO,YES,NO,NO
,Guess,,,GU7234 62P 47,30.95,NO,YES,YES,NO
,Guess,,,GU7297 P52 64,30.95,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9060S 70062Y 50,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9050S 70182Y 45,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9060S 70064V 50,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9060S 700555 50,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9060S 70096Q 50,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9050S 100S30 45,31.8,NO,YES,NO,NO
,Ray-Ban Junior,,,RJ9061S 70065A 49,31.8,NO,YES,NO,NO
,Ralph By Ralph Lauren,,,RA5141 107068 57,32.41,NO,YES,NO,NO
,Ralph By Ralph Lauren,,,RA5141 107213 57,32.41,NO,YES,NO,NO
,Guess,,,GU6509 28C 00,32.5,NO,YES,YES,NO
,Guess,,,GU6509 32C 00,32.5,NO,YES,YES,NO
,Guess,,,GU6509 S57 00,32.5,NO,YES,YES,NO
,Guess,,,GU7404 28X 59,32.5,NO,YES,NO,NO
,Guess,,,GU7425 52E 56,32.5,NO,YES,NO,NO
,Guess,,,GU7234 E26 62,32.75,NO,YES,YES,NO
,Guess,,,GU7255 H73 63,32.75,NO,YES,YES,NO
,Guess,,,GU7255 P37 63,32.75,NO,YES,YES,NO
,Guess,,,GU7255 Q89 63,32.75,NO,YES,YES,NO
,Guess,,,GU7368 32F 61,34.8,NO,YES,NO,NO
,Guess,,,GU7387 21C 52,34.8,NO,YES,NO,NO
,Guess,,,GU7387 72G 52,34.8,NO,YES,NO,NO
,Ray-Ban,,,RX7085 5584 52,35.93,NO,YES,NO,NO
,Ray-Ban,,,RX6331 2620 52,35.93,NO,YES,NO,NO
,Ralph By Ralph Lauren,,,RA5150 599/8H 59,36.04,NO,YES,NO,NO
,Ralph By Ralph Lauren,,,RA5168 501/11 58,36.04,NO,YES,NO,NO
,Michael Kors,,,MK4030 3162 52,36.86,NO,YES,NO,NO
,Michael Kors,,,MK4030 3163 54,36.86,NO,YES,NO,NO
,Guess,,,GU7439 56C 54,37,NO,YES,NO,NO
,Guess,,,GU7439 78C 54,37,NO,YES,NO,NO
,Guess,,,GU7440 56C 54,37,NO,YES,NO,NO
,Guess,,,GU7440 78C 54,37,NO,YES,NO,NO
,Guess,,,GU7448 09C 52,37,NO,YES,NO,NO
,Guess,,,GU7448 10C 52,37,NO,YES,NO,NO
,Guess,,,GU7448 21G 52,37,NO,YES,NO,NO
,Guess,,,GU7448 29C 52,37,NO,YES,NO,NO
,Guess,,,GU7454 56C 51,37,NO,YES,NO,NO
,Guess,,,GU7454 78C 51,37,NO,YES,NO,NO
,Guess,,,GU7439 01B 54,37,NO,YES,NO,NO
,Guess,,,GU7440 01B 54,37,NO,YES,NO,NO
,Guess,,,GU7448 02B 52,37,NO,YES,NO,NO
,Guess,,,GU7448 32B 52,37,NO,YES,NO,NO
,Guess,,,GU7454 01B 51,37,NO,YES,NO,NO
,Guess,,,GU7443 10C 60,37,NO,YES,NO,NO
,Guess,,,GU7407 21C 00,37,NO,YES,NO,NO
,Guess,,,GU7407 52F 00,37,NO,YES,NO,NO
,Guess,,,GU7407 01B 00,37,NO,YES,NO,NO
,Guess,,,GU7254GLD-34 115,37.75,NO,YES,YES,NO
,Marshall Eyewear,,,BOB LARGE VINYL,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,NICO GREY TRANSP,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,NICO VINYL,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,BOB LARGE TURTLE GREEN,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,BOB SMALL TURTLE GREEN,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,BOB SMALL VINYL,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JACK GOLD,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JACK HAVANA DAYS,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JIMI BLACK VELVET,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JIMI GUN,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JOHNNY LARGE DARK TURTLE,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JOHNNY LARGE VINYL,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JOHNNY SMALL DARK TURTLE,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,JOHNNY SMALL VINYL,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK LARGE BLACK VELVET,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK LARGE GOLD,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK LARGE GUN,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK SMALL BLACK VELVET,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK SMALL GOLD,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,MICK SMALL GUN,38.39,NO,YES,NO,NO
,Marshall Eyewear,,,NICO DARK TURTLE,38.39,NO,YES,NO,NO
,Ray-Ban,,,RX5114 2097 54,38.94,NO,YES,NO,NO
,Ray-Ban,,,RX2180V 2000 47,38.94,NO,YES,NO,NO
,Guess,,,GU1869 091 53,39,NO,YES,NO,NO
,Michael Kors,,,MK8021 3125 52,39.94,NO,YES,NO,NO
,Michael Kors,,,MK8014 3054 52,39.94,NO,YES,NO,NO
,Michael Kors,,,MK8017 3099 50,39.94,NO,YES,NO,NO
,Michael Kors,,,MK8021 3124 52,39.94,NO,YES,NO,NO
,Adidas Originals,,,AOR002 FLC 009,40,NO,YES,NO,NO
,Adidas Originals,,,AOR012 009 009,40,NO,YES,NO,NO
,Adidas Originals,,,AOR006 009 011,40,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5691 503 50,40,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5865 961 48,40,NO,YES,NO,NO
,Boss Orange,,,BO 0146 6SE 54,41.07,NO,YES,NO,NO
,Emporio Armani,,,EA4002 543073 55,41.56,NO,YES,NO,NO
,Boss Orange,,,BO 0158S 6RH 58,41.67,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3235 2954 55,41.84,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3167 2738 52,41.84,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3232 2955 53,41.84,NO,YES,NO,NO
,Oakley,,,OO9013 24-298 55,41.91,NO,YES,YES,NO
,Ray-Ban,,,RX6357 2553 51,41.96,NO,YES,NO,NO
,Ray-Ban,,,RX6346 2553 50,41.96,NO,YES,NO,NO
,Ray-Ban,,,RX7056 2000 53,41.96,NO,YES,NO,NO
,Ray-Ban,,,RX5206 2479 54,41.96,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5864 200 54,42,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4099 554187 52,42,NO,YES,NO,NO
,Oakley,,,OX8077 05 52,42.2,NO,YES,NO,NO
,Oakley,,,OX8049 02 53,42.2,NO,YES,NO,NO
,Oakley,,,OX8040 01 52,42.2,NO,YES,NO,NO
,Oakley,,,OX8040 05 52,42.2,NO,YES,NO,NO
,Oakley,,,OX8040 03 52,42.2,NO,YES,NO,NO
,Oakley,,,OX8040 03 54,42.2,NO,YES,NO,NO
,Oakley,,,OX8039 06 51,42.2,NO,YES,NO,NO
,Oakley,,,OX1066 04 53,42.2,NO,YES,NO,NO
,Oakley,,,OX1099 06 53,42.2,NO,YES,NO,NO
,Ray-Ban,,,RB4171 710/71 54,42.92,NO,YES,YES,YES
,Ray-Ban,,,RB3536 029/71 55,42.92,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH2157 5004 47,43.01,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH1165 9267 53,43.01,NO,YES,NO,NO
,Boss Orange,,,BO 0179/S 9PE 55,43.75,NO,YES,NO,NO
,Guess,,,GU7393 29C 62,43.8,NO,YES,NO,NO
,Guess,,,GU7393 48U 62,43.8,NO,YES,NO,NO
,Guess,,,GU7393 21C 62,43.8,NO,YES,NO,NO
,Guess,,,GU7398 92C 55,43.8,NO,YES,NO,NO
,Guess,,,GU7398 85X 55,43.8,NO,YES,NO,NO
,Guess,,,GU7352 S57 57,43.95,NO,YES,NO,NO
,Guess,,,GU7278 59M 21,43.95,NO,YES,NO,NO
,Guess,,,GU7352 C38 57,43.95,NO,YES,NO,NO
,Marshall Eyewear,,,BOB SMALL MATTE BLACK,43.96,NO,YES,NO,NO
,Marshall Eyewear,,,BOB LARGE MATTE BLACK,43.96,NO,YES,NO,NO
,Guess,,,GU7454 01C 51,44,NO,YES,NO,NO
,Guess,,,GU7439 52F 54,44,NO,YES,NO,NO
,Guess,,,GU7440 01A 54,44,NO,YES,NO,NO
,Guess,,,GU7440 52F 54,44,NO,YES,NO,NO
,Guess,,,GU7454 52F 51,44,NO,YES,NO,NO
,Guess,,,GU7414 05B 51,44.5,NO,YES,NO,NO
,Ray-Ban,,,RX5283 2012 49,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5352 2000 52,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5228 5629 50,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5356 5609 52,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5228 5544 50,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5228 5014 53,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX6275 2502 54,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX6275 2503 52,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5279 2000 53,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5228 5057 50,44.98,NO,YES,NO,NO
,Ray-Ban,,,RX5279 2000 55,44.98,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5377 539 52,45,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5836 001 52,45,NO,YES,NO,NO
,CK by Calvin Klein,,,CK5861 001 53,45,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4099 526087 52,45.08,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4101 556590 52,45.08,NO,YES,NO,NO
,Emporio Armani,,,EA2002 300187 57,45.34,NO,YES,NO,NO
,Emporio Armani,,,EA2032 312887 59,45.34,NO,YES,NO,NO
,Oakley,,,OO9154 01 62,45.87,NO,YES,NO,NO
,Oakley,,,OO9102 38 55,46.01,NO,YES,NO,NO
,Michael Kors,,,MK8005 3006 52,46.09,NO,YES,NO,NO
,Michael Kors,,,MK8003 3006 53,46.09,NO,YES,NO,NO
,Michael Kors,,,MK8005 3005 52,46.09,NO,YES,NO,NO
,Michael Kors,,,MK8013 3056 53,46.09,NO,YES,NO,NO
,Michael Kors,,,MK8013 3057 53,46.09,NO,YES,NO,NO
,Michael Kors,,,MK8013 3059 51,46.09,NO,YES,NO,NO
,Ray-Ban,,,RB4258 710/73 50,46.53,NO,YES,NO,NO
,Ray-Ban,,,RB4258 601/71 50,46.53,NO,YES,NO,NO
,Ray-Ban,,,RB4259 601/71 51,46.53,NO,YES,NO,NO
,Ray-Ban,,,RB4203 621/87 51,46.53,NO,YES,NO,NO
,Ray-Ban,,,RB4232 710/13 57,46.53,NO,YES,NO,NO
,Ray-Ban,,,RB4216 605271 56,46.53,NO,YES,NO,NO
,Michael Kors,,,MK6017 305413 58,46.88,NO,YES,NO,NO
,Michael Kors,,,MK6019 305211 53,46.88,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4098 500373 57,46.88,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4084 500373 56,46.88,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4092 550587 58,46.88,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4084 500187 56,46.88,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4255 295387 56,47.07,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4263 295613 50,47.07,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4240 28928H 54,47.07,NO,YES,NO,NO
,Oakley,,,OX3186 02 54,47.67,NO,YES,NO,NO
,Oakley,,,OX3186 05 54,47.67,NO,YES,NO,NO
,Oakley,,,OX3173 04 52,47.67,NO,YES,NO,NO
,Oakley,,,OX3174 01 53,47.67,NO,YES,NO,NO
,Oakley,,,OX3186 01 54,47.67,NO,YES,NO,NO
,Dolce & Gabbana,,,DG1278 1193 54,48.28,NO,YES,NO,NO
,Randolph Engineering,,,AF53614 55,48.33,NO,YES,NO,NO
,Emporio Armani,,,EA4033 532487 56,49.12,NO,YES,NO,NO
,Emporio Armani,,,EA4063 546573 58,49.12,NO,YES,NO,NO
,Boss Orange,,,BO 0175/S KUN 53,49.58,NO,YES,NO,NO
,Boss Orange,,,BO 0174/S JJI 55,49.58,NO,YES,NO,NO
,Boss Orange,,,BO 0175/S K1S 53,49.58,NO,YES,NO,NO
,Boss Orange,,,BO 0175/S K2P 53,49.58,NO,YES,NO,NO
,Marc by Marc Jacobs,,,MMJ408S 6WC 55,49.58,NO,YES,NO,NO
,Randolph Engineering,,,CR73411 57,49.58,NO,YES,NO,NO
,Randolph Engineering,,,CR73414 57,49.58,NO,YES,NO,NO
,Oakley,,,OO9262 05 57,49.85,NO,YES,NO,NO
,Police,,,S1955 Z42B 51,50,NO,YES,NO,NO
,Police,,,S1956 Z42B 54,50,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001 48,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4259 616613 51,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4257 710/71 50,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001 51,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB2180 62313D 51,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4256 601/71 46,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4216 619313 56,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3534 004 62,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4216 710/13 56,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3533 002/71 57,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3536 006/55 55,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3534 002 59,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3528 006/71 61,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3534 012 59,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB4235 601S 57,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3536 019/4V 55,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3534 004 59,50.13,NO,YES,NO,NO
,Ray-Ban,,,RB3530 002/71 58,50.13,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4091 549987 55,50.49,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4091 550171 55,50.49,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4091 550273 55,50.49,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4273 501/8G 55,50.69,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3174 2744 52,51.5,NO,YES,NO,NO
,Boss Orange,,,BO 0144/S 6SE 56,52,NO,YES,NO,NO
,CK by Calvin Klein,,,CK7943 649 54,52,NO,YES,NO,NO
,Michael Kors,,,MK8001 3001 53,52.23,NO,YES,NO,NO
,Michael Kors,,,MK8001 3003 53,52.23,NO,YES,NO,NO
,Michael Kors,,,MK8018 3106 52,52.23,NO,YES,NO,NO
,Michael Kors,,,MK8018 3108 52,52.23,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH3063 903887 65,52.29,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH3070 905087 64,52.29,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH3052 904687 65,52.29,NO,YES,NO,NO
,Emporio Armani,,,EA4034 526355 57,52.9,NO,YES,NO,NO
,Emporio Armani,,,EA4035 502683 58,52.9,NO,YES,NO,NO
,Emporio Armani,,,EA4058 547487 58,52.9,NO,YES,NO,NO
,Just Cavalli,,,JC682 01C 57,53,NO,YES,NO,NO
,Just Cavalli,,,JC682 53W 57,53,NO,YES,NO,NO
,Just Cavalli,,,JC654 96J 59,53,NO,YES,NO,NO
,Wildfox,,,EACCFXM005,53,NO,YES,NO,NO
,Wildfox,,,EAMMALM00 Rose,53,NO,YES,NO,NO
,Wildfox,,,EACMON000 CRCV,53,NO,YES,NO,NO
,Wildfox,,,EACCFXM003,53,NO,YES,NO,NO
,Oakley,,,OX8027 11 53,53.15,NO,YES,NO,NO
,Oakley,,,OX8030 05 55,53.15,NO,YES,NO,NO
,Oakley,,,OO9238 08 54,53.3,NO,YES,NO,NO
,Oakley,,,OO9102 26 55,53.69,NO,YES,NO,NO
,Ray-Ban,,,RB4253 710 53,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB4346 990/33 51,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB3540 001 53,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB4258 62311N 50,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB3386 004/13 67,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB3533 004/8G 57,53.74,NO,YES,NO,NO
,Ray-Ban,,,RB3522 029/13 61,53.74,NO,YES,NO,NO
,Ray-Ban,,,RX6286 2509 54,54.04,NO,YES,NO,NO
,Ray-Ban,,,RX7031 5400 53,54.04,NO,YES,NO,NO
,Michael Kors,,,MK5007 10442L 59,54.1,NO,YES,NO,NO
,Michael Kors,,,MK5007 10432L 59,54.1,NO,YES,NO,NO
,Marc Jacobs,,,MARC 29/S FSE 54,54.17,NO,YES,NO,NO
,Dolce & Gabbana,,,DG6098 261687 59,54.31,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4258 29668G 56,54.31,NO,YES,NO,NO
,Dolce & Gabbana,,,DG6090 502/13 54,54.31,NO,YES,NO,NO
,Dolce & Gabbana,,,DG5023 2805 54,54.71,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3229 2857 52,54.71,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3229 2950 52,54.71,NO,YES,NO,NO
,Prada,,,PR 03QV 1AB1O1 52,54.71,NO,YES,NO,NO
,Swarovski,,,SK0120 01B 56,55,NO,YES,NO,NO
,Swarovski,,,SK0120 53F 56,55,NO,YES,NO,NO
,Swarovski,,,SK0120 66B 56,55,NO,YES,NO,NO
,Swarovski,,,SK0120 87P 56,55,NO,YES,NO,NO
,Hugo Boss,,,BOSS 0689 V8M 53,55.35,NO,YES,NO,NO
,Hugo Boss,,,BOSS 0687 807 54,55.35,NO,YES,NO,NO
,Hugo Boss,,,BOSS 0687 UFW 54,55.35,NO,YES,NO,NO
,Ralph Lauren,,,RL8133Q 541987 57,55.9,NO,YES,NO,NO
,Ralph Lauren,,,RL8133Q 500371 57,55.9,NO,YES,NO,NO
,CK by Calvin Klein,,,CK7389 780 51,56,NO,YES,NO,NO
,CK by Calvin Klein,,,CK7392 223 51,56,NO,YES,NO,NO
,CK by Calvin Klein,,,CK7984 281 49,56,NO,YES,NO,NO
,Guess,,,GU7437 24C 56,56,NO,YES,NO,NO
,Guess,,,GU7437 05B 56,56,NO,YES,NO,NO
,Guess,,,GU7437 50F 56,56,NO,YES,NO,NO
,Guess,,,GU7438 05B 54,56,NO,YES,NO,NO
,Guess,,,GU7438 50F 54,56,NO,YES,NO,NO
,Wildfox,,,EACGRD0001,56,NO,YES,NO,NO
,Emporio Armani,,,EA2002 301081 57,56.68,NO,YES,NO,NO
,Ray-Ban,,,RX8725 1028 54,57.06,NO,YES,NO,NO
,Versace,,,VE4273 GB1/8G 56,57.07,NO,YES,NO,NO
,Ray-Ban,,,RB4253 601/71 53,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/Z2 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/30 48,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3447N 001/Z2 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/8O 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/9O 48,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3447N 001/8O 47,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/93 48,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/30 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4105 60694W 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4105 60694O 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3540 001/51 53,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4202 710/9R 55,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3016 990/9J 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/Z2 48,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/93 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4202 710/Y4 55,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3016 990/7Q 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3447N 001/30 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4105 60694J 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/8O 48,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3548N 001/9O 51,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4226 60529A 56,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3447 167/1M 50,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3025 167/1M 58,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3362 112/4T 59,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3025JM 001 58,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB4231 710/13 65,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3534 029/40 59,57.34,NO,YES,NO,NO
,Ray-Ban,,,RB3025JM 168/4E 58,57.34,NO,YES,NO,NO
,Michael Kors,,,MK1010 110525 54,57.71,NO,YES,NO,NO
,Michael Kors,,,MK1010 110011 54,57.71,NO,YES,NO,NO
,Michael Kors,,,MK1010 110113 54,57.71,NO,YES,NO,NO
,Michael Kors,,,MK5004 1001Z3 59,57.71,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH3095 90059A 63,57.71,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH4092 550481 58,57.71,NO,YES,NO,NO
,Polo Ralph Lauren,,,PH3095 905081 63,57.71,NO,YES,NO,NO
,Ralph Lauren,,,RL8115 500111 55,57.71,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4234 29778G 57,57.94,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3190 2790 52,57.94,NO,YES,NO,NO
,Dolce & Gabbana,,,DG2148 1278T5 54,57.94,NO,YES,NO,NO
,Police,,,S8960 0581 57,58,NO,YES,NO,NO
,Police,,,S1955 Z55P 51,58,NO,YES,NO,NO
,Police,,,S1956 U28P 54,58,NO,YES,NO,NO
,Persol,,,PO3102S 95/31 56,58.29,NO,YES,NO,NO
,Michael Kors,,,MK3010 1096 51,58.37,NO,YES,NO,NO
,Michael Kors,,,MK4029 3119 53,58.37,NO,YES,NO,NO
,Michael Kors,,,MK4029 3120 53,58.37,NO,YES,NO,NO
,Michael Kors,,,MK8008 3005 52,58.37,NO,YES,NO,NO
,Michael Kors,,,MK8022 3134 52,58.37,NO,YES,NO,NO
,Michael Kors,,,MK8022 3135 52,58.37,NO,YES,NO,NO
,Michael Kors,,,MK8023 3129 52,58.37,NO,YES,NO,NO
,Michael Kors,,,MK8023 3133 52,58.37,NO,YES,NO,NO
,Randolph Engineering,,,AF5R611,58.5,NO,YES,NO,NO
,Randolph Engineering,,,AF5R614 55,58.5,NO,YES,NO,NO
,Oakley,,,OX8034 08 53,58.62,NO,YES,NO,NO
,Randolph Engineering,,,AF51614 55,59.5,NO,YES,NO,NO
,Randolph Engineering,,,AF52614 55,59.5,NO,YES,NO,NO
,Randolph Engineering,,,CR71414 57,59.5,NO,YES,NO,NO
,Randolph Engineering,,,AF54611 55,59.5,NO,YES,NO,NO
,Prada Sport,,,PS 03OS 1BO3M1 55,60.43,NO,YES,YES,NO
,Versace,,,VE4319 108/73 56,60.44,NO,YES,NO,NO
,Versace,,,VE4319 GB1/87 56,60.44,NO,YES,NO,NO
,Versace,,,VE4297 514813 54,60.44,NO,YES,NO,NO
,Versace,,,VE4297 516090 54,60.44,NO,YES,NO,NO
,Versace,,,VE4298 514873 55,60.44,NO,YES,NO,NO
,Versace,,,VE4298 515611 55,60.44,NO,YES,NO,NO
,Versace,,,VE4297 GB1/11 54,60.44,NO,YES,NO,NO
,Versace,,,VE4284 GB1/11 56,60.44,NO,YES,NO,NO
,Versace,,,VE4296 50795A 59,60.44,NO,YES,NO,NO
,Emporio Armani,,,EA4048 53946R 56,60.46,NO,YES,NO,NO
,Emporio Armani,,,EA4033 5229T3 56,60.46,NO,YES,NO,NO
,Emporio Armani,,,EA4048 539355 56,60.46,NO,YES,NO,NO
,Ray-Ban,,,RB4346 62519J 51,60.95,NO,YES,NO,NO
,Ray-Ban,,,RB4253 62377X 53,60.95,NO,YES,NO,NO
,Ray-Ban,,,RB3540 198/9U 53,60.95,NO,YES,NO,NO
,Ray-Ban,,,RB4227 710/T5 55,60.95,NO,YES,NO,NO
,Ray-Ban,,,RB3533 002/9A 57,60.95,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3258 501 54,61.15,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3234 501 52,61.15,NO,YES,NO,NO
,Dolce & Gabbana,,,DG3227 2925 54,61.15,NO,YES,NO,NO
,Giorgio Armani,,,AR7109 5026 52,61.15,NO,YES,NO,NO
,Prada,,,PR 19SV 1AB1O1 48,61.15,NO,YES,NO,NO
,Prada,,,PR 21SV 7S01O1 53,61.15,NO,YES,NO,NO
,Prada,,,PR 23RV 2AU1O1 54,61.15,NO,YES,NO,NO
,Prada,,,PR 06SV 2AU1O1 54,61.15,NO,YES,NO,NO
,Prada,,,PR 29RV UAN1O1 52,61.15,NO,YES,NO,NO
,Michael Kors,,,MK5017 100125 55,61.31,NO,YES,NO,NO
,Michael Kors,,,MK5017 10244Z 55,61.31,NO,YES,NO,NO
,Michael Kors,,,MK5017 1026R1 55,61.31,NO,YES,NO,NO
,Michael Kors,,,MK4016 3006 53,61.44,NO,YES,NO,NO
,Michael Kors,,,MK3001 1025 52,61.44,NO,YES,NO,NO
,Michael Kors,,,MK3007 1001 51,61.44,NO,YES,NO,NO
,Michael Kors,,,MK4016 3005 53,61.44,NO,YES,NO,NO
,Michael Kors,,,MK4026 3005 51,61.44,NO,YES,NO,NO
,Michael Kors,,,MK4026 3006 51,61.44,NO,YES,NO,NO
,Michael Kors,,,MK4031 3168 51,61.44,NO,YES,NO,NO
,Michael Kors,,,MK4031 3180 51,61.44,NO,YES,NO,NO
,Dolce & Gabbana,,,DG2147 12766G 61,61.55,NO,YES,NO,NO
,Dolce & Gabbana,,,DG4259 19958G 56,61.55,NO,YES,NO,NO
