"_type","ambientes","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","Salón de Fiestas 
Salón de usos múltiples","2
		
				Baños","La estratégica ubicación de La Capital beneficia en todos los sentidos un estilo de vida moderno del mundo real, conjuga en perfecta armonía, la vida, la historia, y el arte. Adquiere un nuevo estilo de vida por lo tanto trabajar y vivir es lo que La Capital tiene para ti, con la comodidad de un estilo de vida moderno entre los museos, restaurantes, parques y eventos culturales a tu alcance. Vida Natural La espectacular ubicación frente a Paseo Santa Lucia y a pie del parque fundidora, es ideal para mantener los hábitos saludables, para romper la rutina con la mejor satisfacción. Amenidades. -Area Lounge -Terraza con salón de eventos -Gimnasio -Business center -Area comercial -Alberca La comodidad es un placer -CCTV 24 horas -Control de acceso -Alarma y detección de incendios -Sistema de climatización","Departamento
													
Precio Venta
																	
MN 2,100,000
113m² Superficie de terreno
113m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","La estratégica ubicación de La Capital beneficia en todos los sentidos un estilo de vida moderno del mundo real, conjuga en perfecta armonía, la vida, la historia, y el arte. Adquiere un nuevo estilo de vida por lo tanto trabajar y vivir es lo que La Capital tiene para ti, con la comodidad de un estilo de vida moderno entre los museos, restaurantes, parques y eventos culturales a tu alcance. Vida Natural La espectacular ubicación frente a Paseo Santa Lucia y a pie del parque fundidora, es ideal para mantener los hábitos saludables, para romper la rutina con la mejor satisfacción. Amenidades. -Area Lounge -Terraza con salón de eventos -Gimnasio -Business center -Area comercial -Alberca La comodidad es un placer -CCTV 24 horas -Control de acceso -Alarma y detección de incendios -Sistema de climatización","/propiedades/departamentos-monterrey-venta-desde-%242-100-000-52170790.html","totales","","Elevador(es) (1)
Alberca 
Frente a parque","2
			
					Recámaras","113 m²
			totales","_","MN 2,100,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Calefacción","Departamentos Monterrey Venta Desde $2","washington 1400, Centro, Monterrey","_"
"Inmuebles24Item","","3
		
				Baños","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS DE 135 M2LOS PRECIOS SON SEGUN EL PISO ESTE DEPARTAMENTO ESTA EN EL PRIMER PISO TENEMOS 8 PISOS CLAVE SAI: 03-DV-6107 Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 135 m2. Construcción : 135 m2. Frente : 8 m. Plantas : 1 Recámaras : 3 Baños : 3 Edad : 0SALA COMEDOR COCINA EL BAÑO DE VISITAS SE COMPARTE CON LAS RECAMARAS 2 RECAMARAS SECUNDARIAS RECAMARA PRINCIPAL CON BAÑO VESTIDOR CUARTO DE SERVICIO CON BAÑO COMPLETO","Departamento
													
Precio Venta
																	
MN 3,151,000
135m² Superficie de terreno
135m² Superficie construída
3 Recámaras
3 Baños
Antigüedad: A estrenar","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS DE 135 M2LOS PRECIOS SON SEGUN EL PISO ESTE DEPARTAMENTO ESTA EN EL PRIMER PISO TENEMOS 8 PISOS CLAVE SAI: 03-DV-6107 Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 135 m2. Construcción : 135 m2. Frente : 8 m. Plantas : 1 Recámaras : 3 Baños : 3 Edad : 0SALA COMEDOR COCINA EL BAÑO DE VISITAS SE COMPARTE CON LAS RECAMARAS 2 RECAMARAS SECUNDARIAS RECAMARA PRINCIPAL CON BAÑO VESTIDOR CUARTO DE SERVICIO CON BAÑO COMPLETO","/propiedades/magnifico-proyecto-de-departamentos-en-zona-51724489.html","totales","","","3
			
					Recámaras","135 m²
			totales","_","MN 3,151,000","","Magnifico Proyecto de Departamentos en Zona Privilegiada Al Sur de La Ciudad","CIUDAD SATELITE, Ciudad Satélite, Monterrey","_"
"Inmuebles24Item","","2
		
				Baños","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS ESTE DEPARTAMENTO ESTA EN EL PRIMERO PISODE 116.84 M2CLAVE SAI: 03-DV-6106 Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 116 m2. Construcción : 116 m2. Frente : 8 m. Plantas : 1 Recámaras : 3 Baños : 2 Edad : 0HERMOSO DEPARTAMENTO  MEDIO BAÑO DE VISITAS SALA COMEDOR COCINA BAÑO COMPLETO DE VISITAS Y COMPARTEN LAS 2 RECAMARAS 2 RECAMARASRECAMARA PRINCIPAL CON BAÑO VESTIDOR TERRAZA","Departamento
													
Precio Venta
																	
MN 2,700,000
116m² Superficie de terreno
116m² Superficie construída
3 Recámaras
2 Baños
Antigüedad: A estrenar","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS ESTE DEPARTAMENTO ESTA EN EL PRIMERO PISODE 116.84 M2CLAVE SAI: 03-DV-6106 Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 116 m2. Construcción : 116 m2. Frente : 8 m. Plantas : 1 Recámaras : 3 Baños : 2 Edad : 0HERMOSO DEPARTAMENTO  MEDIO BAÑO DE VISITAS SALA COMEDOR COCINA BAÑO COMPLETO DE VISITAS Y COMPARTEN LAS 2 RECAMARAS 2 RECAMARASRECAMARA PRINCIPAL CON BAÑO VESTIDOR TERRAZA","/propiedades/magnifico-proyecto-de-departamentos-en-zona-51724491.html","totales","","","3
			
					Recámaras","116 m²
			totales","_","MN 2,700,000","","Magnifico Proyecto de Departamentos en Zona Privilegiada Al Sur de La Ciudad","ciudad satelite, Ciudad Satélite, Monterrey","_"
"Inmuebles24Item","","1
		
				Baño","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS 11 LOFTSDE 80 M2 EN PLANTA BAJA CLAVE SAI: 03-DV-6105     Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 80 m2. Construcción : 80 m2. Frente : 5 m. Plantas : 2 Recámaras : 1 Baños : 1 1/2 Edad : 0HERMOSO LOFTSPRIMER PISO  MEDIO BAÑO DE VISITAS COCINA SALA COMEDOR SEGUNDO PISO RECAMARA CON BAÑO VESTIDOR","Departamento
													
Precio Venta
																	
MN 1,800,000
80m² Superficie de terreno
80m² Superficie construída
1 recamara
1 Baño
1 Medio baño
Antigüedad: A estrenar","MAGNIFICO PROYECTO DE DEPARTAMENTOS EN ZONA PRIVILEGIADA AL SUR DE LA CIUDAD59 UNIDADES DE DIFERENTES MEDIDAS 11 LOFTSDE 80 M2 EN PLANTA BAJA CLAVE SAI: 03-DV-6105     Operación : Venta Tipo : Departamentos Zona : Zona Sur Colonia : Ciudad Satélite Terreno : 80 m2. Construcción : 80 m2. Frente : 5 m. Plantas : 2 Recámaras : 1 Baños : 1 1/2 Edad : 0HERMOSO LOFTSPRIMER PISO  MEDIO BAÑO DE VISITAS COCINA SALA COMEDOR SEGUNDO PISO RECAMARA CON BAÑO VESTIDOR","/propiedades/magnifico-proyecto-de-departamentos-en-zona-51724492.html","totales","","","1
			
					recamara","80 m²
			totales","_","MN 1,800,000","","Magnifico Proyecto de Departamentos en Zona Privilegiada Al Sur de La Ciudad","CIUDAD SATELITE, Ciudad Satélite, Monterrey","_"
"Inmuebles24Item","Salón de usos múltiples (SI)","2
		
				Baños","Informes al Nextel - Hermoso departamento nuevo con acabados de lujo y completamente equipado en la torre de departamentos Nuevo sur, esta torre tiene área comercial, de restaurantes y cines.Otras Características:Tipo de Aire Acondicionado: Minisplit.","Departamento
													
Precio Venta
																	
MN 2,950,000
70m² Superficie de terreno
70m² Superficie construída
1 recamara
2 Baños
1 estacionamiento
Antigüedad: 2 años","Informes al Nextel Ver datos- Hermoso departamento nuevo con acabados de lujo y completamente equipado en la torre de departamentos Nuevo sur, esta torre tiene área comercial, de restaurantes y cines.Otras Características:Tipo de Aire Acondicionado: Minisplit.","/propiedades/hermoso-departamento-amueblado-en-venta-en-nuevo-sur-50869775.html","totales","Estacionamiento de visitas (SI)","Centros Comerciales Cercanos (SI)
Escuelas Cercanas (SI)
Frente a parque (SI)
Cocina integral (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","1
			
					recamara","70 m²
			totales","_","MN 2,950,000","Aire acondicionado (SI)
Seguridad privada (SI)
Calentador de agua (SI)
Área de Juegos Infantiles (SI)","Hermoso Departamento Amueblado en Venta en Nuevo Sur","_","_"
"Inmuebles24Item","Estudio (SI)","2
		
				Baños","Informes al  - Precioso y amplio departamento... Otras Características:M2 de Área Común: 100.","Departamento
													
Precio Venta
																	
MN 1,980,000
197m² Superficie de terreno
197m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","Informes al Ver datos - Precioso y amplio departamento... Otras Características:M2 de Área Común: 100.","/propiedades/departamento-residencial-en-venta-en-colonia-cumbres-51741758.html","totales","Asador (SI)
Estacionamiento de visitas (SI)","Alberca (SI)
Centros Comerciales Cercanos (SI)
Escuelas Cercanas (SI)
Frente a parque (SI)
Estado de conservación (Excelente)
M² de jardín (50)
Piso en el que se encuentra (4)
Ubicación (Exterior)","2
			
					Recámaras","197 m²
			totales","_","MN 1,980,000","Gas (SI)","Departamento Residencial en Venta en Colonia Cumbres Elite - Monterrey","_","_"
"Inmuebles24Item","","_","TORRES DE LUJO DE 53 PISOS A LA ORILLA DEL MAR, CON ALBERCAS, JARDINES, RESTAURANTES, BAR, BILLAR, GYM. SPA, ETC. CADA DEPARTAMENTO CUENTA CON TERRAZA PRIVADA.","Departamento
													
Precio Venta
																	
U$D 380,900
236m² Superficie de terreno
4 Recámaras","TORRES DE LUJO DE 53 PISOS A LA ORILLA DEL MAR, CON ALBERCAS, JARDINES, RESTAURANTES, BAR, BILLAR, GYM. SPA, ETC. CADA DEPARTAMENTO CUENTA CON TERRAZA PRIVADA.","/propiedades/departamentos-en-miami-51874160.html","totales","","","4
			
					Recámaras","236 m²
			totales","_","U$D 380,900","","Departamentos en Miami","_","_"
"Inmuebles24Item","","_","DEPARTAMENTOS DE LUJO A LA ORILLA DEL MAR, PRIMERA TORRE RESIDENCIAL EN EL MUNDO QUE OFRECE ELEVADOR ROBOTIZADO EL CUAL TRANSPORTA A LOS RESIDENTES EN SUS CARROS HASTA LA PUERTA A SUS DEPARTAMENTOS. TAMBIEN CUENTA CON ALBERCA EN SUS TERRAZAS DE 15 M2, ELEVADOR Y COCINAS EQUIPADAS CON LO ULTIMO EN TECNOLOGIA.","Departamento
													
Precio Venta
																	
U$D 7,000,000
930m² Superficie de terreno
6 Recámaras
4 Estacionamientos","DEPARTAMENTOS DE LUJO A LA ORILLA DEL MAR, PRIMERA TORRE RESIDENCIAL EN EL MUNDO QUE OFRECE ELEVADOR ROBOTIZADO EL CUAL TRANSPORTA A LOS RESIDENTES EN SUS CARROS HASTA LA PUERTA A SUS DEPARTAMENTOS. TAMBIEN CUENTA CON ALBERCA EN SUS TERRAZAS DE 15 M2, ELEVADOR Y COCINAS EQUIPADAS CON LO ULTIMO EN TECNOLOGIA.","/propiedades/departamentos-de-lujo-miami-51874161.html","totales","","","6
			
					Recámaras","930 m²
			totales","_","U$D 7,000,000","","Departamentos de Lujo Miami","_","_"
"Inmuebles24Item","","_","EXTRAORDINARIOS DEPARTAMENTOS A LA ORILLA DEL MAR.","Departamento
													
Precio Venta
																	
U$D 4,804,000
700m² Superficie de terreno","EXTRAORDINARIOS DEPARTAMENTOS A LA ORILLA DEL MAR.","/propiedades/extraordinarios-departamentos-51874162.html","totales","","","_","700 m²
			totales","_","U$D 4,804,000","","Extraordinarios Departamentos","_","_"
"Inmuebles24Item","","_","MODERNOS DEPARTAMENTOS A LA ORILLA DEL MAR CON EXCELENTES ACABADOS DE LUJO.","Departamento
													
Precio Venta
																	
U$D 2,027,000
300m² Superficie de terreno","MODERNOS DEPARTAMENTOS A LA ORILLA DEL MAR CON EXCELENTES ACABADOS DE LUJO.","/propiedades/modernos-departamentos-51874163.html","totales","","","_","300 m²
			totales","_","U$D 2,027,000","","Modernos Departamentos","_","_"
"Inmuebles24Item","","_","ID:, Proyecto de 132 departamentos en 32 niveles en donde podras disfrutar de una excelente vista y ubicacion. Desde 86.81m2 hasta 180m2, de $3,300,863m.n. hasta $4,735,508m.n. Se entregan en obra blanca con pisos, muros pintados, plafones y puerta principal. Cuenta con alberca, asadores, ludoteca, lobby, gimnasio, lounge. Preguntar por Karina Garza (Proyectos).","Departamento
													
Precio Venta
																	
MN 3,300,000
86m² Superficie de terreno
86m² Superficie construída
Loft","ID:Ver datos, Proyecto de 132 departamentos en 32 niveles en donde podras disfrutar de una excelente vista y ubicacion. Desde 86.81m2 hasta 180m2, de $3,300,863m.n. hasta $4,735,508m.n. Se entregan en obra blanca con pisos, muros pintados, plafones y puerta principal. Cuenta con alberca, asadores, ludoteca, lobby, gimnasio, lounge. Preguntar por Karina Garza (Proyectos).","/propiedades/departamento-en-venta-en-monterrey-51227847.html","totales","","","_","86 m²
			totales","_","MN 3,300,000","","Departamento en Venta en Monterrey","_","_"
"Inmuebles24Item","","2
		
				Baños","ID:, Departamento equipado 3 recamaras, minisplit, balcon con vistas a la Sierra Madre. Preguntar por Sonia Luna.","Departamento
													
Precio Venta
																	
MN 2,750,000
115m² Superficie de terreno
115m² Superficie construída
3 Recámaras
2 Baños","ID:Ver datos, Departamento equipado 3 recamaras, minisplit, balcon con vistas a la Sierra Madre. Preguntar por Sonia Luna.","/propiedades/departamento-en-venta-en-colinas-del-valle-51228034.html","totales","","","3
			
					Recámaras","115 m²
			totales","_","MN 2,750,000","","Departamento en Venta en Colinas del Valle","_","_"
"Inmuebles24Item","","2
		
				Baños","ID:, Torre Nueva Ultimo Departamentos de 95 m2 con 2 recamaras, totalmente terminados, con dos cajones de estacionamiento, sky lounge, gym equipado, terraza, jardín con área recreativa, 3 niveles de estacionamiento, 2 elevadores alta velocidad, acceso controlado al edificio, vista panorámica, excelente ubicación a 1 minuto de miravalle. Ademas 1 PH DE 135.99 MTS MAS 99.89 MTS DE TERRAZA EN $4´700,000 PESOS (no incluye cocina, climas, ni closet) Excelente opcion. Preguntar por Karina Garza.","Departamento
													
Precio Venta
																	
MN 2,490,000
95m² Superficie de terreno
95m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos","ID:Ver datos, Torre Nueva Ultimo Departamentos de 95 m2 con 2 recamaras, totalmente terminados, con dos cajones de estacionamiento, sky lounge, gym equipado, terraza, jardín con área recreativa, 3 niveles de estacionamiento, 2 elevadores alta velocidad, acceso controlado al edificio, vista panorámica, excelente ubicación a 1 minuto de miravalle. Ademas 1 PH DE 135.99 MTS MAS 99.89 MTS DE TERRAZA EN $4´700,000 PESOS (no incluye cocina, climas, ni closet) Excelente opcion. Preguntar por Karina Garza.","/propiedades/departamento-en-venta-en-san-jeronimo-51228168.html","totales","","","2
			
					Recámaras","95 m²
			totales","_","MN 2,490,000","","Departamento en Venta en San Jerónimo","_","_"
"Inmuebles24Item","","2
		
				Baños","ID:, Departamentos70 m2      $1,150,00080m2       $1,280,00085m2       $1,400,000desde 70 m2 hasta 80m2. Preguntar por Romelia Garza.","Departamento
													
Precio Venta
																	
MN 1,150,000
70m² Superficie de terreno
70m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos","ID:Ver datos, Departamentos70 m2      $1,150,00080m2       $1,280,00085m2       $1,400,000desde 70 m2 hasta 80m2. Preguntar por Romelia Garza.","/propiedades/departamento-en-venta-en-monterrey-51227583.html","totales","","","2
			
					Recámaras","70 m²
			totales","_","MN 1,150,000","","Departamento en Venta en Monterrey","_","_"
"Inmuebles24Item","","_","ID:, 3Departamentos uno por nivel, recien remodelados y amueblados, cada departamento mide 92 m2 con 2 recamaras, 3 minisplits, cocina, abanicos, ventana doble cristal, sala, espacio para 5 coches a 300 metros del estadio del tec.. Preguntar por Lourdes Tirado.","Departamento
													
Precio Venta
																	
MN 5,000,000
288m² Superficie de terreno
288m² Superficie construída
Loft
5 Estacionamientos","ID:Ver datos, 3Departamentos uno por nivel, recien remodelados y amueblados, cada departamento mide 92 m2 con 2 recamaras, 3 minisplits, cocina, abanicos, ventana doble cristal, sala, espacio para 5 coches a 300 metros del estadio del tec.. Preguntar por Lourdes Tirado.","/propiedades/departamento-en-venta-en-estadio-51227614.html","totales","","","_","288 m²
			totales","_","MN 5,000,000","","Departamento en Venta en Estadio","_","_"
"Inmuebles24Item","","2
		
				Baños","ID:, Oportunidad para inversinista, Precioso departamento en torre Aqua, clima central, alberca, gym,  vigilancia 24/7, excelente ubicacion. Rentado actualmente.. Preguntar por Nelly Flores.","Departamento
													
Precio Venta
																	
MN 3,550,000
145m² Superficie de terreno
145m² Superficie construída
3 Recámaras
2 Baños
2 Estacionamientos","ID:Ver datos, Oportunidad para inversinista, Precioso departamento en torre Aqua, clima central, alberca, gym,  vigilancia 24/7, excelente ubicacion. Rentado actualmente.. Preguntar por Nelly Flores.","/propiedades/departamento-en-venta-en-monterrey-51227776.html","totales","","","3
			
					Recámaras","145 m²
			totales","_","MN 3,550,000","","Departamento en Venta en Monterrey","_","_"
