"_type","ambientes","areas_sociales","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","","3
		
				Baños","Departamento nuevo con terminados de lujo, 3 recamaras, sala, comedor, 2 baños completos y medio baño terminados de mármol, elevador, cochera para 2 carros techada, servicio de conserje, ubicado frente al parque, se paga de mantenimiento $ 1,000.00 al mes","Departamento
													
Precio Venta
																	
MN 4,500,000
175m² Superficie de terreno
175m² Superficie construída
3 Recámaras
3 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamento nuevo con terminados de lujo, 3 recamaras, sala, comedor, 2 baños completos y medio baño terminados de mármol, elevador, cochera para 2 carros techada, servicio de conserje, ubicado frente al parque, se paga de mantenimiento $ 1,000.00 al mes","/propiedades/excelente-departamento-ubicado-frente-a-parque-51980692.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Cocina integral 
Estado de conservación (Excelente)","3
			
					Recámaras","175 m²
			totales","_","MN 4,500,000","Aire acondicionado 
Seguridad privada 
Calentador de agua 
Gas","Excelente Departamento Ubicado Frente a Parque","_","_"
"Inmuebles24Item","","","4
		
				Baños","HERMOSO PENTHOUSE EDIFICIO EN MEDIO DE DOS PARQUES, UBICADO SOBRE CALLE DE JUSTO SIERRA, TERMINADOS DE LUJO ,PISOS DE MÁRMOL, COCINA DE GRANITO, SALA, COMEDOR, 3 RECAMARAS, TERRAZA CON BAÑO, ESTACIONAMIENTO SUBTERRÁNEO PARA 2 CARROS , ELEVADOR, CONSERJE LAS 24 HORAS DEL DÍA, ESTACIONAMIENTO DE VISITAS","Departamento
													
Precio Venta
																	
MN 5,500,000
210m² Superficie de terreno
210m² Superficie construída
3 Recámaras
4 Baños
2 Estacionamientos
Antigüedad: A estrenar","HERMOSO PENTHOUSE EDIFICIO EN MEDIO DE DOS PARQUES, UBICADO SOBRE CALLE DE JUSTO SIERRA, TERMINADOS DE LUJO ,PISOS DE MÁRMOL, COCINA DE GRANITO, SALA, COMEDOR, 3 RECAMARAS, TERRAZA CON BAÑO, ESTACIONAMIENTO SUBTERRÁNEO PARA 2 CARROS , ELEVADOR, CONSERJE LAS 24 HORAS DEL DÍA, ESTACIONAMIENTO DE VISITAS","/propiedades/hermoso-penthouse-con-excelente-ubicacion-52162840.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral","3
			
					Recámaras","210 m²
			totales","_","MN 5,500,000","Aire acondicionado 
Calentador de agua","Hermoso Penthouse con Excelente Ubicación","_","_"
"Inmuebles24Item","Salón de usos múltiples","","2
		
				Baños","Un Desarrollo de 46 Departamentos de lujo en la mejor zona de Guadalajara, con 11 niveles, cuenta con las siguientes amenidades: Alberca, Terraza Bar en un quinto piso con vista panorámica con vistas espectaculares, al Oriente al country Club y al sur a Providencia) Además cuenta con Salón de Usos Múltiples, Plazoleta y un espacioso Lobby en el primer nivel. Contamos con Cinco modelos de Departamentos, 97, 103, 105,116, 139 mts. dos cajones de estacionamiento por departamento. Ubicado en una de las mejores zonas de Guadalajara, que es Colomos Providencia. Fecha de entrega de Desarrollo es Junio 2018. Los precios entre un rango desde $2,700,000 hasta $4,500,000.","Departamento
													
Precio Venta
																	
MN 3,500,000
139m² Superficie de terreno
139m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: En construcción","Un Desarrollo de 46 Departamentos de lujo en la mejor zona de Guadalajara, con 11 niveles, cuenta con las siguientes amenidades: Alberca, Terraza Bar en un quinto piso con vista panorámica con vistas espectaculares, al Oriente al country Club y al sur a Providencia) Además cuenta con Salón de Usos Múltiples, Plazoleta y un espacioso Lobby en el primer nivel. Contamos con Cinco modelos de Departamentos, 97, 103, 105,116, 139 mts. dos cajones de estacionamiento por departamento. Ubicado en una de las mejores zonas de Guadalajara, que es Colomos Providencia. Fecha de entrega de Desarrollo es Junio 2018. Los precios entre un rango desde $2,700,000 hasta $4,500,000.","/propiedades/pre-venta-de-departamentos-en-providencia-desde-51789188.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Fumadores 
Cocina integral 
Número de departamentos (58)","3
			
					Recámaras","139 m²
			totales","_","MN 3,500,000","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Pre Venta de Departamentos en Providencia Desde $","Hipodromo, Providencia, Guadalajara","_"
"Inmuebles24Item","Estudio","","2
		
				Baños","Espacio multifuncional con torre residencial, torre corporativa para oficinas y espacio comercial con amenidades, roof garden y cajones de estacionamiento independientes. Disponibles Lofts y Departamentos de distintos tipos y en distintos niveles. Desde $1,953,211","Departamento
													
Precio Venta
																	
MN 1,953,211
60m² Superficie de terreno
60m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","Espacio multifuncional con torre residencial, torre corporativa para oficinas y espacio comercial con amenidades, roof garden y cajones de estacionamiento independientes. Disponibles Lofts y Departamentos de distintos tipos y en distintos niveles. Desde $1,953,211","/propiedades/departamentos-en-venta-en-torre-link-51424575.html","totales","","Elevador(es) (2)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Número de departamentos (46)","2
			
					Recámaras","60 m²
			totales","_","MN 1,953,211","Gimnasio 
Gas","Departamentos en Venta en Torre Link","Av. Hidalgo 1995, Fraccionamiento Ladrón de Guevara, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)
Estudio 
Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples 
Cuarto de TV","","4
		
				Baños","Mantenimiento incluido.. ..hermoso departamento 4 habitaciones 2 de ellas master suites , super amplio, sala comedor a doble altura , 2 balcones uno en la zona social y otro para habitaciones,amplio baños principal con vestidor,y las otras habitaciones cada una con baño..todas las amenidades,3 elevadores, sky lounge,gym , alberca ,helipuerto,spa ,salon business center.","Departamento
													
Precio Venta
																	
MN 17,500,000Precio Renta
																	
MN 37,000
390m² Superficie de terreno
390m² Superficie construída
4 Recámaras
4 Baños
1 Medio baño
3 Estacionamientos
Antigüedad: A estrenar","Mantenimiento incluido.. ..hermoso departamento 4 habitaciones 2 de ellas master suites , super amplio, sala comedor a doble altura , 2 balcones uno en la zona social y otro para habitaciones,amplio baños principal con vestidor,y las otras habitaciones cada una con baño..todas las amenidades,3 elevadores, sky lounge,gym , alberca ,helipuerto,spa ,salon business center.","/propiedades/central-park-venta-o-renta-400-m2.magnifica-vista-sin-51631424.html","totales","","Elevador(es) (1)
Alberca 
Jacuzzi 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Mascotas 
Cocina integral 
Acceso discapacitados 
Acceso tercera edad 
Estado de conservación (Excelente)
Piso en el que se encuentra (6)
Ubicación (Interior)","4
			
					Recámaras","390 m²
			totales","_","MN 17,500,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas 
Calefacción","Central Park Venta o Renta 400 M².magnifica Vista Sin Sol","SAN JORGE, Fraccionamiento Vallarta San Jorge, Guadalajara","_"
"Inmuebles24Item","Salón de Fiestas 
Salón de usos múltiples","","2
		
				Baños","TRES LAGOS es un exclusivo desarrollo creado para aprovechar el espacio al máximo y ofrecerte el tipo de vida que siempre quisiste. Cuenta con espacios para relajarse: alberca, gimnasio y salón de usos múltiples. Todo para ofrecerte un entorno más agradable para vivir. ESPACIOS El sembrado de los edificios se plantea de tal manera que puedas disfrutar al máximo de áreas verdes, áreas de juego, plazas y plazoletas, bordeando a cada uno de ellos. Ningún edificio colinda con otro, así podrás beneficiarte de una buena iluminación natural y una excelente ventilación, logrando una imagen urbana agradable, contribuyendo gradualmente ACABADOS Ambos modelos tienen: - Cocina integral. - Muros con pasta. - Pisos de loseta cerámica en cocina, baños y patio de servicio. - Pisos de madera laminada en sala-comedor, recámaras y alcoba. - Cancelería de aluminio blanco. ÁREA DE SERVICIOS Denominada Sports Club, tiene alberca techada, gimnasio y salón de usos múltiples. Esta área es de uso exclusivo de los condóminos. También existe un área comercial independiente al desarrollo, la cual dará servicio a los condóminos y a la población localizada en el entorno al mismo, por lo que ha sido construida una zona de estacionamiento exclusiva para este equipamiento. ACCESOS Contamos con dos accesos y salidas vehiculares. El acceso peatonal con vigilancia las 24 hrs. del día, para que tu familia tenga la seguridad que se merece.","Departamento
													
Precio Venta
																	
MN 1,090,000
6,665m² Superficie de terreno
6,665m² Superficie construída
2 Recámaras
2 Baños
1 estacionamiento
Antigüedad: En construcción","TRES LAGOS es un exclusivo desarrollo creado para aprovechar el espacio al máximo y ofrecerte el tipo de vida que siempre quisiste. Cuenta con espacios para relajarse: alberca, gimnasio y salón de usos múltiples. Todo para ofrecerte un entorno más agradable para vivir. ESPACIOS El sembrado de los edificios se plantea de tal manera que puedas disfrutar al máximo de áreas verdes, áreas de juego, plazas y plazoletas, bordeando a cada uno de ellos. Ningún edificio colinda con otro, así podrás beneficiarte de una buena iluminación natural y una excelente ventilación, logrando una imagen urbana agradable, contribuyendo gradualmente ACABADOS Ambos modelos tienen: - Cocina integral. - Muros con pasta. - Pisos de loseta cerámica en cocina, baños y patio de servicio. - Pisos de madera laminada en sala-comedor, recámaras y alcoba. - Cancelería de aluminio blanco. ÁREA DE SERVICIOS Denominada Sports Club, tiene alberca techada, gimnasio y salón de usos múltiples. Esta área es de uso exclusivo de los condóminos. También existe un área comercial independiente al desarrollo, la cual dará servicio a los condóminos y a la población localizada en el entorno al mismo, por lo que ha sido construida una zona de estacionamiento exclusiva para este equipamiento. ACCESOS Contamos con dos accesos y salidas vehiculares. El acceso peatonal con vigilancia las 24 hrs. del día, para que tu familia tenga la seguridad que se merece.","/propiedades/tres-lagos-residencial-preventa-52121245.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Mascotas 
Cocina integral 
Acceso discapacitados 
Piso en el que se encuentra (8)
Número de departamentos (72)","2
			
					Recámaras","6,665 m²
			totales","_","MN 1,090,000","Gimnasio 
Línea telefónica 
Seguridad privada 
Calentador de agua 
Área de Juegos Infantiles 
Gas","Tres Lagos Residencial Preventa","Eutimio Pinzon 927, Lomas Independencia, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","EXCLUSIVO DEPARTAMENTO, 3 RECAMARAS, 2.5 BAÑOS,,SALA COMEDOR,COCINA ,AREA DE LAVADO.BODEGA,SALA DE T.V BALCON EN EDIFICIO CONTARA CON ALBERCA, ÁREA DE JUEGO ADULTOS, SALON DE EVENTOS,GIMNASIO, ELEVADOR,VIGILANCIA, 2 CAJONES DE ESTACIONAMIENTO PLANES DE CONTADO CON ATRACTIVOS DESCUENTOS, PLANES CON CREDITO BANCARIO CITAS AL","Departamento
													
Precio Venta
																	
MN 3,300,000
120m² Superficie de terreno
113m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: En construcción","EXCLUSIVO DEPARTAMENTO, 3 RECAMARAS, 2.5 BAÑOS,,SALA COMEDOR,COCINA ,AREA DE LAVADO.BODEGA,SALA DE T.V BALCON EN EDIFICIO CONTARA CON ALBERCA, ÁREA DE JUEGO ADULTOS, SALON DE EVENTOS,GIMNASIO, ELEVADOR,VIGILANCIA, 2 CAJONES DE ESTACIONAMIENTO PLANES DE CONTADO CON ATRACTIVOS DESCUENTOS, PLANES CON CREDITO BANCARIO CITAS AL Ver datos","/propiedades/preventa-lopez-cotilla-3-recamaras-2.5-banos-balcon-52121480.html","construidos","","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)","3
			
					Recámaras","_","_","MN 3,300,000","Gimnasio 
Seguridad privada","Preventa Lopez Cotilla 3 Recamaras 2.5 Baños, Balcon","CALLE LOPEZ COTILLA GUADALAJARA,JALISCO, Arcos Vallarta, Guadalajara","_"
"Inmuebles24Item","","","4
		
				Baños","Atención inversionistas: el edificio cuenta con dos departamentos, cada uno cuenta con tres recamaras con closet, dos baños completos, cocina integral sala-comedor muy amplia. las recamaras que dan a la calle cuentan con balcón. el primer departamento cuenta con patio. el segundo departamento cuenta con área de lavado en la azotea muy amplia. en el área de estacionamiento se pueden dividir y hacer locales comerciales. nota: se vende el edificio completo. Radio","Departamento
													
Precio Venta
																	
MN 3,100,000
142m² Superficie de terreno
387m² Superficie construída
6 Recámaras
4 Baños
2 Estacionamientos
Antigüedad: de 10 a 20 años","Atención inversionistas: el edificio cuenta con dos departamentos, cada uno cuenta con tres recamaras con closet, dos baños completos, cocina integral sala-comedor muy amplia. las recamaras que dan a la calle cuentan con balcón. el primer departamento cuenta con patio. el segundo departamento cuenta con área de lavado en la azotea muy amplia. en el área de estacionamiento se pueden dividir y hacer locales comerciales. nota: se vende el edificio completo. Radio Ver datos","/propiedades/edificio-en-venta-en-la-colonia-jardines-de-santa-52127585.html","construidos","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Bueno)
Número de departamentos (2)","6
			
					Recámaras","_","_","MN 3,100,000","Cisterna 
Gas","Edificio en Venta en La Colonia Jardines de Santa Isabel, Guadalajara","Batallon de San Patricio, Belisario Domínguez, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)","","1
		
				Baño","ESPECTACULAR DEPARTAMENTO PARA CONOCEDORES. 1 RECAMARA, 1.5 BAÑOS, TERRAZA, BODEGA,VISTA ESPECTACULAR DESDE EL ROOF GARDEN EN AREA COMUN. PRECIOS DE CONTADO CON DESCUENTO","Departamento
													
Precio Venta
																	
MN 2,820,000
110m² Superficie de terreno
88m² Superficie construída
1 recamara
1 Baño
1 Medio baño
1 estacionamiento
Antigüedad: En construcción","ESPECTACULAR DEPARTAMENTO PARA CONOCEDORES. 1 RECAMARA, 1.5 BAÑOS, TERRAZA, BODEGA,VISTA ESPECTACULAR DESDE EL ROOF GARDEN EN AREA COMUN. PRECIOS DE CONTADO CON DESCUENTO","/propiedades/departamento-exclusivo-millennials.-1-recamara-1.5-52127927.html","construidos","","Elevador(es) (1)
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Número de departamentos (16)","1
			
					recamara","_","_","MN 2,820,000","","Departamento Exclusivo Millennials. 1 Recamara 1.5 Baños, Roof Garden,","PEDRO MORENO, Americana, Guadalajara","_"
"Inmuebles24Item","","","3
		
				Baños","Departamento hermoso con vista al campo de golf. Cuenta con cuarto de servicio con baño completo, 3 recamaras; la principal con baño y closet vestidor, las secundarias con closet y baño, sala comedor y cocina integral y su alacena. El edificio cuenta con vigilancia 24 hrs, circuito cerrado, alberca, gimnasio y áreas comunes. Esta cerca Punto Sao Paulo, Country Club, Providencia, Altamira.","Departamento
													
Precio Venta
																	
MN 6,500,000Precio Renta
																	
MN 23,500
156m² Superficie de terreno
156m² Superficie construída
3 Recámaras
3 Baños
2 Estacionamientos
Antigüedad: A estrenar","Departamento hermoso con vista al campo de golf. Cuenta con cuarto de servicio con baño completo, 3 recamaras; la principal con baño y closet vestidor, las secundarias con closet y baño, sala comedor y cocina integral y su alacena. El edificio cuenta con vigilancia 24 hrs, circuito cerrado, alberca, gimnasio y áreas comunes. Esta cerca Punto Sao Paulo, Country Club, Providencia, Altamira.","/propiedades/departamento-country-club-guadalajara-52155512.html","totales","","Elevador(es) (1)
Cuartos de servicio 
Centros Comerciales Cercanos 
Mascotas 
Cocina integral 
Estado de conservación (Excelente)","3
			
					Recámaras","156 m²
			totales","_","MN 6,500,000","","Departamento Country Club Guadalajara","Country club, Fraccionamiento Country Club, Guadalajara","_"
"Inmuebles24Item","Bodega(s) (1)
Cine 
Salón de Fiestas 
Salón de usos múltiples","Lobby","_","Exclusivo desarrollo de usos mixtos, ubicado en Providencia, la zona de mayor plusvalía en la ciudad de Guadalajara Tres torres residenciales que albergarán 320 departamentos Departamentos de 108 m2 hasta 274 m2, que ofrecen espectaculares vistas y con diseños innovadores para satisfacer diferentes estilos de vida Amenidades como: gimnasio, alberca semiolímpica, salón de eventos, sala de cine y áreas para niños, jóvenes y adultos Diseñado por Bosco Arquitectos","Desarrollo vertical
													
Precio  desde
														
MN 4,364,328
142m² - 16,699m² Superficie de terreno
126m² - 245m² Superficie construída
2 - 3 Recámaras
Hasta 4 Baños
Hasta 1 Medios baños
Hasta 2 Estacionamientos","Exclusivo desarrollo de usos mixtos, ubicado en Providencia, la zona de mayor plusvalía en la ciudad de Guadalajara Tres torres residenciales que albergarán 320 departamentos Departamentos de 108 m2 hasta 274 m2, que ofrecen espectaculares vistas y con diseños innovadores para satisfacer diferentes estilos de vida Amenidades como: gimnasio, alberca semiolímpica, salón de eventos, sala de cine y áreas para niños, jóvenes y adultos Diseñado por Bosco Arquitectos","/propiedades/latitud-providencia-51022227.html","Entrega 2° trimestre 2017","Árboles 
Carril de Nado 
Estacionamiento de visitas 
Pista de Jogging 
Roof Garden","Elevador(es) (1)
Jardín(es) 
Alberca 
Acabados de Lujo 
Seguridad 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque","2 a 3 Recámaras","_","142 a 16,699 m² totales","MN 4,364,328","Gimnasio 
Circuito Cerrado 
Seguridad contra incendios 
Área de Juegos Infantiles 
Conmutador","Latitud Providencia","Juan Palomar y Arias No.   Colonia Prados Providencia  Guadalajara, Jalisco  México, Providencia, Guadalajara","107 unidades"
"Inmuebles24Item","","","_","Hermosos departamentos con Elevador 2 recamaras, 1 baño, centro de lavado, cocina, sala comedor, área de TV, seguridad, ingreso controlado, con una excelente ubicación a tan solo 3 minutos de Gran Terraza Oblatos, rápidas vías de acceso, rutas de transporte publico, escuelas y parques dentro de la zona.","Desarrollo vertical
													
Precio  desde
														
MN 590,000
51m² Superficie de terreno
51m² Superficie construída
2 Recámaras
Hasta 1 Baños
Hasta 1 Estacionamientos","Hermosos departamentos con Elevador 2 recamaras, 1 baño, centro de lavado, cocina, sala comedor, área de TV, seguridad, ingreso controlado, con una excelente ubicación a tan solo 3 minutos de Gran Terraza Oblatos, rápidas vías de acceso, rutas de transporte publico, escuelas y parques dentro de la zona.","/propiedades/cumbres-del-cielo-51135906.html","Entrega Inmediata","Árboles 
Estacionamiento de visitas 
Roof Garden","Elevador(es) (1)
Jardín(es) 
Seguridad 
Centros Comerciales Cercanos 
Escuelas Cercanas","2 Recámaras","_","51 m² totales","MN 590,000","","Cumbres del Cielo","Demóstenes 3345, Fraccionamiento Lomas de San Eugenio, Guadalajara","117 unidades"
"Inmuebles24Item","Bodega(s) (1)
Salón de usos múltiples","Lobby","_","Departamentos en preventa en la mejor ubicación de Providencia, con vista a Montevideo y Los Colomos. Lobby, alberca, gimnasio, salón de usos múltiples","Desarrollo vertical
													
Precio  desde
														
MN 3,059,000
110m² - 232m² Superficie de terreno
110m² - 232m² Superficie construída
2 - 3 Recámaras
Hasta 4 Baños
Hasta 1 Medios baños
Hasta 2 Estacionamientos","Departamentos en preventa en la mejor ubicación de Providencia, con vista a Montevideo y Los Colomos. Lobby, alberca, gimnasio, salón de usos múltiples","/propiedades/torre-sora-52025198.html","Entrega Junio 2018","Árboles 
Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Acabados de Lujo 
Seguridad 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque","2 a 3 Recámaras","_","110 a 232 m² totales","MN 3,059,000","Gimnasio 
Seguridad contra incendios 
Planta de emergencia","Torre Sora","Ruben Dario 1728, entre Montevideo y La Rioja, Providencia, Guadalajara","58 unidades"
"Inmuebles24Item","","","_","Miralta es un nuevo concepto residencial con los mejores paisajes naturales de la ciudad y una ubicación privilegiada a sólo 5 minutos de Calzada Independencia, ya que se encuentra bajo la atenta mirada de la Barranca de Huentitán. Creado por Tierra y Armonía. Preventa de Departamentos. Amenidades: • Vista espectacular a la Barranca de Huentitán • Casa club: con Alberca infinity y Terraza al aire libre • Área de juegos infantiles • Vigilancia y acceso controlado 24/7 (exclusividad) • Arquitectura contemporánea • Excelentes Vías de acceso – A sólo 100 mt de Periférico y a sólo 5 min. de Calzada Independencia • Aceptamos todos los créditos • Aplican restricciones. Sujeto a disponibilidad de ubicación. Información sujeta a cambios sin previo aviso. Las imágenes mostradas son sólo ilustrativas.","Desarrollo horizontal
													
Precio  desde
														
MN 1,550,000
89m² - 115m² Superficie de terreno
89m² - 115m² Superficie construída
2 Recámaras
Hasta 2 Baños","Miralta es un nuevo concepto residencial con los mejores paisajes naturales de la ciudad y una ubicación privilegiada a sólo 5 minutos de Calzada Independencia, ya que se encuentra bajo la atenta mirada de la Barranca de Huentitán. Creado por Tierra y Armonía. Preventa de Departamentos. Amenidades: • Vista espectacular a la Barranca de Huentitán • Casa club: con Alberca infinity y Terraza al aire libre • Área de juegos infantiles • Vigilancia y acceso controlado 24/7 (exclusividad) • Arquitectura contemporánea • Excelentes Vías de acceso – A sólo 100 mt de Periférico y a sólo 5 min. de Calzada Independencia • Aceptamos todos los créditos • Aplican restricciones. Sujeto a disponibilidad de ubicación. Información sujeta a cambios sin previo aviso. Las imágenes mostradas son sólo ilustrativas.","/propiedades/miralta-tierra-y-armonia-51807164.html","Entrega Marzo 2017","Árboles 
Estacionamiento de visitas 
Pista de Jogging 
Roof Garden","Jardín(es) 
Alberca 
Acabados de Lujo 
Seguridad 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque","2 Recámaras","_","89 a 115 m² totales","MN 1,550,000","Área de Juegos Infantiles","Miralta, Tierra y Armonia","CALLE FELIX VERA (o Calle Camichines) #3510, San Miguel de HuentitAn El Alto, Guadalajara","80 unidades"
"Inmuebles24Item","","Lobby","_","Inspirados en una arquitectura contemporánea, dinámica y funcional dentro de una de las zonas más privilegiadas de Guadalajara. Integración de lujo y confort, exclusivos departamentos que ofrecen un estilo de vida elegante que cumple el gusto más exigente, inversión rentable y segura, garantías de entrega a tiempo y correcta administración del desarrollo, plusvalía, exclusividad, acabados de alta calidad, equipamiento de lujo y un servicio postventa excepcional. Ubicado estratégicamente: •Frente al Country Club • Cercanía a centros comerciales, bancos y lugares recreativos. • A unos cuantos minutos de la Zona Financiera de Guadalajara","Desarrollo vertical
													
Precio  desde
														
MN 4,251,249
147m² - 273m² Superficie de terreno
147m² - 273m² Superficie construída
2 - 4 Recámaras
Hasta 4 Baños
Hasta 1 Medios baños
Hasta 2 Estacionamientos","Inspirados en una arquitectura contemporánea, dinámica y funcional dentro de una de las zonas más privilegiadas de Guadalajara. Integración de lujo y confort, exclusivos departamentos que ofrecen un estilo de vida elegante que cumple el gusto más exigente, inversión rentable y segura, garantías de entrega a tiempo y correcta administración del desarrollo, plusvalía, exclusividad, acabados de alta calidad, equipamiento de lujo y un servicio postventa excepcional. Ubicado estratégicamente: •Frente al Country Club • Cercanía a centros comerciales, bancos y lugares recreativos. • A unos cuantos minutos de la Zona Financiera de Guadalajara","/propiedades/magma-living-country-marmara-51718033.html","Entrega Noviembre 2017","","Elevador(es) (1)
Jardín(es) 
Acabados de Lujo 
Seguridad 
Centros Comerciales Cercanos 
Escuelas Cercanas","2 a 4 Recámaras","_","147 a 273 m² totales","MN 4,251,249","Circuito Cerrado 
Seguridad contra incendios 
Planta de emergencia","Magma Living Country Mármara","Mar Mármara 1899, Fraccionamiento Country Club, Guadalajara","18 unidades"
"Inmuebles24Item","Bodega(s) (1)
Estudio 
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","VEN CONOCE UNO DE LOS MEJORES DESARROLLOS EN LA ZONA MAS PLUSVALIZADA DE ZAPOPAN, MUY CERCA DE LA ZONA FINANCIERA UBICADO EN PROVIDENCIA TENEMOS PARA TI ESTA HERMOSA TORRE DE DEPARTAMENTOS CON LA CLASE Y EL ESTILO QUE SOLO TU TE MERECES LA TORRE CUENTA: 46 DEPARTAMENTOS 12 NIVELES ALBERCA Y TERRAZA CON VISTA PANORAMICA EN EL 5TO. PISO LOBBY Y CONCIERGE SALON DE USOS MULTIPLES GIMNASIO SEGURIDAD 24 HRS. 4 ELEVADORES ESTACIONAMIENTO TECHADO ESTACIONAMIENTO PARA VISITAS TE ESPERAMOS AGENDA TU VISITA.","Departamento
													
Precio Venta
																	
MN 3,690,866
139m² Superficie de terreno
139m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: En construcción","VEN CONOCE UNO DE LOS MEJORES DESARROLLOS EN LA ZONA MAS PLUSVALIZADA DE ZAPOPAN, MUY CERCA DE LA ZONA FINANCIERA UBICADO EN PROVIDENCIA TENEMOS PARA TI ESTA HERMOSA TORRE DE DEPARTAMENTOS CON LA CLASE Y EL ESTILO QUE SOLO TU TE MERECES LA TORRE CUENTA: 46 DEPARTAMENTOS 12 NIVELES ALBERCA Y TERRAZA CON VISTA PANORAMICA EN EL 5TO. PISO LOBBY Y CONCIERGE SALON DE USOS MULTIPLES GIMNASIO SEGURIDAD 24 HRS. 4 ELEVADORES ESTACIONAMIENTO TECHADO ESTACIONAMIENTO PARA VISITAS TE ESPERAMOS AGENDA TU VISITA.","/propiedades/e11even-tower-departamentos-en-preventa-52121629.html","totales","Estacionamiento de visitas","Elevador(es) (4)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Mascotas 
Cocina integral 
Número de departamentos (46)","3
			
					Recámaras","139 m²
			totales","_","MN 3,690,866","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas","E11even Tower Departamentos en Preventa","HIPODROMO 2005, Providencia, Guadalajara","_"
"Inmuebles24Item","Estudio","","2
		
				Baños","Precioso departamento; Ubicado en la zona centro de Guadalajara, excelentes acabados, Magnífica vista de la ciudad, orientación Norte-Sur. 2 lugares techados de estacionamiento.","Departamento
													
Precio Venta
																	
MN 3,450,000
180m² Superficie de terreno
160m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: de 5 a 10 años","Precioso departamento; Ubicado en la zona centro de Guadalajara, excelentes acabados, Magnífica vista de la ciudad, orientación Norte-Sur. 2 lugares techados de estacionamiento.","/propiedades/deparatamento-en-colonia-americana-51310457.html","construidos","","Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (11)","2
			
					Recámaras","_","_","MN 3,450,000","Calentador de agua 
Gas","Deparatamento en Colonia Americana","AVENIDA MIGUEL HIDALGO 1830 PISO 11, Americana, Guadalajara","_"
